ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	GeneRatioNum	BgRatioNum	FoldEnrich	FDR	minusLog10FDR	Term
GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	14/1105	31/5878	0.45161290322580644	2.4023354254853304	3.7664262884230997	6.842751051690596e-4	0.024377300621647748	0.023049266700431482	NCU08968/NCU04348/NCU03961/NCU03907/NCU03808/NCU03794/NCU01675/NCU01612/NCU01595/NCU01502/NCU01022/NCU00650/NCU00336/NCU00301	14	0.012669683257918552	0.005273902687989112	2.4023354254853304	0.024377300621647748	1.6130143869058344	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)
GO:0000463	cellular response to oxidative stress	9/1105	20/5878	0.45	2.3937556561085973	3.003932877490823	0.006484581408328068	0.11946301889071871	0.11295487658734624	NCU16779/NCU09349/NCU08518/NCU06520/NCU06217/NCU03669/NCU03321/NCU01612/NCU00105	9	0.008144796380090498	0.003402517863218782	2.3937556561085973	0.11946301889071871	0.9227665146097526	cellular response to oxidative stress
GO:0009304	tRNA transcription	9/1105	21/5878	0.42857142857142855	2.2797672915319973	2.8266127184760097	0.009487488901639295	0.13519671684835996	0.127831429411561	NCU04636/NCU04153/NCU03730/NCU03560/NCU02533/NCU01784/NCU01772/NCU01115/NCU00419	9	0.008144796380090498	0.003572643756379721	2.2797672915319978	0.13519671684835996	0.86903385478457	tRNA transcription
GO:0015914	mitochondrial outer membrane translocase complex assembly	5/1105	12/5878	0.4166666666666667	2.2164404223227754	2.0294282624759012	0.05747732807478518	0.5119074531660555	0.48401960484029627	NCU07443/NCU04307/NCU03818/NCU02263/NCU00357	5	0.004524886877828055	0.002041510717931269	2.216440422322776	0.5119074531660555	0.2908085472512261	mitochondrial outer membrane translocase complex assembly
GO:0006413	translational initiation	18/1105	44/5878	0.4090909090909091	2.1761415055532707	3.7676102465564076	5.394657715692043e-4	0.021963963556746176	0.020767404138603958	NCU09546/NCU07929/NCU07922/NCU07868/NCU07831/NCU07437/NCU07420/NCU07380/NCU06279/NCU06149/NCU05889/NCU03876/NCU03061/NCU02810/NCU01369/NCU00457/NCU00366/NCU00040	18	0.016289592760180997	0.00748553929908132	2.1761415055532707	0.021963963556746176	1.6582892855562306	translational initiation
GO:0000910	cytokinesis	11/1105	27/5878	0.4074074074074074	2.167186190715602	2.9246253555940465	0.006706695797373682	0.11946301889071871	0.11295487658734624	NCU08878/NCU08297/NCU06776/NCU06073/NCU05304/NCU04095/NCU03794/NCU03795/NCU02464/NCU01998/NCU00205	11	0.009954751131221719	0.004593399115345355	2.1671861907156025	0.11946301889071871	0.9227665146097526	cytokinesis
GO:0006606	RNA export from nucleus	13/1105	34/5878	0.38235294117647056	2.033910034602076	2.9089105882709245	0.006254152078165891	0.11946301889071871	0.11295487658734624	NCU10747/NCU09814/NCU07714/NCU06674/NCU06355/NCU05650/NCU04463/NCU04104/NCU04007/NCU02357/NCU02011/NCU01939/NCU01249	13	0.011764705882352941	0.005784280367471929	2.0339100346020764	0.11946301889071871	0.9227665146097526	RNA export from nucleus
GO:0006364	cellular response to oxidative stress	41/1105	110/5878	0.37272727272727274	1.9827067050596463	5.005770137996193	3.497089019904926e-6	4.98335185336452e-4	4.7118673110297955e-4	NCU09598/NCU09349/NCU09131/NCU08968/NCU08951/NCU08660/NCU07942/NCU07839/NCU07712/NCU07070/NCU07058/NCU07041/NCU07011/NCU06943/NCU06520/NCU06418/NCU06217/NCU06118/NCU05289/NCU04504/NCU04439/NCU04348/NCU04243/NCU03669/NCU03396/NCU03380/NCU03321/NCU03051/NCU02640/NCU02604/NCU01806/NCU01762/NCU01675/NCU01595/NCU01367/NCU01290/NCU01008/NCU00919/NCU00693/NCU00404/NCU00105	41	0.037104072398190045	0.0187138482477033	1.9827067050596463	4.98335185336452e-4	3.3024784480527116	cellular response to oxidative stress
GO:0016126	sterol biosynthetic process	7/1105	19/5878	0.3684210526315789	1.9597999523696117	2.0160859483426092	0.05033269404909664	0.4777934890998765	0.4517641115773533	NCU06054/NCU04480/NCU03910/NCU03603/NCU01333/NCU00712/NCU00346	7	0.006334841628959276	0.003232391970057843	1.9597999523696117	0.4777934890998765	0.32075977268421957	sterol biosynthetic process
GO:0006694	coenzyme A metabolic process	4/1105	11/5878	0.36363636363636365	1.9343480049362403	1.4923140514162543	0.13537229860369857	0.8387196761316107	0.7930276531475248	NCU07072/NCU04461/NCU03752/NCU00712	4	0.0036199095022624436	0.00187138482477033	1.9343480049362405	0.8387196761316107	0.07638316843461133	coenzyme A metabolic process
GO:0006486	GDP-mannose biosynthetic process	15/1105	42/5878	0.35714285714285715	1.8998060762766644	2.8156533946130202	0.0071495230909329535	0.11985965181858188	0.11332990162717252	NCU09718/NCU08232/NCU06704/NCU06003/NCU05680/NCU04643/NCU03713/NCU03317/NCU02797/NCU02635/NCU02541/NCU02349/NCU02322/NCU01388/NCU00163	15	0.013574660633484163	0.007145287512759442	1.8998060762766646	0.11985965181858188	0.921326988223784	GDP-mannose biosynthetic process
GO:0042273	cellular response to oxidative stress	8/1105	23/5878	0.34782608695652173	1.8502459177650994	1.965659505862547	0.051970519867004114	0.4777934890998765	0.4517641115773533	NCU07714/NCU06278/NCU06090/NCU05289/NCU05235/NCU03061/NCU02066/NCU00105	8	0.007239819004524887	0.003912895542701599	1.8502459177650994	0.4777934890998765	0.32075977268421957	cellular response to oxidative stress
GO:0006400	regulation of transcription by RNA polymerase II	7/1105	21/5878	0.3333333333333333	1.7731523378582201	1.7076559511795162	0.0826928747311093	0.604294084573491	0.5713731695320913	NCU07528/NCU05301/NCU04153/NCU04149/NCU03730/NCU01784/NCU00950	7	0.006334841628959276	0.003572643756379721	1.7731523378582204	0.604294084573491	0.2187516570334649	regulation of transcription by RNA polymerase II
GO:0006879	cellular iron ion homeostasis	7/1105	21/5878	0.3333333333333333	1.7731523378582201	1.7076559511795162	0.0826928747311093	0.604294084573491	0.5713731695320913	NCU07454/NCU05778/NCU04830/NCU04773/NCU04636/NCU00829/NCU00023	7	0.006334841628959276	0.003572643756379721	1.7731523378582204	0.604294084573491	0.2187516570334649	cellular iron ion homeostasis
GO:0002098	cellular response to oxidative stress	5/1105	15/5878	0.3333333333333333	1.7731523378582201	1.4424940254547536	0.13441540333857138	0.8387196761316107	0.7930276531475248	NCU09465/NCU08031/NCU04636/NCU04149/NCU01967	5	0.004524886877828055	0.0025518883974140864	1.7731523378582204	0.8387196761316107	0.07638316843461133	cellular response to oxidative stress
GO:0031145	anaphase-promoting complex-dependent catabolic process	5/1105	15/5878	0.3333333333333333	1.7731523378582201	1.4424940254547536	0.13441540333857138	0.8387196761316107	0.7930276531475248	NCU09382/NCU05901/NCU01377/NCU01269/NCU01174	5	0.004524886877828055	0.0025518883974140864	1.7731523378582204	0.8387196761316107	0.07638316843461133	anaphase-promoting complex-dependent catabolic process
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	4/1105	12/5878	0.3333333333333333	1.7731523378582201	1.2898759173529413	0.17431978386815533	0.9936227680484854	0.9394918877946898	NCU07889/NCU07839/NCU06149/NCU05267	4	0.0036199095022624436	0.002041510717931269	1.7731523378582204	0.9936227680484854	0.002778465552627969	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
GO:0051301	anaphase-promoting complex-dependent catabolic process	19/1105	58/5878	0.3275862068965517	1.742580745826182	2.7343836966809345	0.007695578482917757	0.12184665931286448	0.11520866032906116	NCU15832/NCU09382/NCU09297/NCU08297/NCU06500/NCU06497/NCU05939/NCU05901/NCU04534/NCU02776/NCU02539/NCU01842/NCU01799/NCU01377/NCU01344/NCU01323/NCU01174/NCU00927/NCU00018	19	0.017194570135746608	0.009867301803334467	1.7425807458261822	0.12184665931286448	0.9141863734294211	anaphase-promoting complex-dependent catabolic process
GO:0006888	Golgi organization	19/1105	59/5878	0.3220338983050847	1.713045478947772	2.6483923516271073	0.009402700784535496	0.13519671684835996	0.127831429411561	NCU11237/NCU10066/NCU08339/NCU07939/NCU07319/NCU06922/NCU06771/NCU06738/NCU06396/NCU05213/NCU04404/NCU04293/NCU03890/NCU03800/NCU03387/NCU03214/NCU01992/NCU01318/NCU00778	19	0.017194570135746608	0.010037427696495406	1.7130454789477723	0.13519671684835996	0.86903385478457	Golgi organization
GO:0006487	oligosaccharide-lipid intermediate biosynthetic process	10/1105	32/5878	0.3125	1.6623303167420815	1.8075215558184814	0.06306670978618235	0.5286474202665286	0.4998476069740769	NCU16845/NCU08939/NCU08024/NCU06198/NCU05680/NCU03317/NCU02635/NCU02625/NCU01388/NCU00163	10	0.00904977375565611	0.005444028581150051	1.6623303167420815	0.5286474202665286	0.27683388275484283	oligosaccharide-lipid intermediate biosynthetic process
GO:0006265	DNA topological change	9/1105	29/5878	0.3103448275862069	1.6508659697300672	1.6904916138619914	0.07879111869014807	0.604294084573491	0.5713731695320913	NCU09349/NCU09118/NCU07885/NCU06993/NCU06338/NCU03482/NCU03037/NCU00133/NCU00019	9	0.008144796380090498	0.004933650901667233	1.6508659697300674	0.604294084573491	0.2187516570334649	DNA topological change
GO:0006696	cellular response to oxidative stress	9/1105	29/5878	0.3103448275862069	1.6508659697300672	1.6904916138619914	0.07879111869014807	0.604294084573491	0.5713731695320913	NCU09741/NCU07719/NCU06054/NCU05991/NCU05278/NCU04480/NCU03922/NCU01333/NCU00712	9	0.008144796380090498	0.004933650901667233	1.6508659697300674	0.604294084573491	0.2187516570334649	cellular response to oxidative stress
GO:0006414	tRNA export from nucleus	4/1105	13/5878	0.3076923076923077	1.6367560041768188	1.10579337549003	0.21650293360906578	0.9999999900438349	0.9455216895705327	NCU09903/NCU07922/NCU03826/NCU02955	4	0.0036199095022624436	0.0022116366110922084	1.6367560041768185	0.9999999900438349	4.323907591698578e-9	tRNA export from nucleus
GO:0006612	peptidyl-L-cysteine S-palmitoylation	4/1105	13/5878	0.3076923076923077	1.6367560041768188	1.10579337549003	0.21650293360906578	0.9999999900438349	0.9455216895705327	NCU09900/NCU02011/NCU01267/NCU00126	4	0.0036199095022624436	0.0022116366110922084	1.6367560041768185	0.9999999900438349	4.323907591698578e-9	peptidyl-L-cysteine S-palmitoylation
GO:0051028	mRNA transport	4/1105	13/5878	0.3076923076923077	1.6367560041768188	1.10579337549003	0.21650293360906578	0.9999999900438349	0.9455216895705327	NCU09317/NCU06776/NCU06149/NCU04799	4	0.0036199095022624436	0.0022116366110922084	1.6367560041768185	0.9999999900438349	4.323907591698578e-9	mRNA transport
GO:0006396	RNA processing	11/1105	36/5878	0.3055555555555556	1.6253896430367019	1.8108581245630881	0.06101868983044259	0.526979593990186	0.49827064103965885	NCU10810/NCU09070/NCU08660/NCU04772/NCU04153/NCU04155/NCU02256/NCU02237/NCU01913/NCU01762/NCU01290	11	0.009954751131221719	0.006124532153793808	1.6253896430367016	0.526979593990186	0.27820620146495173	RNA processing
GO:0008654	CTP biosynthetic process	7/1105	23/5878	0.30434782608695654	1.618965178044462	1.4309681006397208	0.12456091149634473	0.8387196761316107	0.7930276531475248	NCU09192/NCU04699/NCU04289/NCU02726/NCU01993/NCU00261/NCU00168	7	0.006334841628959276	0.003912895542701599	1.6189651780444618	0.8387196761316107	0.07638316843461133	CTP biosynthetic process
GO:0016567	anaphase-promoting complex-dependent catabolic process	13/1105	43/5878	0.3023255813953488	1.6082079343365252	1.9258796589404454	0.04751961675613857	0.4670031301896377	0.4415615930878938	NCU10270/NCU09723/NCU09382/NCU07825/NCU06932/NCU04370/NCU04073/NCU03357/NCU02498/NCU02039/NCU01595/NCU01377/NCU01174	13	0.011764705882352941	0.007315413405920381	1.6082079343365252	0.4670031301896377	0.33068020847129465	anaphase-promoting complex-dependent catabolic process
GO:0006559	L-phenylalanine catabolic process	3/1105	10/5878	0.3	1.595837104072398	0.9072892366391455	0.2861757277715373	0.9999999900438349	0.9455216895705327	NCU05537/NCU05499/NCU02485	3	0.0027149321266968325	0.001701258931609391	1.5958371040723982	0.9999999900438349	4.323907591698578e-9	L-phenylalanine catabolic process
GO:0006749	glutathione metabolic process	3/1105	10/5878	0.3	1.595837104072398	0.9072892366391455	0.2861757277715373	0.9999999900438349	0.9455216895705327	NCU16638/NCU04815/NCU04676	3	0.0027149321266968325	0.001701258931609391	1.5958371040723982	0.9999999900438349	4.323907591698578e-9	glutathione metabolic process
GO:0009117	ADP biosynthetic process	3/1105	10/5878	0.3	1.595837104072398	0.9072892366391455	0.2861757277715373	0.9999999900438349	0.9455216895705327	NCU11368/NCU07590/NCU01945	3	0.0027149321266968325	0.001701258931609391	1.5958371040723982	0.9999999900438349	4.323907591698578e-9	ADP biosynthetic process
GO:0031146	DNA methylation	3/1105	10/5878	0.3	1.595837104072398	0.9072892366391455	0.2861757277715373	0.9999999900438349	0.9455216895705327	NCU10476/NCU06932/NCU06250	3	0.0027149321266968325	0.001701258931609391	1.5958371040723982	0.9999999900438349	4.323907591698578e-9	DNA methylation
GO:0033314	DNA damage checkpoint signaling	3/1105	10/5878	0.3	1.595837104072398	0.9072892366391455	0.2861757277715373	0.9999999900438349	0.9455216895705327	NCU02965/NCU02776/NCU02687	3	0.0027149321266968325	0.001701258931609391	1.5958371040723982	0.9999999900438349	4.323907591698578e-9	DNA damage checkpoint signaling
GO:0006417	cellular response to oxidative stress	8/1105	27/5878	0.2962962962962963	1.576135411429529	1.4436259149787802	0.11842269760669731	0.8231821662904569	0.7783366004445318	NCU09438/NCU09380/NCU06149/NCU05803/NCU04799/NCU04766/NCU04149/NCU02226	8	0.007239819004524887	0.004593399115345355	1.5761354114295292	0.8231821662904569	0.08450404685293873	cellular response to oxidative stress
GO:0006796	glycogen metabolic process	5/1105	17/5878	0.29411764705882354	1.5645461804631355	1.121505326668621	0.20196519726311912	0.9999999900438349	0.9455216895705327	NCU08703/NCU04729/NCU04481/NCU03255/NCU01540	5	0.004524886877828055	0.0028921401837359645	1.5645461804631358	0.9999999900438349	4.323907591698578e-9	glycogen metabolic process
GO:0045454	cell redox homeostasis	5/1105	17/5878	0.29411764705882354	1.5645461804631355	1.121505326668621	0.20196519726311912	0.9999999900438349	0.9455216895705327	NCU08931/NCU06030/NCU03714/NCU03151/NCU00813	5	0.004524886877828055	0.0028921401837359645	1.5645461804631358	0.9999999900438349	4.323907591698578e-9	cell redox homeostasis
GO:0042254	cellular response to oxidative stress	24/1105	82/5878	0.2926829268292683	1.5569142478755102	2.443398673848773	0.013768774203390073	0.18512354090971314	0.17503832492294208	NCU11175/NCU09521/NCU08951/NCU08920/NCU08903/NCU07712/NCU07070/NCU07041/NCU06943/NCU06520/NCU06496/NCU06217/NCU04455/NCU04348/NCU04225/NCU03321/NCU03066/NCU02546/NCU01524/NCU01008/NCU00794/NCU00501/NCU00476/NCU00105	24	0.02171945701357466	0.013950323239197007	1.5569142478755102	0.18512354090971314	0.7325383514409304	cellular response to oxidative stress
GO:0006891	cellular response to oxidative stress	7/1105	24/5878	0.2916666666666667	1.5515082956259427	1.302550525232464	0.1488457103195264	0.883771405022188	0.8356250403903237	NCU10066/NCU07319/NCU04404/NCU03890/NCU03387/NCU02225/NCU01992	7	0.006334841628959276	0.004083021435862538	1.5515082956259427	0.883771405022188	0.05366005441660642	cellular response to oxidative stress
GO:0006298	DNA replication	6/1105	21/5878	0.2857142857142857	1.5198448610213315	1.1481775675312695	0.18808321513029755	0.9999999900438349	0.9455216895705327	NCU11220/NCU09240/NCU08427/NCU06769/NCU06585/NCU03662	6	0.005429864253393665	0.003572643756379721	1.5198448610213315	0.9999999900438349	4.323907591698578e-9	DNA replication
GO:0006360	Golgi to plasma membrane protein transport	4/1105	14/5878	0.2857142857142857	1.5198448610213315	0.936923342890825	0.26104661357077225	0.9999999900438349	0.9455216895705327	NCU04665/NCU02533/NCU02236/NCU00419	4	0.0036199095022624436	0.0023817625042531474	1.5198448610213315	0.9999999900438349	4.323907591698578e-9	Golgi to plasma membrane protein transport
GO:0006401	DNA catabolic process	4/1105	14/5878	0.2857142857142857	1.5198448610213315	0.936923342890825	0.26104661357077225	0.9999999900438349	0.9455216895705327	NCU09438/NCU04740/NCU01857/NCU01045	4	0.0036199095022624436	0.0023817625042531474	1.5198448610213315	0.9999999900438349	4.323907591698578e-9	DNA catabolic process
GO:0016973	nuclear mRNA surveillance	4/1105	14/5878	0.2857142857142857	1.5198448610213315	0.936923342890825	0.26104661357077225	0.9999999900438349	0.9455216895705327	NCU09903/NCU09317/NCU01972/NCU01795	4	0.0036199095022624436	0.0023817625042531474	1.5198448610213315	0.9999999900438349	4.323907591698578e-9	nuclear mRNA surveillance
GO:0030490	maturation of SSU-rRNA	4/1105	14/5878	0.2857142857142857	1.5198448610213315	0.936923342890825	0.26104661357077225	0.9999999900438349	0.9455216895705327	NCU09870/NCU09708/NCU03051/NCU00919	4	0.0036199095022624436	0.0023817625042531474	1.5198448610213315	0.9999999900438349	4.323907591698578e-9	maturation of SSU-rRNA
GO:0051276	chromosome organization	4/1105	14/5878	0.2857142857142857	1.5198448610213315	0.936923342890825	0.26104661357077225	0.9999999900438349	0.9455216895705327	NCU09297/NCU09063/NCU02789/NCU01323	4	0.0036199095022624436	0.0023817625042531474	1.5198448610213315	0.9999999900438349	4.323907591698578e-9	chromosome organization
GO:0008033	intronic box C/D RNA processing	14/1105	50/5878	0.28	1.489447963800905	1.6722262013062676	0.07278207402682248	0.5926540313612687	0.5603672466426032	NCU16769/NCU08660/NCU08368/NCU07369/NCU06355/NCU04636/NCU04504/NCU02619/NCU02387/NCU01939/NCU01115/NCU00950/NCU00232/NCU00027	14	0.012669683257918552	0.008506294658046955	1.489447963800905	0.5926540313612687	0.22719875708756013	intronic box C/D RNA processing
GO:0007018	attachment of spindle microtubules to kinetochore	5/1105	18/5878	0.2777777777777778	1.4776269482151836	0.9764264467827246	0.23927484073113117	0.9999999900438349	0.9455216895705327	NCU09982/NCU06832/NCU06144/NCU05180/NCU00927	5	0.004524886877828055	0.003062266076896904	1.4776269482151836	0.9999999900438349	4.323907591698578e-9	attachment of spindle microtubules to kinetochore
GO:0006886	intracellular protein transport	28/1105	102/5878	0.27450980392156865	1.4602431017655932	2.2559893686294066	0.01996190771137724	0.24735407381489188	0.23387864412414525	NCU10309/NCU10066/NCU08989/NCU08499/NCU08339/NCU07319/NCU07173/NCU06738/NCU06362/NCU06355/NCU06111/NCU05650/NCU05232/NCU04514/NCU04404/NCU04121/NCU04104/NCU04015/NCU03800/NCU03440/NCU03237/NCU02510/NCU02387/NCU02357/NCU02011/NCU01992/NCU01939/NCU01318	28	0.025339366515837104	0.01735284110241579	1.460243101765593	0.24735407381489188	0.6066809325981283	intracellular protein transport
GO:0006139	ADP biosynthetic process	3/1105	11/5878	0.2727272727272727	1.45076100370218	0.7199426510266494	0.34272701370947667	0.9999999900438349	0.9455216895705327	NCU03765/NCU03216/NCU02256	3	0.0027149321266968325	0.00187138482477033	1.45076100370218	0.9999999900438349	4.323907591698578e-9	ADP biosynthetic process
GO:0006491	N-glycan processing	3/1105	11/5878	0.2727272727272727	1.45076100370218	0.7199426510266494	0.34272701370947667	0.9999999900438349	0.9455216895705327	NCU08232/NCU07338/NCU05606	3	0.0027149321266968325	0.00187138482477033	1.45076100370218	0.9999999900438349	4.323907591698578e-9	N-glycan processing
GO:0051085	chaperone cofactor-dependent protein refolding	3/1105	11/5878	0.2727272727272727	1.45076100370218	0.7199426510266494	0.34272701370947667	0.9999999900438349	0.9455216895705327	NCU05196/NCU04334/NCU00692	3	0.0027149321266968325	0.00187138482477033	1.45076100370218	0.9999999900438349	4.323907591698578e-9	chaperone cofactor-dependent protein refolding
GO:0051169	mRNA transport	7/1105	26/5878	0.2692307692307692	1.4321615036547162	1.062536506377492	0.20327252190247957	0.9999999900438349	0.9455216895705327	NCU09814/NCU07574/NCU06355/NCU05650/NCU04104/NCU02357/NCU01249	7	0.006334841628959276	0.004423273222184417	1.4321615036547162	0.9999999900438349	4.323907591698578e-9	mRNA transport
GO:0000422	autophagy of mitochondrion	4/1105	15/5878	0.26666666666666666	1.4185218702865763	0.7808490873647776	0.3070943263824816	0.9999999900438349	0.9455216895705327	NCU10049/NCU04840/NCU03441/NCU00111	4	0.0036199095022624436	0.0025518883974140864	1.4185218702865763	0.9999999900438349	4.323907591698578e-9	autophagy of mitochondrion
GO:0030010	actin cytoskeleton organization	4/1105	15/5878	0.26666666666666666	1.4185218702865763	0.7808490873647776	0.3070943263824816	0.9999999900438349	0.9455216895705327	NCU09860/NCU07854/NCU04373/NCU02464	4	0.0036199095022624436	0.0025518883974140864	1.4185218702865763	0.9999999900438349	4.323907591698578e-9	actin cytoskeleton organization
GO:0030433	ER-associated misfolded protein catabolic process	8/1105	32/5878	0.25	1.329864253393665	0.9002105647765485	0.24230197001441395	0.9999999900438349	0.9455216895705327	NCU08897/NCU05582/NCU03357/NCU01318/NCU00692/NCU00146/NCU00101/NCU00018	8	0.007239819004524887	0.005444028581150051	1.3298642533936653	0.9999999900438349	4.323907591698578e-9	ER-associated misfolded protein catabolic process
