SequenceID,Source,FeatureType,FeatureStart,FeatureEnd,Score,Strand,Phase,Attributes,VALUE
CM002236.1,Genbank,gene,1312438,1316433,.,+,.,ID=gene330;Name=vad-2;description=vegetative asexual development-2;gbkey=Gene;gene=vad-2;gene_biotype=protein_coding;locus_tag=NCU02094,NCU02094
CM002238.1,Genbank,gene,3470183,3473254,.,+,.,"ID=gene4404;Name=vad-1;description=vegetative asexual development-1;gbkey=Gene;gene=vad-1;gene_biotype=protein_coding;locus_tag=NCU00329;partial=true;start_range=.,3470183",NCU00329
CM002236.1,Genbank,gene,6820468,6825018,.,+,.,ID=gene1659;Name=uvs-6;description=ultraviolet-sensitive-6;gbkey=Gene;gene=uvs-6;gene_biotype=protein_coding;locus_tag=NCU00901,NCU00901
CM002238.1,Genbank,gene,3853631,3856997,.,+,.,ID=gene4511;Name=uvs-5;description=ultraviolet-sensitive-5;gbkey=Gene;gene=uvs-5;gene_biotype=protein_coding;locus_tag=NCU00436,NCU00436
CM002239.1,Genbank,gene,51826,55019,.,+,.,ID=gene4914;Name=uvs-3;description=ultraviolet sensitive-3;gbkey=Gene;gene=uvs-3;gene_biotype=protein_coding;gene_synonym=nuh-4;locus_tag=NCU09644,nuh-4;lo
CM002239.1,Genbank,gene,5741984,5743793,.,+,.,ID=gene6436;Name=uvs-2;description=ultraviolet sensitive-2;gbkey=Gene;gene=uvs-2;gene_biotype=protein_coding;locus_tag=NCU05210,NCU05210
CM002236.1,Genbank,gene,1889062,1895162,.,-,.,"ID=gene482;Name=upr-1;description=ultraviolet photoreactivation-1;gbkey=Gene;gene=upr-1;gene_biotype=protein_coding;gene_synonym=eat-4;locus_tag=NCU01951;partial=true;start_range=.,1889062",NCU01951
CM002236.1,Genbank,gene,7689849,7692821,.,-,.,ID=gene1924;Name=un-7;description=peptide N-glycanase-1;gbkey=Gene;gene=un-7;gene_biotype=protein_coding;gene_synonym=png-1;locus_tag=NCU00651,NCU00651
CM002241.1,Genbank,gene,1651459,1653031,.,-,.,ID=gene8657;Name=un-4;description=unknown-4;gbkey=Gene;gene=un-4;gene_biotype=protein_coding;gene_synonym=tim16;locus_tag=NCU05515,NCU05515
CM002241.1,Genbank,gene,1535186,1538485,.,+,.,ID=gene8613;Name=un-25;description=unknown-25;gbkey=Gene;gene=un-25;gene_biotype=protein_coding;locus_tag=NCU05554,NCU05554
CM002237.1,Genbank,gene,315440,319352,.,-,.,ID=gene2558;Name=un-24;description=unknown-24;gbkey=Gene;gene=un-24;gene_biotype=protein_coding;locus_tag=NCU03539,NCU03539
CM002236.1,Genbank,gene,9614053,9618727,.,-,.,ID=gene2441;Name=un-18;description=unknown-18;gbkey=Gene;gene=un-18;gene_biotype=protein_coding;locus_tag=NCU08616,NCU08616
CM002238.1,Genbank,gene,4131131,4133861,.,-,.,ID=gene4584;Name=un-17;description=unknown-17;gbkey=Gene;gene=un-17;gene_biotype=protein_coding;locus_tag=NCU08983,NCU08983
CM002236.1,Genbank,gene,1896783,1898329,.,-,.,ID=gene484;Name=un-16;description=unknown-16;gbkey=Gene;gene=un-16;gene_biotype=protein_coding;gene_synonym=crp-17;locus_tag=NCU01949,NCU01949
CM002242.1,Genbank,gene,3330050,3333117,.,-,.,ID=gene10126;Name=un-10;description=unknown-10;gbkey=Gene;gene=un-10;gene_biotype=protein_coding;gene_synonym=eif3b;locus_tag=NCU02208,NCU02208
CM002236.1,Genbank,gene,5677011,5679737,.,-,.,"ID=gene1393;Name=un-1;description=unknown-1;gbkey=Gene;gene=un-1;gene_biotype=protein_coding;gene_synonym=mus-58,un(44409);locus_tag=NCU08346",NCU08346
CM002236.1,Genbank,gene,4994077,5001396,.,+,.,ID=gene1207;Name=ubr1;description=ubr1-like;gbkey=Gene;gene=ubr1;gene_biotype=protein_coding;locus_tag=NCU03234,NCU03234
CM002237.1,Genbank,gene,230862,233611,.,+,.,ID=gene2537;Name=ubiquinol-cytochrome c reductase complex core protein 2 precursor;description=ubiquinol-cytochrome c reductase complex core protein 2 precursor;gbkey=Gene;gene=ubiquinol-cytochrome c reductase complex core protein 2 precursor;gene_biotype=protein_coding;locus_tag=NCU03559,NCU03559
CM002241.1,Genbank,gene,3145044,3147583,.,+,.,ID=gene8969;Name=ubi;gbkey=Gene;gene=ubi;gene_biotype=protein_coding;locus_tag=NCU05995,NCU05995
CM002242.1,Genbank,gene,1462151,1464501,.,-,.,ID=gene9655;Name=ubi::crp-6;description=ubiquitin/cytoplasmic ribosomal protein-6;gbkey=Gene;gene=ubi::crp-6;gene_biotype=protein_coding;gene_synonym=ubi-3;locus_tag=NCU04553,NCU04553
CM002239.1,Genbank,gene,81973,84357,.,-,.,ID=gene4927;Name=tzn-2;gbkey=Gene;gene=tzn-2;gene_biotype=protein_coding;locus_tag=NCU11414,NCU11414
CM002239.1,Genbank,gene,296219,298712,.,-,.,ID=gene4986;Name=tzn-1;gbkey=Gene;gene=tzn-1;gene_biotype=protein_coding;locus_tag=NCU07621,NCU07621
CM002238.1,Genbank,gene,3919660,3922829,.,+,.,ID=gene4530;Name=ty-1;description=tyrosinase-1;gbkey=Gene;gene=ty-1;gene_biotype=protein_coding;locus_tag=NCU00455,NCU00455
CM002240.1,Genbank,gene,4175967,4177737,.,-,.,ID=gene7578;Name=tsn;description=translin;gbkey=Gene;gene=tsn;gene_biotype=protein_coding;locus_tag=NCU06664,NCU06664
CM002240.1,Genbank,gene,4673281,4676687,.,+,.,ID=gene7711;Name=ts;description=tan spore;gbkey=Gene;gene=ts;gene_biotype=protein_coding;gene_synonym=asl-2;locus_tag=NCU01459,NCU01459
CM002238.1,Genbank,gene,673232,674187,.,+,.,ID=gene3740;Name=trx;description=thioredoxin;gbkey=Gene;gene=trx;gene_biotype=protein_coding;locus_tag=NCU05731,NCU05731
CM002240.1,Genbank,gene,4388446,4391141,.,+,.,ID=gene7642;Name=trp-5;description=tryptophan-5;gbkey=Gene;gene=trp-5;gene_biotype=protein_coding;locus_tag=NCU06722,NCU06722
CM002239.1,Genbank,gene,3457085,3458972,.,+,.,ID=gene5813;Name=trp-4;description=tryptophan-4;gbkey=Gene;gene=trp-4;gene_biotype=protein_coding;locus_tag=NCU04411,NCU04411
CM002237.1,Genbank,gene,3963581,3967727,.,+,.,"ID=gene3443;Name=trp-3;description=tryptophan-3;gbkey=Gene;gene=trp-3;gene_biotype=protein_coding;gene_synonym=td,tryp-3;locus_tag=NCU08409",NCU08409
CM002241.1,Genbank,gene,3653336,3655838,.,-,.,ID=gene9105;Name=trp-2;description=tryptophan-2;gbkey=Gene;gene=trp-2;gene_biotype=protein_coding;gene_synonym=tryp-2;locus_tag=NCU05129,NCU05129
CM002238.1,Genbank,gene,2984054,2987258,.,+,.,ID=gene4264;Name=trp-1;description=tryptophan-1;gbkey=Gene;gene=trp-1;gene_biotype=protein_coding;gene_synonym=tryp-1;locus_tag=NCU00200,NCU00200
CM002238.1,Genbank,gene,1444168,1448796,.,-,.,ID=gene3877;Name=trk;description=transport of potassium;gbkey=Gene;gene=trk;gene_biotype=protein_coding;locus_tag=NCU06449,NCU06449
CM002240.1,Genbank,gene,5253489,5257058,.,+,.,ID=gene7871;Name=tre-2;description=trehalase-2;gbkey=Gene;gene=tre-2;gene_biotype=protein_coding;locus_tag=NCU04221,NCU04221
CM002236.1,Genbank,gene,6632519,6635173,.,+,.,ID=gene1612;Name=tre-1;description=trehalase-1;gbkey=Gene;gene=tre-1;gene_biotype=protein_coding;locus_tag=NCU00943,NCU00943
CM002242.1,Genbank,gene,1948175,1949743,.,-,.,ID=gene9812;Name=trax;description=TRAX homolog;gbkey=Gene;gene=trax;gene_biotype=protein_coding;locus_tag=NCU06059,NCU06059
CM002240.1,Genbank,gene,3226250,3227820,.,-,.,ID=gene7316;Name=tpm;gbkey=Gene;gene=tpm;gene_biotype=protein_coding;locus_tag=NCU01204,NCU01204
CM002240.1,Genbank,gene,5339948,5343181,.,-,.,ID=gene7895;Name=tom70;description=translocase of outer mitochondrial membrane 70;gbkey=Gene;gene=tom70;gene_biotype=protein_coding;gene_synonym=mom72;locus_tag=NCU04245,NCU04245
CM002240.1,Genbank,gene,5120314,5121433,.,-,.,ID=gene7837;Name=tom7;description=translocase of outer mitochondrial membrane 7;gbkey=Gene;gene=tom7;gene_biotype=protein_coding;gene_synonym=mom7;locus_tag=NCU04181,NCU04181
CM002242.1,Genbank,gene,3771568,3772556,.,+,.,ID=gene10257;Name=tom6;description=translocase of outer mitochondrial membrane 6;gbkey=Gene;gene=tom6;gene_biotype=protein_coding;locus_tag=NCU05772,NCU05772
CM002236.1,Genbank,gene,2432597,2433504,.,-,.,ID=gene617;Name=tom5;description=translocase of outer mitochondrial membrane 5;gbkey=Gene;gene=tom5;gene_biotype=protein_coding;locus_tag=NCU02474,NCU02474
CM002240.1,Genbank,gene,3147220,3149869,.,+,.,ID=gene7288;Name=tom40;description=translocase of outer mitochondrial membrane 40;gbkey=Gene;gene=tom40;gene_biotype=protein_coding;gene_synonym=mom38;locus_tag=NCU01179,NCU01179
CM002238.1,Genbank,gene,3837043,3838854,.,+,.,ID=gene4507;Name=tom22;description=translocase of mitochondrial outer membrane 22;gbkey=Gene;gene=tom22;gene_biotype=protein_coding;gene_synonym=mom22;locus_tag=NCU00431,NCU00431
CM002239.1,Genbank,gene,1873610,1875588,.,+,.,ID=gene5382;Name=tom20;description=translocase of outer mitochondrial membrane 20;gbkey=Gene;gene=tom20;gene_biotype=protein_coding;gene_synonym=mom19;locus_tag=NCU06632,NCU06632
CM002239.1,Genbank,gene,3307138,3310773,.,+,.,ID=gene5768;Name=tol;description=tolerant;gbkey=Gene;gene=tol;gene_biotype=protein_coding;locus_tag=NCU04453,NCU04453
CM002241.1,Genbank,gene,1391460,1393605,.,-,.,ID=gene8567;Name=tob55;description=topogenesis of mitochondrial outer membrane beta barrel proteins 55;gbkey=Gene;gene=tob55;gene_biotype=protein_coding;locus_tag=NCU05593,NCU05593
CM002240.1,Genbank,gene,3932945,3934869,.,+,.,ID=gene7519;Name=tob38;description=topogenesis of outer membrane beta barrel proteins 38;gbkey=Gene;gene=tob38;gene_biotype=protein_coding;locus_tag=NCU01401,NCU01401
CM002236.1,Genbank,gene,6710750,6712973,.,-,.,ID=gene1637;Name=tob37;gbkey=Gene;gene=tob37;gene_biotype=protein_coding;locus_tag=NCU00923,NCU00923
CM002242.1,Genbank,gene,1264603,1266767,.,-,.,ID=gene9598;Name=tnr-1;description=tetrahydroxynaphthalene reductase-1;gbkey=Gene;gene=tnr-1;gene_biotype=protein_coding;locus_tag=NCU09390,NCU09390
CM002237.1,Genbank,gene,724819,727055,.,-,.,ID=gene2662;Name=tng;description=tangerine;gbkey=Gene;gene=tng;gene_biotype=protein_coding;locus_tag=NCU03436,NCU03436
CM002242.1,Genbank,gene,3903454,3905928,.,-,.,ID=gene10296;Name=tkl-1;gbkey=Gene;gene=tkl-1;gene_biotype=protein_coding;locus_tag=NCU05808,NCU05808
CM002238.1,Genbank,gene,2975311,2976464,.,+,.,ID=gene4262;Name=tim9;description=translocase of inner mitochondrial membrane 9;gbkey=Gene;gene=tim9;gene_biotype=protein_coding;locus_tag=NCU00198,NCU00198
CM002238.1,Genbank,gene,1964503,1965904,.,+,.,ID=gene4001;Name=tim8;description=translocase of inner mitochondrial membrane%2C subunit 8;gbkey=Gene;gene=tim8;gene_biotype=protein_coding;locus_tag=NCU11311,NCU11311
CM002239.1,Genbank,gene,4488416,4490450,.,+,.,ID=gene6101;Name=tim54;description=translocase of inner mitochondrial membrane 54;gbkey=Gene;gene=tim54;gene_biotype=protein_coding;locus_tag=NCU07295,NCU07295
CM002236.1,Genbank,gene,8625627,8628084,.,-,.,ID=gene2193;Name=tim50;description=translocase of inner mitochondrial membrane 50;gbkey=Gene;gene=tim50;gene_biotype=protein_coding;locus_tag=NCU02943,NCU02943
CM002236.1,Genbank,gene,4983945,4986373,.,-,.,ID=gene1202;Name=tim44;description=translocase of inner mitochondrial membrane 44;gbkey=Gene;gene=tim44;gene_biotype=protein_coding;locus_tag=NCU03229,NCU03229
CM002238.1,Genbank,gene,3608291,3610031,.,-,.,ID=gene4446;Name=tim23;description=translocase of inner mitochondrial membrane 23;gbkey=Gene;gene=tim23;gene_biotype=protein_coding;locus_tag=NCU00371,NCU00371
CM002240.1,Genbank,gene,2452078,2454252,.,+,.,ID=gene7068;Name=tim22;description=translocase of inner mitochondrial membrane 22;gbkey=Gene;gene=tim22;gene_biotype=protein_coding;locus_tag=NCU03798,NCU03798
CM002241.1,Genbank,gene,1285105,1287691,.,-,.,ID=gene8534;Name=tim17;description=translocase of mitochondrial inner membrane 17;gbkey=Gene;gene=tim17;gene_biotype=protein_coding;locus_tag=NCU05623,NCU05623
CM002238.1,Genbank,gene,2527139,2528751,.,+,.,ID=gene4133;Name=tim14;description=translocase of inner mitochondrial membrane-14;gbkey=Gene;gene=tim14;gene_biotype=protein_coding;locus_tag=NCU00075,NCU00075
CM002238.1,Genbank,gene,2026717,2027747,.,-,.,"ID=gene4020;Name=tim13;description=translocase of inner mitochondrial membrane%2C subunit 13;end_range=2027747,.;gbkey=Gene;gene=tim13;gene_biotype=protein_coding;locus_tag=NCU06244;partial=true",NCU06244
CM002236.1,Genbank,gene,6687876,6689172,.,+,.,ID=gene1629;Name=tim10;description=translocase of inner mitochondrial membrane 10;gbkey=Gene;gene=tim10;gene_biotype=protein_coding;locus_tag=NCU00930,NCU00930
CM002236.1,Genbank,gene,3269710,3272893,.,+,.,ID=gene865;Name=ti;description=tiny;gbkey=Gene;gene=ti;gene_biotype=protein_coding;locus_tag=NCU10497,NCU10497
CM002236.1,Genbank,gene,6628756,6630835,.,+,.,ID=gene1611;Name=thr-5;description=threonine-5;gbkey=Gene;gene=thr-5;gene_biotype=protein_coding;locus_tag=NCU00944,NCU00944
CM002240.1,Genbank,gene,5470077,5472343,.,-,.,ID=gene7922;Name=thr-4;description=threonine-4;gbkey=Gene;gene=thr-4;gene_biotype=protein_coding;locus_tag=NCU04277,NCU04277
CM002238.1,Genbank,gene,1096507,1099726,.,-,.,ID=gene3782;Name=thi-4;gbkey=Gene;gene=thi-4;gene_biotype=protein_coding;locus_tag=NCU07849,NCU07849
CM002242.1,Genbank,gene,719978,721156,.,-,.,ID=gene9449;Name=tetrahydroxynaphthalene reductase-2 reductase;description=tetrahydroxynaphthalene reductase-2 reductase;gbkey=Gene;gene=tetrahydroxynaphthalene reductase-2 reductase;gene_biotype=protein_coding;locus_tag=NCU06905,NCU06905
CM002236.1,Genbank,gene,1711539,1714654,.,+,.,ID=gene427;Name=tef-1;description=translation elongation factor-1;gbkey=Gene;gene=tef-1;gene_biotype=protein_coding;locus_tag=NCU02003,NCU02003
CM002236.1,Genbank,gene,661989,663664,.,-,.,ID=gene177;Name=tcu-3;gbkey=Gene;gene=tcu-3;gene_biotype=protein_coding;locus_tag=NCU07428,NCU07428
CM002236.1,Genbank,gene,5169183,5170951,.,-,.,ID=gene1249;Name=tcu-2;description=transport of copper-2;gbkey=Gene;gene=tcu-2;gene_biotype=protein_coding;locus_tag=NCU03281,NCU03281
CM002236.1,Genbank,gene,7030363,7032262,.,-,.,ID=gene1739;Name=tcu-1;gbkey=Gene;gene=tcu-1;gene_biotype=protein_coding;locus_tag=NCU00830,NCU00830
CM002237.1,Genbank,gene,3548557,3550855,.,-,.,ID=gene3359;Name=tca-9;description=tricarboxylic acid-9;gbkey=Gene;gene=tca-9;gene_biotype=protein_coding;locus_tag=NCU08471,NCU08471
CM002240.1,Genbank,gene,3294297,3296682,.,-,.,ID=gene7343;Name=tca-8;description=tricarboxylic acid-8;gbkey=Gene;gene=tca-8;gene_biotype=protein_coding;locus_tag=NCU01227,NCU01227
CM002237.1,Genbank,gene,1595588,1599855,.,+,.,ID=gene2843;Name=tca-7;description=tricarboxylic acid-7;gbkey=Gene;gene=tca-7;gene_biotype=protein_coding;locus_tag=NCU05425,NCU05425
CM002236.1,Genbank,gene,7214344,7217183,.,-,.,ID=gene1798;Name=tca-6;description=tricarboxylic acid-6;gbkey=Gene;gene=tca-6;gene_biotype=protein_coding;locus_tag=NCU00775,NCU00775
CM002241.1,Genbank,gene,1908826,1912143,.,+,.,ID=gene8712;Name=tca-5;description=tricarboxylic acid-5;gbkey=Gene;gene=tca-5;gene_biotype=protein_coding;locus_tag=NCU03857,NCU03857
CM002239.1,Genbank,gene,2190696,2193186,.,+,.,ID=gene5448;Name=tca-4;description=tricarboxylic acid-4;gbkey=Gene;gene=tca-4;gene_biotype=protein_coding;locus_tag=NCU07697,NCU07697
CM002242.1,Genbank,gene,2733499,2737209,.,-,.,ID=gene9951;Name=tca-3;description=tricarboxylic acid-3;gbkey=Gene;gene=tca-3;gene_biotype=protein_coding;locus_tag=NCU02366,NCU02366
CM002236.1,Genbank,gene,2463840,2466909,.,+,.,ID=gene626;Name=tca-2;description=tricarboxylic acid-2;gbkey=Gene;gene=tca-2;gene_biotype=protein_coding;locus_tag=NCU02482,NCU02482
CM002236.1,Genbank,gene,7427034,7428944,.,+,.,ID=gene1855;Name=tca-17;description=tricarboxylic acid-17;gbkey=Gene;gene=tca-17;gene_biotype=protein_coding;locus_tag=NCU00720,NCU00720
CM002238.1,Genbank,gene,1920126,1922485,.,+,.,ID=gene3986;Name=tca-16;description=tricarboxylic acid-16;gbkey=Gene;gene=tca-16;gene_biotype=protein_coding;locus_tag=NCU06211,NCU06211
CM002239.1,Genbank,gene,670343,672467,.,+,.,ID=gene5084;Name=tca-15;description=tricarboxylic acid-15;gbkey=Gene;gene=tca-15;gene_biotype=protein_coding;locus_tag=NCU04899,NCU04899
CM002236.1,Genbank,gene,716981,719354,.,-,.,ID=gene181;Name=tca-14;description=tricarboxylic acid-14;gbkey=Gene;gene=tca-14;gene_biotype=protein_coding;locus_tag=NCU10008,NCU10008
CM002236.1,Genbank,gene,8385185,8387224,.,-,.,ID=gene2110;Name=tca-13;description=tricarboxylic acid-13;gbkey=Gene;gene=tca-13;gene_biotype=protein_coding;locus_tag=NCU03031,NCU03031
CM002236.1,Genbank,gene,5705413,5709202,.,-,.,ID=gene1403;Name=tca-12;description=tricarboxylic acid-12;gbkey=Gene;gene=tca-12;gene_biotype=protein_coding;locus_tag=NCU08336,NCU08336
CM002240.1,Genbank,gene,405363,407304,.,-,.,ID=gene6604;Name=tca-11;description=tricarboxylic acid-11;gbkey=Gene;gene=tca-11;gene_biotype=protein_coding;locus_tag=NCU07756,NCU07756
CM002236.1,Genbank,gene,6576079,6578163,.,-,.,ID=gene1596;Name=tca-10;description=tricarboxylic acid-10;gbkey=Gene;gene=tca-10;gene_biotype=protein_coding;locus_tag=NCU00959,NCU00959
CM002241.1,Genbank,gene,2228389,2230873,.,-,.,ID=gene8796;Name=tbg;gbkey=Gene;gene=tbg;gene_biotype=protein_coding;locus_tag=NCU03954,NCU03954
CM002237.1,Genbank,gene,4376995,4380245,.,+,.,ID=gene3546;Name=tba-2;description=tubulin alpha-2;gbkey=Gene;gene=tba-2;gene_biotype=protein_coding;locus_tag=NCU09468,NCU09468
CM002236.1,Genbank,gene,5446124,5449418,.,-,.,ID=gene1329;Name=tba-1;description=tubulin alpha-1;gbkey=Gene;gene=tba-1;gene_biotype=protein_coding;locus_tag=NCU09132,NCU09132
CM002239.1,Genbank,gene,1268616,1272971,.,-,.,ID=gene5195;Name=tah-4;description=tall aerial hyphae-4;gbkey=Gene;gene=tah-4;gene_biotype=protein_coding;locus_tag=NCU07945,NCU07945
CM002240.1,Genbank,gene,2069903,2074521,.,-,.,ID=gene6962;Name=tah-3;description=tall aerial hyphae-3;gbkey=Gene;gene=tah-3;gene_biotype=protein_coding;locus_tag=NCU03686,NCU03686
CM002242.1,Genbank,gene,3305982,3309180,.,+,.,"ID=gene10119;Name=tah-2;description=tall aerial hyphae-2;end_range=3309180,.;gbkey=Gene;gene=tah-2;gene_biotype=protein_coding;locus_tag=NCU02214;partial=true",NCU02214
CM002238.1,Genbank,gene,3323266,3326815,.,+,.,ID=gene4362;Name=tah-1;description=tall aerial hyphae-1;gbkey=Gene;gene=tah-1;gene_biotype=protein_coding;locus_tag=NCU00289,NCU00289
CM002236.1,Genbank,gene,7210768,7212976,.,-,.,"ID=gene1797;Name=T;end_range=7212976,.;gbkey=Gene;gene=T;gene_biotype=protein_coding;locus_tag=NCU00776;partial=true;start_range=.,7210768",NCU00776
