"","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7","logFC_ash1"
"CM002236.1.12601.12900",0.122086226025623,-0.101099877960896,-4.74956367032387,-3.30688887506221,-0.605383026789578
"CM002236.1.12901.13200",0.154574322465975,-0.239184355226789,-4.34163079050446,-3.17462183820098,-0.720833204865591
"CM002236.1.13201.13500",0.311379507099025,-0.294908479095289,-3.89720943584447,-3.2780651702625,-0.467380675547632
"CM002236.1.13501.13800",0.118120421071791,-0.00505853657991244,-4.51084854235881,-4.02645773773314,-0.674544809945284
"CM002236.1.13801.14100",0.709728111789826,0.240508641733583,-4.40803025656848,-3.95921960791503,-0.679986170173072
"CM002236.1.14101.14400",0.482289333245182,0.11800495871371,-5.04488058407043,-4.54564178361374,-1.03616916113258
"CM002236.1.14401.14700",1.15830041900792,0.259441162440663,-4.25567385412506,-3.69837369252141,-0.853896965539983
"CM002236.1.14701.15000",0.874714038772975,0.588220247804783,-3.84091266431716,-3.46746333601181,-0.647018398060035
"CM002236.1.15001.15300",0.450382983129222,0.103520129671017,-4.03034031937996,-3.36337512973033,-0.694627390674256
"CM002236.1.15301.15600",1.04347148955428,0.295116573524524,-3.95421637309056,-3.41293860529668,-0.680846964235956
"CM002236.1.15601.15900",1.01506647390426,-0.122441296862712,-3.96659150416995,-3.88533018412966,-0.700864433686996
"CM002236.1.15901.16200",1.17204130710488,0.603398996390389,-3.06479655321952,-2.95624871993693,-0.774665696688538
"CM002236.1.16201.16500",1.48568260608999,0.262554340711944,-2.52169662391616,-2.5228856964891,-0.839441800421863
"CM002236.1.16501.16800",1.24536426944909,0.12213799018419,-1.3236084311501,-1.22810862428337,-0.326570165513192
"CM002236.1.16801.17100",0.744822704046333,-0.833094740445943,-1.75627974535509,-1.22010471460822,-0.0963141828654585
"CM002236.1.17401.17700",0.798990381194168,-0.191608408100714,-2.53269950915559,-2.15793148535336,0.738776317965715
"CM002236.1.17701.18000",0.468379434933871,-0.671816366386704,-3.4084748492965,-2.38305888690832,0.536358776374285
"CM002236.1.18001.18300",0.611066248052507,-0.438236893115832,-3.4424999691921,-2.50570851613903,0.333836552750174
"CM002236.1.18301.18600",0.11212436777336,-1.16811301421887,-4.56181293701517,-3.06333494244724,0.306585216605046
"CM002236.1.18601.18900",0.165196491588515,-0.473790066771175,-3.72115566650636,-3.35567018303402,0.12870772013026
"CM002236.1.18901.19200",-0.337477440294564,-1.02324128951818,-3.51974541070914,-2.89009862420705,0.0480428910741666
"CM002236.1.19201.19500",-0.0532321074820422,-0.573451634845712,-2.52631306545925,-1.74232426592951,0.588449543911473
"CM002236.1.19501.19800",0.268687962440606,-0.2756337402573,-1.84339884024551,-1.81671038358872,0.697598510127702
"CM002236.1.19801.20100",0.948546491668096,-0.208783904197956,-1.48624972126886,-1.51388651708905,0.427298318770203
"CM002236.1.20101.20400",1.56393486650838,-0.76568647802215,-2.52739202254556,-1.97740537557399,0.352282511491264
"CM002236.1.20401.20700",1.94382193323787,-0.467482881059454,-2.07512215843039,-1.81779298486508,0.786207928028272
"CM002236.1.20701.21000",1.74141546890862,-0.34953233179952,-1.80898210266582,-1.61910702045966,0.573294500512488
"CM002236.1.21001.21300",2.5159425200599,0.534334985096034,-0.0624538750388311,-0.0557642078309147,1.02388478672557
"CM002236.1.21301.21600",2.6406766572476,0.458766075746997,0.0302900396040643,-0.242428736181271,0.605634492609122
"CM002236.1.21601.21900",2.45894914626726,0.683666860875772,-0.00180639692475958,0.221201106912412,0.789013709263801
"CM002236.1.21901.22200",2.17194627413569,0.569314400927866,-0.0829038832678716,0.499464305606963,0.853491042191931
"CM002236.1.22201.22500",2.33029416700838,0.564500033433783,-0.217063231353468,0.483330774231523,0.774285413462435
"CM002236.1.22501.22800",1.59973588138233,0.150794261260206,-0.524543101010093,0.309349034828211,0.685198943170738
"CM002236.1.22801.23100",2.24829000087238,0.865737793883588,0.0922036868553979,0.617015629005085,1.09941997689215
"CM002236.1.23101.23400",1.96492509027675,0.110093811027193,-0.231191244373177,0.576852287809046,0.627246747026538
"CM002236.1.23401.23700",1.78645568193775,0.430781049354444,0.237625259216301,0.525158872256755,0.95093925056766
"CM002236.1.23701.24000",1.81856437303801,0.211263065106039,-0.439628218367876,0.353775963943907,1.38485655463874
"CM002236.1.24001.24300",1.96081313711672,0.212301851310093,0.242910226327878,0.663366055278805,1.20924710654838
"CM002236.1.24301.24600",1.93559110498447,0.387543691799325,0.220739494179433,0.529655661792611,0.760898526043013
"CM002236.1.24601.24900",1.06762431340241,0.180947501101575,0.195272015430664,0.720989123583804,0.292078050703159
"CM002236.1.24901.25200",2.92785919909305,0.949747368304238,-0.114992380484117,0.794031173070434,1.08217201940174
"CM002236.1.25201.25500",1.92713859958359,0.487116333844118,0.397818348557423,0.988890829182794,0.827890894851361
"CM002236.1.25501.25800",1.73331562949171,0.334065749378058,0.39574850230908,0.748737412921184,0.814259928954998
"CM002236.1.25801.26100",1.40547169763206,-0.124870797815304,-0.000837840593592422,0.53399458512599,0.592351945926186
"CM002236.1.26101.26400",0.979994326496168,0.0909028681343859,0.126794574902462,0.331931620139227,0.585285716303814
"CM002236.1.26401.26700",2.01102414414784,1.42047381347818,0.272995551767626,1.09475846200714,1.53734867531284
"CM002236.1.27001.27300",1.56397876961909,0.188252834063972,0.147284019216453,0.891929127351877,1.15839502908329
"CM002236.1.27601.27900",1.12606485514596,-0.66105938308876,-0.618582444125183,0.59014149437124,0.865096232680547
"CM002236.1.27901.28200",1.68042136649525,0.707618734045827,0.096118220225638,0.500129259249689,0.98211012617952
"CM002236.1.28201.28500",1.84791982799,0.129676883455051,0.220135140766049,0.940221569426992,0.941289185233019
"CM002236.1.28501.28800",2.3836515480726,1.69675837523105,0.473941271757964,1.2383892616347,1.56603669168894
"CM002236.1.28801.29100",1.53246805764917,0.259459121961921,0.169368865880394,0.376900189613418,1.37315967782594
"CM002236.1.29101.29400",1.54286276352961,0.332822296701238,0.298858347498236,1.14011851616411,1.20947464200692
"CM002236.1.29401.29700",1.89193746468699,0.256987198065693,-0.246860696478326,0.576604120863652,1.0556869355582
"CM002236.1.29701.30000",1.49261335785066,0.023407467032322,-0.360159971466111,0.275210010302019,1.06716228174958
"CM002236.1.30301.30600",1.12097950359369,0.215092679307389,-0.231450325198107,0.315168024879929,0.933565127960548
"CM002236.1.30601.30900",2.41683487657857,0.594383525866328,0.361244570786838,0.333557786857631,1.16369301752546
"CM002236.1.31201.31500",1.50707860997575,0.983790455445366,-0.478702826872764,1.07056990526471,1.64890111234635
"CM002236.1.31501.31800",1.65236419691143,0.506445666776869,0.045826346881141,1.03086220634267,1.77024673408758
"CM002236.1.31801.32100",1.68750622547011,0.20889264799378,-0.426230467215132,0.795273525209732,1.41724574078369
"CM002236.1.32401.32700",2.5461665046977,1.36170804308178,-0.247303619975297,0.90064473254608,1.7652364469775
"CM002236.1.32701.33000",2.32976905033959,0.290351997430058,-0.143112922181269,0.824135711276714,0.777444039733529
"CM002236.1.33001.33300",2.34509007810941,0.520102169400314,-0.651889770805881,0.226140649995311,0.861100492701669
"CM002236.1.33301.33600",2.05302050772736,-0.107497567283859,-0.625131588212909,0.307861413841002,0.943501759203865
"CM002236.1.33601.33900",2.48220709025059,-0.27563771825529,-1.31408525433203,-0.994698065687572,0.69833700088977
"CM002236.1.33901.34200",2.23170494327153,0.0946626071496453,-1.23986030919262,-0.806382681597932,0.693005958743367
"CM002236.1.34201.34500",1.76979574406962,-0.522242238916274,-2.03401034245354,-1.17860438669336,0.743748849208601
"CM002236.1.34501.34800",1.16385685618035,-0.800131013086258,-2.83815156650214,-2.09693727644883,-0.078020775018648
"CM002236.1.34801.35100",0.609283472357201,-1.21634762384677,-2.87025629826829,-2.93053084294534,0.135635400845669
"CM002236.1.35101.35400",0.700497545359133,-1.04943079673615,-3.92789012861502,-3.12696902718969,-0.148057957113087
"CM002236.1.35401.35700",0.378829705193774,-1.05469780585647,-3.65501964554927,-3.75081245818262,-0.37305264881094
"CM002236.1.35701.36000",-0.0599992360022067,-0.620425957110962,-4.64749447906726,-3.61182002531669,-0.384033447367996
"CM002236.1.36001.36300",0.291263675363897,0.342414218013786,-3.97595204989047,-3.41696295706943,-0.394101248460935
"CM002236.1.36301.36600",-0.484810014525203,-0.505870025040744,-3.79231862479534,-3.82960292989339,0.0127912527718597
"CM002236.1.36601.36900",0.124190874660035,-0.373398603123769,-4.31920274534251,-3.49751025790428,-0.210638883285795
"CM002236.1.36901.37200",0.1254108198405,-0.598930170751026,-4.53976997181371,-3.31046488728166,-0.00606160231417979
"CM002236.1.37201.37500",-0.351829160836446,-0.488745222126598,-4.25853045552129,-4.11636218306487,0.0507252508167982
"CM002236.1.37501.37800",-0.200032302263758,-0.650978604834989,-4.44090644473531,-3.36481880250424,-0.0866776013965104
"CM002236.1.37801.38100",0.0598392283631689,-0.157035384963989,-4.46520214494302,-3.11064211954573,-0.322855339090551
"CM002236.1.38101.38400",-0.216985725232679,-0.241835174233565,-4.39002984263968,-3.15883584705286,-0.647193874987717
"CM002236.1.38401.38700",-0.325706056374676,-0.309069387595517,-4.24938828109045,-3.32366013106372,-0.468802793828808
"CM002236.1.38701.39000",-0.953584701982897,-1.08122411166184,-4.28909329398924,-3.78656291730418,-0.914463588839411
"CM002236.1.39001.39300",-0.408642522737776,-1.45429163474149,-4.40929668365705,-3.77857038456681,-0.265849317634172
"CM002236.1.39301.39600",-0.190802279494445,-1.17239400088176,-4.98921193894835,-4.04693759705516,-0.025847663081247
"CM002236.1.39601.39900",-0.706336247885013,-0.928015747739771,-4.03599624160263,-3.54352602564665,-0.179235030739101
"CM002236.1.39901.40200",-0.586829141556734,-1.0121132197166,-3.82037134049597,-2.41772175777381,-0.473730930839923
"CM002236.1.40201.40500",-1.19146466980465,-1.29271682984167,-3.73931978913109,-3.34886310823195,-0.164231593631531
"CM002236.1.40501.40800",-0.984269351296937,-1.58551479309489,-4.73718128112184,-3.42694018220418,-0.345583368949605
"CM002236.1.40801.41100",-1.50474279061384,-1.87125061623136,-4.52518071568864,-3.83362802966332,-0.562064446620691
"CM002236.1.41101.41400",-1.77902448144918,-2.17965300668469,-4.78577636304522,-3.7226276861595,-0.460731208765179
"CM002236.1.41401.41700",-1.56169325596661,-1.71697973004248,-4.09166216703208,-3.16793213913524,-0.192884521040787
"CM002236.1.41701.42000",-1.29510860714808,-1.70919751581884,-4.11183925147312,-3.57703698538056,-0.260871265648056
"CM002236.1.42001.42300",-1.20314092080689,-1.4298247570232,-4.61676639765642,-3.58341454316875,-0.407080671486661
"CM002236.1.42301.42600",-1.00211504087084,-1.27749336931981,-5.06068055427301,-3.56521744760906,-0.608238166875318
"CM002236.1.42601.42900",-0.935381650376688,-0.932726380133215,-4.82658617820097,-2.8187260762775,-0.842654234264833
"CM002236.1.42901.43200",-0.616200417963133,-0.796956682466674,-4.01682866162088,-3.42846264086261,-0.695617996065395
"CM002236.1.43201.43500",-0.794278186460922,-0.733580337619577,-4.91306103159617,-2.81320959608362,-0.450382101741903
"CM002236.1.43501.43800",-0.718322334972556,-0.649595663714999,-4.44508651082044,-3.38366883361948,-0.488347378537793
"CM002236.1.43801.44100",-0.472478393787005,-0.492549048789794,-4.22143215394565,-3.97066278557794,-0.787555839345
"CM002236.1.44101.44400",-0.301205796122859,-0.474329837307698,-3.97440277710171,-3.99716217783171,-0.174569278950571
"CM002236.1.44401.44700",-0.271436939305403,-0.779485097545852,-3.23060810170348,-3.34385374747129,-0.235939473439855
"CM002236.1.44701.45000",-0.739705427218856,-0.690827665376306,-3.57266805829157,-3.1777856865255,-0.283450002784791
"CM002236.1.45001.45300",-0.523083238629024,-0.65453280187454,-3.29972049207175,-2.91538727760106,-0.0875042479997354
"CM002236.1.45301.45600",-0.420964596061645,-0.900293279945878,-3.65721739626778,-2.72587493444728,-0.183718804018486
"CM002236.1.45601.45900",-0.212892954838882,-0.615493550854082,-3.92045790236052,-3.02469277678798,-0.185507483283058
"CM002236.1.45901.46200",-0.0666769846319557,-0.763369325258202,-3.40695085830746,-2.29623880693399,-0.19143225898715
"CM002236.1.46201.46500",-0.388881094383114,-0.506762447855528,-3.39134974885486,-2.97159709938189,0.0205344385978696
"CM002236.1.46501.46800",-0.174281236706184,-0.494983802445175,-2.97954539067267,-2.87589891849556,-0.113798519901657
"CM002236.1.46801.47100",-0.379947511099024,-0.906192940663857,-3.18721776321227,-2.19859849595471,0.0393763997096897
"CM002236.1.47101.47400",0.200752840957934,-0.251027873211023,-2.67422945935177,-1.14844373470208,0.163249004800567
"CM002236.1.47401.47700",-0.432384845956031,-0.897323185785714,-2.91250970739745,-1.72281667181494,-0.11626884317079
"CM002236.1.47701.48000",-0.058256688305622,-0.524917637371077,-2.21893030905153,-1.65876966559757,-0.60239780082165
"CM002236.1.48001.48300",-0.144942323321581,-0.443150098848949,-2.5648807191195,-1.76000136070645,-0.300827296363824
"CM002236.1.48601.48900",0.181431486090659,-0.0819404652543693,-1.40357042619103,-0.598421384586768,0.919867028415183
"CM002236.1.48901.49200",0.327124790487117,-0.875880204397936,-2.14165558394981,-1.16126494765523,0.489225106739421
"CM002236.1.49201.49500",-0.133613659365452,-0.669321364921338,-2.80322244659517,-1.95081785368615,-0.0943772552513344
"CM002236.1.49501.49800",0.538972009968993,-0.181530617812812,-2.91553915694015,-2.14462459486735,0.35281997698709
"CM002236.1.49801.50100",0.690172990539833,0.0861610656962001,-3.31980884405443,-0.9954403039553,0.94445549665597
"CM002236.1.50101.50400",0.567583973690489,0.169580241085292,-2.4442659675065,-1.45647031795102,0.811791607117658
"CM002236.1.50401.50700",0.369644467999226,-0.254053048551774,-2.14112676037778,-1.37719891307172,0.725137106113933
"CM002236.1.50701.51000",0.431126220933994,0.184042241321373,-1.70797421472104,-1.05000051207561,1.06623335662913
"CM002236.1.51001.51300",-0.136132828712993,-0.411984536135273,-1.35168404359685,-1.11392683521663,0.290057556688422
"CM002236.1.51301.51600",0.258636802836505,-0.608974028536283,-1.44912041728328,-0.922265628232707,-0.000961730328711975
"CM002236.1.57301.57600",-0.0350189748611492,0.357445688073732,-1.05285049617534,-0.0989146665842473,0.272135692003639
"CM002236.1.57601.57900",0.420868371777285,0.536798425717136,-1.61896991965552,-0.789815565596861,0.180322303721232
"CM002236.1.57901.58200",0.760056725496822,0.790728433394975,-1.81649685868975,-0.835546123234863,0.507509992862737
"CM002236.1.58201.58500",0.397629967743841,-0.100287243924907,-2.43663227297588,-1.85180598546206,0.181673035165075
"CM002236.1.58501.58800",0.0404282840402838,0.0364788724336418,-3.08280032560842,-1.81683688172231,0.276101486238626
"CM002236.1.58801.59100",0.285278093022677,0.0463145723177835,-2.37993632014481,-2.18705858151142,0.489364138167748
"CM002236.1.59101.59400",0.559871268852989,0.0709881207892233,-2.73594758743647,-2.42022793928506,0.4405072753031
"CM002236.1.59401.59700",0.34274544335851,-0.021629340472648,-3.34354347434104,-1.93427803881657,0.263208406862597
"CM002236.1.59701.60000",0.899663277426815,0.550456476322953,-1.96918535711319,-1.81357905771767,0.989774586926875
"CM002236.1.60001.60300",0.523696783357475,0.431930882746661,-1.88995415241904,-1.43950123318865,0.788706998126051
"CM002236.1.60301.60600",0.720254278569752,0.278148844164888,-2.09731502040964,-1.51113196340951,0.864990534619415
"CM002236.1.60601.60900",0.408498238982532,-0.00050485478296367,-1.52237263631694,-0.963830810477889,0.348415525767034
"CM002236.1.61501.61800",1.03160769305962,0.379138898282153,-1.49381522696392,-0.046377484959175,0.248179528248439
"CM002236.1.61801.62100",1.18661115924908,0.846554385755909,-2.62001228663543,-1.19701214514439,0.113446549041913
"CM002236.1.62101.62400",0.974231220639679,0.809199269933902,-4.29164911185282,-1.92007839704741,0.12566851604882
"CM002236.1.62401.62700",0.823019215930611,0.465615854774043,-3.00148715517991,-2.02070235709054,-0.0219867473101751
"CM002236.1.62701.63000",1.0414386703844,-0.042138977709163,-2.23998452408927,-1.85325480377381,0.410049744628142
"CM002236.1.63001.63300",1.02299707055286,0.154043655683428,-0.188753027673969,0.0629949129922964,0.952699682333717
"CM002236.1.63601.63900",0.942520827068023,0.0491325109203803,0.166473617896323,0.590253404449648,0.183741203952091
"CM002236.1.84901.85200",0.666975321803669,-0.187575099353159,-0.653496627607971,0.459255170905379,0.370721542100108
"CM002236.1.88501.88800",1.44116837033681,0.553969132078884,-0.300485088307035,-0.0408223964906306,0.431984257950144
"CM002236.1.88801.89100",1.36081898892215,0.398724390145238,-0.826251145511448,-0.30742950198449,1.4402114289194
"CM002236.1.89101.89400",1.25703710608721,0.167106708940414,-1.93775177241408,-1.43739551899477,1.20637093375878
"CM002236.1.89401.89700",0.718672963680549,-0.378032948319423,-1.73117479129414,-1.33324311279751,0.714496697833396
"CM002236.1.89701.90000",0.885932192044993,-0.418617227873657,-1.76087244914983,-1.56570398720155,0.428876835866607
"CM002236.1.90001.90300",0.987558445430417,-0.163652670607356,-2.68613062664849,-1.66332875526875,0.346416349529753
"CM002236.1.90301.90600",0.518595606555568,-0.475225736993588,-3.69849445073608,-2.79091779233623,-0.527844508747023
"CM002236.1.90601.90900",0.490782742823482,-0.144666541237874,-3.63221429448434,-2.66100852554965,-0.511255696781905
"CM002236.1.90901.91200",0.125701344753216,0.275949971614748,-3.42066468929827,-2.86189516963604,-0.490098192619088
"CM002236.1.91201.91500",0.142685395026248,-0.110017478211727,-3.68467595954134,-2.77068724171413,-0.25288568069072
"CM002236.1.91501.91800",-0.402044275782298,-0.633043039853961,-3.85628802783111,-3.14867892109036,-0.269190405106376
"CM002236.1.91801.92100",0.105259779141979,-0.182030120588677,-3.65789385599211,-2.70508955323588,-0.163719258856561
"CM002236.1.92101.92400",-0.430903986678304,-0.263164544002717,-4.01579181715467,-3.04982043865782,-0.1875246609107
"CM002236.1.92401.92700",-0.0124810618102938,-0.169455553780883,-4.29418149597007,-2.99994621469394,0.0504231371709507
"CM002236.1.92701.93000",-0.675025580616194,-0.355583817020086,-3.86267145230106,-3.30576735567337,-0.0364141832029537
"CM002236.1.93001.93300",-0.433892362104186,-0.276870528232305,-3.9602535194663,-3.50622118353827,-0.245193623955006
"CM002236.1.93301.93600",-0.697606511330563,-0.684467702696749,-3.88305184109359,-2.59488997211391,0.424700986303483
"CM002236.1.93601.93900",-0.459084462192117,-0.31969445506657,-3.01550231602485,-2.10174297890219,0.146677633131063
"CM002236.1.93901.94200",-0.322590007928381,-0.182802784758,-3.25455700535604,-2.15830221120975,0.253323804221213
"CM002236.1.94201.94500",-0.190528337614957,-0.450569088746801,-3.11692439252289,-1.97584963606588,0.382137695603378
"CM002236.1.94501.94800",-0.582432799470336,-0.443851924309946,-2.51527562935621,-2.41570652634012,0.209195636494053
"CM002236.1.94801.95100",-0.305056749451764,-0.839515558633638,-2.61006993291639,-1.91265943373442,0.372408135119198
"CM002236.1.95101.95400",-0.09949521770744,-0.175112791366242,-1.09589461591414,-0.747913391723533,0.692186250795888
"CM002236.1.95401.95700",-0.344389790413742,-0.643908829799359,-0.890949550312444,-1.46343230460136,1.04597849449347
"CM002236.1.95701.96000",-0.662346679860759,-0.627530991342147,-1.7610354974287,-1.62264977522488,0.8491307356095
"CM002236.1.96001.96300",-1.03758830257663,-0.978012723875643,-2.74882753720116,-1.57253301246503,0.578141028952371
"CM002236.1.96301.96600",-0.980885835353969,-0.689258133747017,-2.90548407926145,-1.7153026066586,0.528818132480427
"CM002236.1.96601.96900",-0.280089080413792,-0.386487696753636,-2.29296752326838,-0.932947729105805,1.54623463628905
"CM002236.1.96901.97200",-0.706625494707395,-0.439834366048259,-1.60782547532606,-0.757197179536109,1.45754633147062
"CM002236.1.97201.97500",-0.553195495811141,-0.717255783424499,-1.89032370889241,-1.01128700571192,1.15291248781556
"CM002236.1.97501.97800",-0.777663437236967,-0.727121771629798,-1.5390152155516,-0.46255038776049,0.988172943371649
"CM002236.1.97801.98100",-0.722408902340865,-1.22657222681875,-1.75176996968231,-0.955301826583314,1.07089807192612
"CM002236.1.98101.98400",-1.03376189494284,-0.720748089243106,-1.65440508001088,-0.584213134531151,1.73774729829303
"CM002236.1.98401.98700",-0.605460587938512,-0.450085599754353,-1.87562888565305,-0.830050828241411,1.44085956258556
"CM002236.1.98701.99000",-0.29114825709481,-0.478307506904523,-1.45885687379444,-0.350919894972613,0.99384350464501
"CM002236.1.99001.99300",-0.487209886063842,-0.793641484178656,-1.6704027944297,-0.76699752193069,1.11890694502679
"CM002236.1.99301.99600",-1.10009500820249,-1.26716957825993,-1.84894478367492,-0.860283618295666,0.604593928126999
"CM002236.1.99601.99900",0.210365251565045,-0.659177203497073,-1.31237359248204,0.282888463403586,0.939346327182442
"CM002236.1.99901.100200",-0.686265185213303,-0.95174875093007,-2.14526280871153,-0.746393471902051,0.998161582519789
"CM002236.1.100201.100500",0.0705911142674957,0.149736030090442,-0.508690117700409,1.05425025044163,1.70902606646106
"CM002236.1.100501.100800",-0.378167075857159,-0.579648912603404,-1.32283315311494,0.0288018908697517,0.736328578298298
"CM002236.1.100801.101100",0.0690954091626473,-0.754397421701849,-0.702750745591174,-0.301287829668721,1.49729683479648
"CM002236.1.101101.101400",-0.390500133294319,-0.0653583901961805,-0.221516800072657,0.226953960325213,0.856380832364236
"CM002236.1.101401.101700",-0.23859025727382,-0.104786318404531,-1.46891446231519,-0.0282405180852817,0.873937090862181
"CM002236.1.101701.102000",-0.395082184952868,-0.406461500027738,-1.51933864514411,0.214202063226235,0.891721705005638
"CM002236.1.102901.103200",-0.500994421721413,-0.802638300815103,-1.40867684981547,-0.421052971436564,1.03215378964059
"CM002236.1.103201.103500",0.447520294260295,-0.161164049528814,-0.416851758112852,0.412910619162717,1.22235214176067
"CM002236.1.103501.103800",-0.345207136284197,-0.154185836192887,-0.875223692173426,0.232170524480145,0.803005217508426
"CM002236.1.103801.104100",-0.283902983065244,0.0818938480549065,-0.231525491554429,1.09844857131867,1.28379174964887
"CM002236.1.104701.105000",-0.390704399914796,-0.579443262831067,-1.46787077934829,0.680028200790791,0.832065616777582
"CM002236.1.108601.108900",-0.00938304516843678,0.542739519229358,0.601401908566262,0.597878467896442,1.86100825180207
"CM002236.1.108901.109200",-0.319230753574119,-0.127307711695649,-0.581294597420436,0.547826254135426,1.54613067008402
"CM002236.1.109201.109500",0.189614142211449,-0.278023379776657,-0.00917458546446347,0.13856995700172,1.53287363585303
"CM002236.1.109501.109800",0.0675745033839924,-0.0697256597744434,-0.607669288365829,-0.00703683261486399,1.2498141344978
"CM002236.1.109801.110100",0.287355247701288,-0.445124762148044,-0.345508715032528,-0.171988756944088,1.62952637876414
"CM002236.1.110101.110400",-0.0703562996773585,-0.37309038002496,-0.81326947375382,0.367321364869909,1.34768862343893
"CM002236.1.110401.110700",0.203062025149887,-0.302161570364887,-0.254421277122606,0.0193739248178705,1.59224025496999
"CM002236.1.110701.111000",-0.362155433515778,-0.627300461968658,-0.131345508814628,0.165663410115026,1.82175311567806
"CM002236.1.111001.111300",-0.345125729007078,-0.311559715845567,-0.596436190393668,0.718768600317269,1.75523680272042
"CM002236.1.111301.111600",0.000832907501068393,0.425989355387015,0.429690262136655,0.639079196201681,1.29361462935351
