"","logFC_WT","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7","logFC_ash1"
"CM002236.1.224661.224874",2.0099631691681,1.36403866397698,1.90786591447072,3.08326287420243,0,2.14604186822562
"CM002236.1.243323.246248",2.81992824620168,1.19931502248206,1.18786618005275,2.80449517388616,0,3.06268898163955
"CM002236.1.246886.247478",3.61108778006668,1.68671911193339,1.9221289002997,3.81052230297231,0,2.75208558329172
"CM002236.1.249096.251944",2.63883797930724,0.895113263580421,1.31498860335035,3.01664200138684,0,3.20604265841759
"CM002236.1.254974.255694",2.30978169298561,1.48940042684055,1.54594369371552,2.84583414828095,0,2.61615651708013
"CM002236.1.256165.256694",3.68124179118813,3.22158921646531,3.01727970951127,4.70318775369755,0,2.92932978429798
"CM002236.1.257492.259361",4.16417201325009,3.63949912059148,3.70544547365025,4.77048520831457,0,3.03934022194661
"CM002236.1.262019.263387",4.44947809392174,4.00061395756572,3.97140684007432,4.35027245627849,0,2.84554840812543
"CM002236.1.264035.265388",4.21135281173576,3.80763484962474,3.77858462313979,4.07541344895506,0,3.0335064185702
"CM002236.1.291632.292877",4.73519985015797,4.60840338304072,4.59027349790556,4.97995845371713,0,3.41132803236947
"CM002236.1.293166.294573",4.41430697931055,4.12620905818419,4.28086751310673,4.96269545234069,0,3.57028151184043
"CM002236.1.296498.297770",4.95465709875798,4.31339334178436,4.36151598393552,4.74915347482393,0,3.65557745341731
"CM002236.1.302352.303729",4.01705369359491,3.30954652650128,3.25758880773149,4.46709047170215,0,3.12909765434605
"CM002236.1.8866489.8867649",1.77812768108056,0,0,0.934737285323729,0,1.85524677841296
"CM002236.1.9649954.9651509",1.89226576743146,2.54120303075074,2.57590594666317,0,0,0
"CM002236.1.9687687.9688732",2.82347226051014,3.52776783309304,3.34309281616019,0,0,1.93002414713686
"CM002236.1.9689584.9690543",3.45122487981532,3.78050760863232,3.73408578328124,0,0,2.84915200240476
"CM002236.1.9689977.9690773",3.624857566765,3.88430446331901,3.78643326152869,0,0,2.99391847796833
"CM002236.1.9692169.9693340",3.01252458196793,3.21589738975452,2.99293423538112,0,0,3.09099339992073
"CM002236.1.9694631.9697675",1.87190014768341,2.79979718322958,2.57558484748634,-0.852875626040884,0,2.2117909758883
"CM002236.1.9759596.9762612",4.05072691616378,4.67397193188028,4.5923686948964,0,0,2.81931589848378
"CM002236.1.9770840.9772169",4.26186925163829,4.84239912627299,4.36095045644873,-0.697682027417027,0,2.75073226101149
"CM002237.1.8926.11029",5.03178731185222,5.0987115018175,5.0531878563261,0,0,3.14653543484414
"CM002237.1.11641.12594",4.8953415079297,4.99179555953855,4.88912678329491,-0.941572900365125,0,0.713786921837157
"CM002237.1.12520.13311",4.48517876137293,4.87584546154877,4.61550171881671,-0.62526133984047,0,1.41256337326689
"CM002237.1.15942.18173",4.18519806024631,4.7209533254607,4.38739646730125,0,0,2.89905323612199
"CM002237.1.19041.19908",3.86145469304027,4.16271630688446,3.92103867402896,0,0,2.89305154255388
"CM002237.1.34370.35627",3.93498964945421,4.04208785790704,4.00518628450356,0,0,3.1288616802345
"CM002237.1.36176.38253",2.48103937097007,2.98507473784029,2.76810085525811,-0.814307201106078,0,1.71133239136603
"CM002237.1.40798.41401",2.37648415725784,3.11628545597946,3.08661540667403,0,0,1.3789812479341
"CM002237.1.51942.53778",2.89790013475331,2.93101970874672,2.78427644626216,-0.62211036035648,0,1.85930366581251
"CM002237.1.56203.56983",2.52487258329067,2.90886439769815,2.95993837976345,0,0,1.5855872332852
"CM002237.1.70444.71887",2.75608911813862,2.65394619277905,2.83440160127257,-0.716803330569661,0,0.745830055524258
"CM002237.1.73201.74342",2.99754195997401,3.14571594876772,3.30343022171877,0,0,0
"CM002237.1.74558.75400",2.55288642198829,2.98400608482951,2.82986086794577,0,0,0
"CM002237.1.76424.78257",2.16315354366891,3.01021791537104,2.77052787018905,-0.845461462500619,0,0
"CM002237.1.107019.108114",3.36664662484285,3.43656283670376,3.81551279540881,0,0,0.718874913808187
"CM002237.1.147606.148334",3.11141762727789,3.16108409469528,3.06629776775528,0,0,1.0137288465194
"CM002237.1.562860.563629",2.72041562154839,1.06028938599719,0,4.80699652005028,0,0
"CM002237.1.564402.565440",2.81942005142537,0.890314237173233,0.636690587661472,5.07376400577628,0,0
"CM002237.1.565861.567505",2.69188972836365,0.668842098040324,0.526067518521522,4.77396007445757,0,0
"CM002237.1.568989.570312",2.79972430671707,1.297757810057,1.10613708090048,5.11214636255361,0,-0.636963788737989
"CM002237.1.585152.586019",1.79823844132375,0,0,4.65119779151119,0,0
"CM002237.1.1677866.1678593",3.59813339425966,1.84643505054334,2.78822825222624,3.31793925685095,0,1.73703607830833
"CM002237.1.1680516.1682564",3.10013286831775,0,1.26110406001104,3.64842475595183,0,0.645038932006403
"CM002237.1.1683361.1684546",2.82015968021206,-0.615608179087066,0,2.70078812932974,0,0
"CM002237.1.1685913.1686735",2.83309316202314,0,0,3.35370982861696,0,0
"CM002237.1.4044659.4046143",1.64451410734763,1.73892623680401,1.05749080219531,2.59916757793289,0,-0.82562960329207
"CM002237.1.4164713.4165274",2.17570166628362,2.74534066850717,2.78796916736001,4.56981445458732,0,0
"CM002237.1.4298462.4299228",2.15515195455367,0,0.903117814760777,0,0,2.47269249932714
"CM002237.1.4447139.4448862",3.48921652873628,3.86092358712267,3.45611705040385,-0.750419844846423,0,2.28366391477378
"CM002237.1.4451074.4452364",3.22261386942099,3.14943037211461,3.15157856153688,-0.679367201385285,0,0.80727248645984
"CM002237.1.4466317.4468439",3.30342485161072,3.19319021018675,3.09692627045835,-0.827039755869169,0,2.42849564591662
"CM002237.1.4468612.4470618",3.78870602611243,4.63550527266943,4.31489567208687,0,0,2.57641714763443
"CM002238.1.9256.12729",4.13252351281034,4.72400721668223,4.45428570572621,-0.821883564207342,0,2.83275600126574
"CM002238.1.12870.14169",4.30600639197448,4.58334865795532,4.50662732678162,0,0,3.47230316051385
"CM002238.1.29170.30638",2.8722604448029,2.92882823537295,2.32867905745321,-0.676309483325509,0,2.75106989719761
"CM002238.1.31599.31686",2.9199295736527,3.055665313913,2.88084804652152,-1.42119869406771,0,1.14454643846153
"CM002238.1.159464.161404",2.5656199738586,2.43771111411014,2.21913078423346,-0.541056070507236,0,0
"CM002238.1.163882.164706",2.46457576322737,1.76471735983005,1.6971005201809,0,0,0
"CM002238.1.165972.167007",2.94906744467803,2.84521666804404,3.06758193764669,0,0,1.52242308794004
"CM002238.1.199774.200169",3.29212709469633,2.89560780063156,2.73206680215721,0,0,1.73926951419539
"CM002238.1.219438.219552",3.43783020227524,3.66678989329271,3.63454945757624,1.26611269186724,0,1.24517171210709
"CM002238.1.219918.221618",3.90935466839813,3.49943357035307,3.4151133239521,0,0,2.32344703419512
"CM002238.1.224109.224199",1.37828455477113,2.06138770839258,1.46123002610516,0,0,0
"CM002238.1.224365.225339",3.78868953850589,3.79414488222437,3.73973812672441,1.53623966125459,0,1.38460293062553
"CM002238.1.225708.227571",4.27872643956351,3.91239239001082,3.86624633399921,1.81374336709239,0,2.73689871945981
"CM002238.1.228015.229458",4.34235494696593,4.01488551209738,4.05428493728281,2.62814612802384,0,2.4566179074375
"CM002238.1.230216.233968",4.20522073364573,3.96079875667669,4.0462601496573,2.72121123112955,0,2.97035462417421
"CM002238.1.234920.236971",4.32457759193357,4.40059830594355,4.2631758791443,3.23744438638077,0,3.04910197881463
"CM002238.1.237023.238377",4.64928753100546,4.50082211480832,4.55134770672254,3.01779891992671,0,2.96259089249637
"CM002238.1.239407.241233",4.72098087490944,4.1667967440753,4.22310911233032,1.13373175469451,0,3.4975952911285
"CM002238.1.241500.243748",4.5217976528253,3.438771723104,3.6509885864944,0.711514072321399,0,3.50763031368127
"CM002238.1.245252.247405",4.21342973488163,3.20529674228643,3.3198833646555,1.19680637009039,0,3.27111032840684
"CM002238.1.250618.252198",3.88509387694316,3.55989759297602,3.28645235603217,0,0,2.35529725324802
"CM002238.1.263454.264422",4.45313139438627,4.63284512966133,4.63425694487345,4.09638417695721,0,2.81977457640186
"CM002238.1.266739.267175",2.76711610823328,4.00887850012767,3.37440445131038,0.968643099101077,0,1.05890419896191
"CM002238.1.269061.271142",3.75028390027541,4.06630366643444,3.68993061228037,1.82420908205792,0,1.7700632493951
"CM002238.1.272106.273360",4.95158066231796,5.22388684333257,5.18620426078335,5.05300446148021,0,2.8553518672595
"CM002238.1.273674.274366",4.83429097856694,5.2021511909095,5.10138418306185,4.88819658656148,0,2.30324657511527
"CM002238.1.274858.275686",3.91730921080461,4.44170369301958,4.60379121780917,3.66832355662315,0,0.946268471529219
"CM002238.1.276772.277640",2.01662379050174,2.00463838669063,2.07187179120702,0,0,-0.852734394219737
"CM002238.1.277683.279201",3.91561066582916,4.00900057588756,4.01709806229895,0,0,0
"CM002238.1.280999.282805",4.33902113191398,4.28594002422774,4.55246324747869,2.90281059241174,0,3.11979489822249
"CM002238.1.282888.285185",3.60848204308493,3.65087510328564,3.81923010280178,1.57223403673312,0,2.16913293217536
"CM002238.1.285489.287797",4.13360748485049,4.27122051637569,4.42886267306534,2.94058664229819,0,2.79501029046671
"CM002238.1.287850.290825",4.24922349644566,4.27335749487867,4.37074431505608,3.90312325862937,0,2.61503163684442
"CM002238.1.292002.295031",3.91523270603074,4.25007943682473,4.06223349470781,3.57807229005955,0,1.77052261199722
"CM002238.1.295247.295350",3.61334914940607,4.30573309216055,3.84670266588044,3.21373509569402,0,0
"CM002238.1.296326.298561",4.32462747079993,4.55296350192935,4.48449665880868,4.54958572411492,0,2.1725732865705
"CM002238.1.299935.301267",4.39611406026439,4.6951049916064,4.70736854026027,4.95776185707351,0,2.46832840341808
"CM002238.1.341948.343583",2.98601651404171,3.60649601954636,3.57469871766041,3.52672906954502,0,0
"CM002238.1.344837.345608",3.80246672782759,4.35461910332486,4.26049776585915,4.31963759368434,0,0
"CM002238.1.382226.382889",4.20717533901605,4.28133349239921,4.38477678653993,4.83918300897656,0,0
"CM002238.1.384221.386039",3.73667972478264,3.51089791936085,3.68617004656822,4.29513618537059,0,0
"CM002238.1.387020.387656",4.0165591972401,4.44078230012897,4.52167951390002,5.14362906433324,0,0
"CM002238.1.388932.390336",4.32628042530574,4.65275836444736,4.7365551244107,5.42753465893608,0,1.78279670524055
"CM002238.1.391093.393053",3.70402609833222,3.84147334744648,3.91959427052699,4.2235100952473,0,0
"CM002238.1.394403.394979",4.25259519553441,4.62226871668807,4.44371674382024,5.03175276051208,0,0.833509212304664
"CM002238.1.396310.397505",4.27386309809362,4.81186827389581,4.68138077300697,5.17720841483758,0,1.29917856421129
"CM002238.1.399176.399894",4.42370566808007,5.03277744637047,4.79416127561999,5.13283948782924,0,1.65609286695953
"CM002238.1.401170.401661",1.75825122239895,1.73567246472449,2.02213981069121,2.95959044880594,0,-0.821246752183004
"CM002238.1.402180.403426",1.83736120863533,1.3784754181604,1.94428813992819,3.10046382924992,0,0
"CM002238.1.425597.426575",2.4653679996316,2.71748518729769,3.09923369331719,3.46135611787182,0,0
"CM002238.1.427249.428547",3.10060309518103,3.19277096272551,3.34758334373682,3.94075903732224,0,0.722315182128807
"CM002238.1.429336.430124",3.74917103934446,3.86523155816352,3.95688217011106,4.84256527859458,0,0.875552815953691
"CM002238.1.448519.449458",3.70011361424079,3.7627315762644,3.96175336555842,4.86745140020248,0,0
"CM002238.1.449716.452595",3.56178921826365,3.56543711315965,3.85373502737691,4.66290676263525,0,0
"CM002238.1.453711.454278",3.74148350138876,3.78463567687858,4.00558873270405,5.12090860735452,0,0
"CM002238.1.454998.455457",3.09012523061348,3.44685893249705,3.55609240353492,4.79353761336383,0,-0.719406189662187
"CM002238.1.456204.456978",2.82120433591635,2.96579232883132,3.23954483247655,4.47744595719122,0,-0.841001079152908
"CM002238.1.458930.459470",3.21686407028193,3.27050272986611,3.87010094194675,4.61115005527086,0,0
"CM002238.1.555278.557222",2.68603077181655,3.6632254311382,3.52972958133636,4.49967804723006,0,1.96470504307456
"CM002238.1.4573917.4575576",3.45847355036043,3.59152242318182,3.49352556576103,3.28580561001777,0,3.0183284239065
"CM002238.1.4606354.4606862",2.3491549672458,2.9608300101658,2.68162284906692,3.30928463474438,0,2.88429252295716
"CM002238.1.4626604.4626922",2.74900505566261,2.45940760130712,1.92917794679453,2.55700537392933,0,3.52257438789947
"CM002238.1.4631534.4633728",3.60111082570835,3.18874564516294,3.1754839312388,3.44655722346982,0,3.39897597428451
"CM002238.1.4634181.4636013",3.92808565330849,3.33483887242364,3.28793301845325,3.33300072225231,0,3.46902490941934
"CM002238.1.4638294.4639296",3.68056739906416,3.30288611601832,2.89205673566265,2.48954869614323,0,3.23389398234681
"CM002238.1.4640145.4641315",3.93998582791769,3.16170904012238,3.07871631177249,3.34591997494319,0,3.03580293029397
"CM002238.1.4644660.4645491",3.77215216048466,2.94326901881009,2.89829963068141,3.23466724199519,0,2.93071769643006
"CM002238.1.4646676.4647252",4.3540472033433,3.8684506505007,3.77318519203754,4.31550707208441,0,3.61271586997434
"CM002238.1.4648489.4649239",4.29291407194397,4.12998914691135,4.02283112897247,4.71297705282175,0,3.3781435891803
"CM002238.1.4649975.4652197",4.39821886958899,4.12897489072732,4.17711083637778,4.6526055277493,0,3.61107882887765
"CM002238.1.4652961.4654746",4.04240239710069,3.90111048234188,3.89604384371027,4.27015556401093,0,3.39861223852639
"CM002238.1.4655559.4656093",4.3978987497388,4.2471733651326,4.17364128510053,4.55401852151826,0,3.37421391552875
"CM002238.1.4657090.4658449",3.86267862908459,3.48172784956665,3.57768757451196,3.59831240164322,0,3.59295856948049
"CM002238.1.4673730.4674312",4.67232645036077,4.50235133053179,4.65052875609906,3.02678808205911,0,3.61648151826915
"CM002238.1.4675408.4676370",4.19944517276492,3.97937499085952,4.23987973504098,4.30798269313035,0,3.49896590577087
"CM002238.1.4676767.4677879",4.33765140626659,4.38232878035943,4.47596336016545,4.62741511614048,0,3.58703266917197
"CM002238.1.4680232.4682796",4.0292209764029,4.04108420346427,4.0515705534577,3.98747461297849,0,3.53732083161851
"CM002238.1.4683041.4684305",4.16438670398542,4.43428108857857,4.31197627277702,3.90583664055415,0,3.75094801185056
"CM002238.1.4724182.4724256",3.57614555006804,3.63974574825485,3.4017248634892,2.75357556232657,0,2.25918889096549
"CM002238.1.4725646.4726429",3.70614438448425,3.6970602405948,3.4755554250293,2.328793014767,0,3.18437428779749
"CM002238.1.4726808.4727471",3.56905976087457,3.34765916564862,3.25744587893983,2.02857868547276,0,3.43185164341944
"CM002238.1.4732541.4733660",4.33935764767142,3.83083686252151,3.92363232933853,3.69110030315821,0,3.35507010670109
"CM002238.1.4735925.4738698",4.37995149963088,3.86118575838413,3.85992418465361,3.10170559578428,0,3.64703611726789
"CM002238.1.4740151.4742400",4.6206367722008,4.05047831442489,3.9871036081056,3.20641659995706,0,3.67421965418771
"CM002238.1.4743261.4743806",5.13268233194321,4.95871802219356,4.91462011814846,4.24451586705343,0,3.73058355590713
"CM002238.1.4744492.4745995",4.98533520126877,4.54162123087574,4.6825797431648,3.87659646429302,0,3.82675717671902
"CM002238.1.4748855.4749347",5.00086574770097,4.69362035096038,4.49766689830302,3.08914231798888,0,3.69761820502527
"CM002238.1.4752018.4752486",4.974054906494,4.77776916677818,4.53385924813053,4.23372380583959,0,3.59332430176757
"CM002238.1.4754827.4756339",4.67330954681866,3.88276498892191,3.91780084603886,3.23171630208562,0,3.63327111970216
"CM002238.1.4757558.4758706",4.38587093975629,3.56674758409554,3.49922242237187,2.72389351452274,0,3.17109721395598
"CM002238.1.4759636.4760743",3.74271947590346,2.58732659827912,2.4646879485834,1.69099378172549,0,2.85361191510641
"CM002238.1.4761940.4764324",4.36676353185101,3.14948795931319,2.97376433959333,1.82561186038769,0,3.61488384320659
"CM002238.1.4764576.4766164",4.51825504145626,3.54483106480156,3.48693656312683,2.75161114455753,0,3.49183145591261
"CM002238.1.4767459.4769023",4.39059699064496,3.95139180008186,3.90905149196809,3.81586756283454,0,3.46388347995003
"CM002238.1.4769936.4770464",4.24245534620782,4.03799883079667,4.11420477902634,4.25371450004892,0,3.17073891368985
"CM002238.1.4772092.4772442",4.65538031048492,4.48891063647927,4.63853908442865,4.43077675975495,0,3.30435574067126
"CM002238.1.4773153.4773851",4.17465879932021,4.02232551045709,3.79749696434561,3.57431318745779,0,3.23002551328093
"CM002238.1.4775945.4776607",4.53153407481676,4.8928880501369,4.68834225449066,4.36600301091155,0,3.75121078901074
"CM002238.1.4778022.4779106",4.61857283927678,4.45439189071451,4.32566998523929,3.89989210173388,0,3.84075579710175
"CM002238.1.4780590.4781498",4.52605651459564,4.32509184952404,4.30999839919956,4.50077618537401,0,3.43833292642299
"CM002238.1.4782347.4783813",4.65124776021731,4.0105153436239,3.96235027312522,3.64566289586989,0,3.92385341796161
"CM002238.1.4786332.4787613",4.81569265588027,4.3916509412348,4.33112569406889,4.03046029388352,0,3.69427139134206
"CM002238.1.4788657.4789684",4.91592591621093,4.78329052512798,4.40259489443233,3.95418389362737,0,3.71248403593636
"CM002238.1.4788837.4790187",4.89981848318402,4.63583137142308,4.47044142622561,4.06067722958814,0,3.71504209882906
"CM002238.1.4791552.4792371",5.01046970571988,4.93424780773272,4.7589021991736,4.72975817162391,0,3.54860834936651
"CM002238.1.4794103.4794463",4.56886718363465,4.51890564874939,4.06199793462233,3.87229949466336,0,4.06103236937345
"CM002238.1.4795016.4795815",4.91173415499736,5.02223493716686,4.83857700297354,3.60991249055879,0,3.82636031423999
"CM002238.1.4797219.4798623",4.83880733051429,4.54912739290595,4.41332497299046,3.60890866176513,0,4.04805744321579
"CM002238.1.4800160.4800732",5.04857093903995,4.5572857328425,4.75365974017967,4.74943744716473,0,3.59992026023612
"CM002238.1.4802862.4804759",4.28676374961087,3.81599342652047,3.78656854260408,3.9088835038431,0,3.55042350907703
"CM002238.1.4807035.4808227",4.53057616086585,4.05558567059424,4.10835537684416,3.81438903341539,0,3.49186283633675
"CM002238.1.4809122.4810856",4.62769156020366,4.33457823660272,4.19428365118799,4.2836938893404,0,3.60812695837558
"CM002238.1.4811605.4812655",4.68101862688529,4.54171881498726,4.66184241139222,5.00654520217072,0,3.55141316761117
"CM002238.1.4815060.4816061",4.95765025744563,4.68523841472966,4.81541685361581,4.82053619647878,0,3.6992909529389
"CM002238.1.4818972.4820221",4.25735278887306,4.00090135863584,3.99115126197303,3.98327166613054,0,3.2827419862962
"CM002238.1.4820892.4822548",4.4781446996013,4.09945238635428,4.04506020835065,4.03846606583758,0,3.44606292546402
"CM002238.1.4823695.4824538",4.42662487895977,4.22445861638847,4.12005877028767,4.34767029505225,0,3.49635261215303
"CM002238.1.4825345.4825846",4.68381501336323,4.35256947531254,4.51145950182501,4.7455121739066,0,3.36321985313149
"CM002238.1.4826687.4827377",4.68544631228217,4.60215401742247,4.73336401360763,5.17594326317851,0,3.2041376634488
"CM002238.1.4857481.4857922",4.64113862320566,5.02288432293215,4.62662463634038,5.07205619736099,0,3.02697327311621
"CM002238.1.4858978.4859825",4.67640847568206,4.58586505752028,4.55508202849161,4.85318800237028,0,3.58518347491539
"CM002238.1.4860631.4861381",4.50954507523126,4.38408458252863,4.4527420628137,4.82331751221396,0,3.21735865321966
"CM002238.1.4861542.4862238",4.59139620773538,4.77002619584953,4.51778566868152,4.61487415263087,0,2.98257314346917
"CM002238.1.4862926.4864049",4.21712970368878,4.36803101016826,4.31072110832499,4.17755254723631,0,3.15161202393524
"CM002238.1.4868986.4869940",3.80076973981514,3.72779665291507,3.70987056665571,3.90782334803151,0,3.09402494247044
"CM002238.1.4870399.4871284",3.59673197235158,3.48892019477709,3.26026647654175,3.2963793239789,0,2.09568812778261
"CM002238.1.4872419.4872943",2.21831775627934,2.24081378909901,1.83912028721675,2.01881780661872,0,0
"CM002238.1.4873985.4874990",2.75609140130051,2.40053898334043,1.97030900966551,2.28118505501027,0,1.12850461755046
"CM002238.1.4876326.4878077",3.64028359387069,3.21892273781413,2.88626238908168,2.56351914418382,0,3.11278001516585
"CM002238.1.4927312.4929808",2.93394847261212,1.80086798001284,1.73283325298605,1.87941765169781,0,3.89681197264629
"CM002238.1.4961443.4962886",2.89120904839371,2.94771299075533,2.32886562575891,0.841086408892313,0,2.6502030443464
"CM002238.1.4964707.4965894",2.13381393675953,0,0,-0.643801057735713,0,3.34929837725605
"CM002238.1.4967091.4968477",1.96379049522713,0.487492495927203,0,0,0,2.91832621688918
"CM002238.1.4969294.4970282",2.66715577473351,1.43881815358483,0.848795627856461,0.992015393233067,0,3.22018243827969
"CM002238.1.4980062.4982364",2.23344830302791,0.754891011825114,0.696908496947939,0,0,3.16570100191415
"CM002238.1.4983188.4984971",1.89405801232782,0.905560115434321,0,0,0,3.22793815038551
"CM002238.1.4987875.4988967",1.34764829246072,1.24119404353224,0.685922223578832,0,0,1.9636628950361
"CM002238.1.4991567.4993181",3.64443724692019,3.05814336117541,2.94411812246558,2.19857920177627,0,3.28696861116702
"CM002238.1.4993940.4995464",3.92080618835049,3.75845351817754,3.78629564926615,2.53329422834261,0,2.92391926999961
"CM002238.1.5016033.5017866",4.34161785976233,3.80980521494764,3.85000254551178,3.96295640171611,0,3.45534404970839
"CM002238.1.5019206.5019830",4.4491658452126,4.37070590966695,4.22680037087202,4.35129150493577,0,3.55711266090712
"CM002238.1.5024301.5026908",4.06001116230784,3.65716595376761,3.51078090404725,3.48929217804861,0,3.2554904213167
"CM002238.1.5028418.5031261",3.99778462215358,3.74459660577905,3.74532143587447,3.93370799662087,0,3.21822347027657
"CM002238.1.5053624.5055868",2.80667528800769,1.96864758428022,1.04230688919515,0,0,1.72198665477993
"CM002238.1.5056240.5057244",4.10929745538906,3.62258998442755,2.98624538495349,1.3184239751255,0,2.57293415558892
"CM002238.1.5058174.5059242",3.56999076081656,3.56447167303836,3.203051407889,1.29496138388541,0,1.80031409841468
"CM002238.1.5059622.5061738",3.71625464545873,4.24122859084008,3.73718396068516,2.05624452320743,0,1.96226227326475
"CM002238.1.5090231.5091512",4.18941347848242,4.01519597582153,4.02505423803283,3.5782393782308,0,3.20754787918904
"CM002238.1.5092379.5094174",4.28079165121543,3.86334816072101,3.76583959448616,3.78586619360395,0,3.03358468031738
"CM002238.1.5115407.5116931",2.49175954003727,2.83787658019144,2.48856697747508,0,0,0
"CM002238.1.5119160.5119898",3.0706409180481,3.61861057491993,3.38829323493251,0.968238980193963,0,0
"CM002238.1.5130162.5131035",3.73944309295652,4.26999944012836,3.82478573707278,0,0,2.8164582673291
"CM002238.1.5145732.5146613",2.53824852180247,3.28796555725112,2.87371601570933,0,0,1.9709641456256
"CM002238.1.5205041.5205927",2.27669326845125,2.94640419435968,2.52217246387147,-0.623858255542882,0,1.24618081662715
"CM002238.1.5225993.5226818",3.63201631595608,3.55262373161101,3.96818202225169,0,0,2.16855425404961
"CM002238.1.5226751.5227600",3.83486113665625,3.91103447787473,4.18990621975846,0,0,2.07937944289342
"CM002238.1.5228165.5229513",3.57893583981615,3.79947423885862,3.83094036528357,0,0,1.85867841461406
"CM002238.1.5229532.5230922",2.96608482267793,3.24680885930077,3.06147487030686,0,0,2.13245074862561
"CM002238.1.5247939.5248821",4.60854184434429,4.78021154810656,4.81826987108071,0,0,3.34827310712138
"CM002238.1.5250257.5251830",4.56523240063334,4.26022163089613,4.38506202160788,-0.554066044833373,0,3.04817369831017
"CM002238.1.5252357.5254295",4.45645355174019,4.12287696450464,4.13088409757929,-0.748496330039526,0,2.73793050048812
"CM002238.1.5254965.5258478",3.98409346827046,3.87094665288632,3.9060794077733,-0.974736867030256,0,3.04357236990065
"CM002238.1.5260303.5260375",3.20382640113579,3.87526345488846,3.53258027313872,-1.69357989510196,0,0
"CM002238.1.5261767.5264452",4.673239193861,4.61481703410749,4.53612970995632,-0.477441377841236,0,2.97249042571349
"CM002238.1.5265628.5268474",4.52600386962677,4.46661829117244,4.27029021561241,-0.918831014499077,0,1.85450930570909
"CM002238.1.5268652.5269619",4.87898746995173,5.03951742030704,4.66847136177954,-0.954602031534711,0,2.42502142266041
"CM002238.1.5269830.5270939",4.16975973615352,3.94335514473082,2.53943923983921,-1.96821410512769,0,0.925590761327045
"CM002238.1.5272184.5273718",5.25806254812207,5.86116288873897,5.45684979830914,1.29274383349106,0,3.45176108505908
"CM002239.1.1666.3325",5.454650251921,5.78393025873452,5.66502736875218,4.61865106556267,0,3.55791043167244
"CM002239.1.3959.5883",5.13779158685944,5.23968316590142,5.13797485990027,3.23299029594884,0,3.40538583193897
"CM002239.1.6445.8374",5.14388566239283,5.06307640785746,5.02625186883599,2.36485920353073,0,3.53941901666752
"CM002239.1.8109.19545",4.15566900620559,3.960064338907,3.71639459777023,0,0,3.28860329165397
"CM002239.1.11074.19163",3.95344883607671,3.60037184209855,3.28038128582923,-0.512598566883045,0,3.32620881278152
"CM002239.1.19909.21754",3.30262674325559,3.23697403500182,3.07847101834794,0,0,1.81214421282465
"CM002239.1.22742.24429",4.26439254857982,4.23669542398575,4.20578535689291,0,0,2.7925026049692
