"","logFC_cac1","logFC_cac2","logFC_cac3","logFC_set7","logFC_ash1"
"CM002236.1.92101.92400",0,0,-4.05859660969926,-3.13601013902664,0
"CM002236.1.180301.180600",-1.30227628759591,0,-2.17220033056696,-1.23817997098119,0
"CM002236.1.180601.180900",0,0,-1.63106727954047,-1.23024264419235,0
"CM002236.1.180901.181200",0,0,-1.78877219856092,0,0
"CM002236.1.181201.181500",-1.53654568458209,-1.33207320960178,-1.79195020773789,-2.69993244130989,0
"CM002236.1.181501.181800",0,-1.66729370990265,-1.5093134788859,-2.04567917213553,0
"CM002236.1.182701.183000",-1.57320665322183,-1.36175367751284,-2.27023337589811,-2.09394077178854,0
"CM002236.1.183001.183300",-1.75156099453156,-1.31496606106569,-2.34100111534008,-2.61637920093326,0
"CM002236.1.183301.183600",-1.79885059423073,0,-2.1701874854027,-2.91498503621773,0
"CM002236.1.183601.183900",-2.14326663186178,-1.39785323880294,-1.99813183943704,-3.28422157362331,0
"CM002236.1.183901.184200",-1.83659837342651,-1.33508155630891,-2.29850713041368,-3.18401264416352,0
"CM002236.1.184201.184500",-1.39223457952373,0,-1.86649192897938,-3.05070990708642,0
"CM002236.1.184501.184800",-1.31650978504773,0,-2.22748523117207,-3.18878257623795,0
"CM002236.1.184801.185100",-1.3921875306162,0,-1.96432585327516,-3.21947741710162,0
"CM002236.1.185101.185400",-1.21380516998696,0,-2.00812212312702,-2.94631088018221,0
"CM002236.1.185401.185700",-1.27422501169001,0,-2.5567922357587,-3.1438613799819,0
"CM002236.1.185701.186000",0,0,-1.94005058056991,-2.98658444283824,0
"CM002236.1.186001.186300",-1.49289553252399,0,-2.3879027146717,-2.20923715095493,0
"CM002236.1.186301.186600",-1.60650026043017,0,-2.23508491257823,-2.98364682993653,0
"CM002236.1.186601.186900",-1.72175730179703,-1.42468672576352,-2.9898890724428,-2.43885035778396,0
"CM002236.1.186901.187200",-2.01699874233245,-1.31249281125655,-3.10939652186341,-2.74848092798716,0
"CM002236.1.187201.187500",-2.33730249355084,-1.87260650292056,-3.35496750110922,-3.92748736937284,0
"CM002236.1.187501.187800",-2.38283448787599,-2.13014438950696,-3.76005529820295,-3.84916802909497,0
"CM002236.1.187801.188100",-2.42342671648156,-1.6420272380032,-2.96584585732823,-3.10854446517023,0
"CM002236.1.188701.189000",-2.58534581406344,-1.81628968165385,-3.41981453622458,-3.98443032605777,0
"CM002236.1.189001.189300",-1.57701948549819,-1.30846133032365,-2.61784633896518,-3.51376414663976,0
"CM002236.1.189301.189600",-1.85156691058582,-1.35856386380156,-2.88348977122353,-3.63747858794203,0
"CM002236.1.189601.189900",-2.26058899264803,-1.67295133342863,-2.96631352215696,-2.97425511301937,0
"CM002236.1.189901.190200",-1.99142185504744,-1.75382759842921,-2.8014641045252,-3.40963714013708,0
"CM002236.1.190201.190500",-2.39496633405547,-1.80608956933269,-3.31532634528945,-3.32871655327685,0
"CM002236.1.190501.190800",-1.92562239633502,-1.64163439777972,-3.68483841028505,-3.45996487743096,0
"CM002236.1.190801.191100",-1.70079653284109,-1.6968238254231,-3.54762026403376,-3.33024908269906,0
"CM002236.1.193201.193500",-1.31038898721201,-1.21766092345974,-2.62968017353867,-2.42678395125052,0
"CM002236.1.193501.193800",-1.50519825709709,-1.56893883010018,-3.26983980312603,-2.76166404302028,0
"CM002236.1.193801.194100",0,-1.24337199897218,-2.1981674221532,-1.79779712413487,0
"CM002236.1.194101.194400",0,0,-1.51794905940912,0,0
"CM002236.1.194401.194700",0,0,0,0,0
"CM002236.1.194701.195000",-1.4606995130368,0,-1.94191471809038,0,0
"CM002236.1.195301.195600",-2.4414747895646,-2.1090565058669,-3.58960560328326,-2.71937494130624,0
"CM002236.1.195601.195900",-2.67556886189502,-2.5808279198252,-4.06122288906011,-3.16137977260982,0
"CM002236.1.195901.196200",-2.45549144402066,-2.66188383155921,-5.05902169113045,-3.68477203726056,0
"CM002236.1.196201.196500",-2.35301528233452,-2.22202569458098,-4.25779560375791,-3.20846634514528,0
"CM002236.1.196501.196800",-2.18374352319426,-2.11506528941111,-3.75737989611742,-3.13956126176375,0
"CM002236.1.196801.197100",-2.08094175195179,-2.04541537891215,-2.33508649158805,-2.81645602312483,0
"CM002236.1.197401.197700",-1.53170551868417,0,-4.02278953298492,-3.96152830227425,0
"CM002236.1.197701.198000",-1.47763615577184,-1.56106547298161,-4.8972082500684,-3.84938532839128,0
"CM002236.1.198001.198300",-1.38689062285498,-1.61110019307558,-4.37271398227551,-4.03769278965269,0
"CM002236.1.208501.208800",0,-1.12791868811163,-3.12455030116549,-3.11134225690278,0
"CM002236.1.208801.209100",0,0,-3.23535747632184,-3.21681787640693,0
"CM002236.1.209101.209400",-1.15806385164272,0,-3.93536629644761,-3.57987649021365,0
"CM002236.1.209401.209700",0,-1.1767155702798,-3.71857163757789,-3.45091999705406,0
"CM002236.1.209701.210000",0,0,-2.95174278860613,-2.5690756145268,0
"CM002236.1.210001.210300",-1.51326084529712,0,-2.54502794593434,-2.69143086391205,0
"CM002236.1.210301.210600",-1.51940496142958,-1.33997584547742,-3.21997253601332,-3.16693198938816,0
"CM002236.1.210601.210900",-1.69864856189679,0,-3.63960353644555,-3.7557944485976,-1.23599658880237
"CM002236.1.210901.211200",-1.8751780696295,-1.25172805926012,-4.003693126836,-4.43127103823251,0
"CM002236.1.211201.211500",-1.90924396426349,-2.2254560379642,-4.72002214528593,-3.91939803195583,0
"CM002236.1.211501.211800",-2.09224000048428,-1.98367775739713,-4.17010682504594,-3.92821124924182,-1.30841440862939
"CM002236.1.211801.212100",-1.91067091988324,-1.70264345698429,-4.41983197994656,-3.84072764987957,0
"CM002236.1.212101.212400",-1.80230933450332,-1.72230584958492,-3.9767976740537,-4.21350775108776,-1.50689254377481
"CM002236.1.213901.214200",0,0,-2.01159609626968,-3.03851895153093,0
"CM002236.1.214201.214500",-1.64568892773057,-1.59762114408598,-1.63944354062777,-3.51387014893359,0
"CM002236.1.214501.214800",-1.41010586324543,0,-1.58730454709857,-3.828514881725,0
"CM002236.1.214801.215100",-1.52460514592039,0,-1.93233673869874,-4.29526939427921,0
"CM002236.1.215101.215400",0,0,-1.10975379646371,-3.4189360439503,0
"CM002236.1.215401.215700",0,0,-1.38934518895203,-4.33444099017246,0
"CM002236.1.216301.216600",0,0,0,-3.60434537736102,0
"CM002236.1.216601.216900",-1.30394628201461,-1.24543712594524,-1.15891816303701,-3.67062839639996,0
"CM002236.1.216901.217200",0,0,0,-3.50505348249486,0
"CM002236.1.217201.217500",0,0,0,-4.11320615192736,0
"CM002236.1.219601.219900",0,0,0,-3.18327309454775,0
"CM002236.1.219901.220200",0,0,0,-3.72698444730996,0
"CM002236.1.220201.220500",0,0,0,-3.56863073782721,0
"CM002236.1.220501.220800",-1.30358053003627,0,0,-3.0632616538256,0
"CM002236.1.220801.221100",0,0,0,-2.88715993320837,0
"CM002236.1.221101.221400",0,0,0,-2.71386769773422,0
"CM002236.1.221401.221700",0,0,0,-2.81696777730011,0
"CM002236.1.223801.224100",-1.2391701284478,0,0,-1.99815528385366,0
"CM002236.1.224101.224400",0,0,0,-2.32034234843045,0
"CM002236.1.224401.224700",0,0,0,-1.98210126215007,0
"CM002236.1.243601.243900",0,-1.31866688999389,0,-1.37065129777261,0
"CM002236.1.243901.244200",0,-1.33631433260965,0,-1.64553347738175,0
"CM002236.1.244201.244500",-1.55655541325513,-1.38395956872692,0,-2.25738992644748,0
"CM002236.1.244501.244800",-1.66727479066691,-1.97363068930499,0,-2.20246310339766,0
"CM002236.1.244801.245100",-2.16328450140698,-1.7257833495261,0,-2.32755467369132,0
"CM002236.1.245101.245400",-1.91433901681448,-2.04924845975347,0,-2.2417679240954,0
"CM002236.1.245401.245700",-2.23659816367176,-2.2391730280219,0,-3.1621764292305,0
"CM002236.1.245701.246000",-1.74998563521089,-1.33948101943109,0,-2.67927794053555,0
"CM002236.1.246001.246300",-1.9380032052904,-1.71449987723326,0,-2.37010232699331,0
"CM002236.1.246301.246600",-1.99200423035635,-1.77474266305453,0,-2.71092762313364,0
"CM002236.1.246601.246900",-1.70213344072182,-1.2988533087993,0,-2.82682339747963,0
"CM002236.1.246901.247200",-2.10235517745616,-1.83802438096405,0,-3.01008402023393,0
"CM002236.1.247201.247500",-1.93320786628996,-1.68902547990917,0,-3.16698359527431,0
"CM002236.1.247501.247800",-1.78113503898847,-1.71111914081495,0,-2.75859490922574,0
"CM002236.1.247801.248100",0,-1.62932815214678,0,-3.22050909501173,0
"CM002236.1.248101.248400",-1.80239345662837,-1.48740872451201,0,-3.1669426917171,0
"CM002236.1.249301.249600",-2.0796272813144,-1.61820143381203,0,-2.22202070885787,0
"CM002236.1.249601.249900",-1.78115379529542,-1.43218506198348,0,-2.12010452143166,0
"CM002236.1.249901.250200",-1.63932387857536,0,0,-1.6189699351343,0
"CM002236.1.250201.250500",-1.29584489243724,-1.70315101903849,0,-1.97128122476735,0
"CM002236.1.250501.250800",-2.07160708554138,-1.27494131313123,0,-1.8967146843748,0
"CM002236.1.250801.251100",-1.26067265598048,0,0,0,1.26945310235535
"CM002236.1.251101.251400",-1.69878526260616,0,0,-1.69071958916346,0
"CM002236.1.251401.251700",-1.99751481550658,-1.26635840056095,0,-1.46163043436861,1.51774935174069
"CM002236.1.251701.252000",0,-1.33648218418905,0,-1.58978436738531,1.51237045811224
"CM002236.1.252001.252300",0,-1.26763055700904,0,0,1.56024120682531
"CM002236.1.252301.252600",0,0,0,0,0
"CM002236.1.252601.252900",0,0,0,0,1.25147391140315
"CM002236.1.255001.255300",0,0,0,-1.79543869064514,0
"CM002236.1.255301.255600",0,0,0,-1.93478220154444,0
"CM002236.1.255601.255900",0,0,0,-2.40904490113134,0
"CM002236.1.255901.256200",0,-1.21358841319597,0,-2.48027814762846,0
"CM002236.1.256201.256500",0,0,0,-2.94679529212912,0
"CM002236.1.256501.256800",0,0,1.16111760865012,-3.10157987089609,0
"CM002236.1.256801.257100",0,0,0,-3.17628260065662,0
"CM002236.1.257101.257400",0,0,0,-3.78255481275777,0
"CM002236.1.257401.257700",0,0,0,-3.69915510071965,0
"CM002236.1.257701.258000",0,0,0,-3.60138427059757,0
"CM002236.1.258001.258300",0,0,0,-3.61176726158155,0
"CM002236.1.258301.258600",0,0,0,-3.18467757202463,0
"CM002236.1.258601.258900",0,0,0,-3.57862456518659,0
"CM002236.1.258901.259200",0,0,0,-4.001023455961,0
"CM002236.1.262201.262500",0,0,0,-4.00042692347134,-1.37289960930674
"CM002236.1.262501.262800",0,0,0,-3.31862694961004,0
"CM002236.1.262801.263100",0,0,0,-3.75171743279849,-1.45790738309336
"CM002236.1.263101.263400",0,0,0,-4.1824809738675,-1.48834578015769
"CM002236.1.263401.263700",0,0,0,-3.35232796473133,-1.61248896029325
"CM002236.1.263701.264000",0,0,0,-4.27060973482574,-1.69024567197734
"CM002236.1.264001.264300",0,0,0,-4.12242759007421,0
"CM002236.1.264301.264600",0,0,0,-3.90416591179644,0
"CM002236.1.264601.264900",0,0,0,-3.72276452745301,0
"CM002236.1.264901.265200",0,0,0,-2.72387689408435,0
"CM002236.1.265201.265500",0,0,0,-3.58309558455113,0
"CM002236.1.265501.265800",0,0,0,-2.17963193867615,0
"CM002236.1.265801.266100",0,0,0,-1.47471169228506,0
"CM002236.1.290701.291000",0,0,0,-4.22420683305384,-1.46455306978393
"CM002236.1.291001.291300",0,0,0,-3.93327816539286,0
"CM002236.1.291301.291600",0,0,0,-3.99437728989522,0
"CM002236.1.291601.291900",0,0,0,-4.14001010015563,-1.32445344764074
"CM002236.1.291901.292200",0,0,0,-4.04780572387224,-1.48920606331419
"CM002236.1.292201.292500",0,0,0,-4.24060144289042,0
"CM002236.1.292501.292800",0,0,0,-4.18940854255564,0
"CM002236.1.292801.293100",0,0,0,-4.09833755612294,0
"CM002236.1.293101.293400",0,0,0,-4.03047794125824,0
"CM002236.1.293401.293700",0,0,0,-3.20186909840351,0
"CM002236.1.293701.294000",0,0,0,-3.72834285883322,0
"CM002236.1.294001.294300",0,0,0,-3.77951812974324,0
"CM002236.1.296701.297000",0,0,0,-4.3696519940606,0
"CM002236.1.297001.297300",0,0,0,-3.96989832967942,0
"CM002236.1.297301.297600",0,0,0,-4.0174712442211,0
"CM002236.1.297601.297900",0,0,0,-3.87530773869311,0
"CM002236.1.297901.298200",0,0,0,-3.55941659001303,0
"CM002236.1.298201.298500",0,0,0,-3.7974652497026,0
"CM002236.1.301501.301800",0,0,0,-3.08912132677643,0
"CM002236.1.301801.302100",0,0,0,-3.72749010292479,-1.34925832832323
"CM002236.1.302101.302400",0,0,0,-3.36219070476239,-1.55775112364335
"CM002236.1.302401.302700",0,0,0,-3.26461096575928,0
"CM002236.1.302701.303000",0,0,0,-2.55229081361039,0
"CM002236.1.303001.303300",0,0,0,-3.11525433468658,0
"CM002236.1.303301.303600",0,0,0,-2.98606442203147,0
"CM002236.1.8866501.8866800",-1.98670188164118,-1.45776865721332,0,0,0
"CM002236.1.8866801.8867100",-2.85562307511523,-2.45427120583489,-1.51288106440931,-1.30637611797366,0
"CM002236.1.8867101.8867400",-1.80862355649757,-1.83467306618518,0,0,0
"CM002236.1.8867401.8867700",-2.43961628796137,-2.09479648307425,0,-1.30018985474223,0
"CM002236.1.8867701.8868000",-2.55965601279744,-1.80079983357407,0,-1.42018906479803,0
"CM002236.1.8868001.8868300",-1.92422654077758,-1.56544215941281,0,0,0
"CM002236.1.8868301.8868600",-2.10181763018869,-1.92849515762776,0,0,0
"CM002236.1.9650101.9650400",0,0,-2.80989501649062,0,0
"CM002236.1.9650401.9650700",0,0,-2.12806682554377,0,-2.38580940177913
"CM002236.1.9650701.9651000",0,0,-2.36835544293421,0,-2.52439989136221
"CM002236.1.9651001.9651300",0,0,-1.7560709841351,0,-2.55709238132765
"CM002236.1.9651301.9651600",0,0,-2.44418749927432,-1.96939320433168,-2.6947295955087
"CM002236.1.9651601.9651900",0,0,-2.79189399671453,-2.48908679345392,-2.73468136104797
"CM002236.1.9651901.9652200",0,0,0,0,0
"CM002236.1.9652201.9652500",0,0,-2.13478683144913,0,-2.68102063361901
"CM002236.1.9687901.9688200",0,0,-3.35066999099371,-3.04229665204734,0
"CM002236.1.9688201.9688500",0,0,-3.9610931236441,-2.99238234914487,0
"CM002236.1.9688501.9688800",0,0,-3.06626490702086,-2.21581981034233,0
"CM002236.1.9688801.9689100",0,0,-2.90170702836267,-2.20628334626038,0
"CM002236.1.9689101.9689400",0,0,-3.11597951380424,-2.60780613629226,0
"CM002236.1.9689401.9689700",0,0,-3.90659177748738,-2.36709153405643,0
"CM002236.1.9689701.9690000",0,0,-4.10906702529851,-3.42723669325169,0
"CM002236.1.9690001.9690300",0,0,-4.45459963959966,-2.16968139468611,0
"CM002236.1.9690301.9690600",0,0,-3.56925026649761,-2.93971740325316,0
"CM002236.1.9690601.9690900",0,0,-3.76742621233487,-3.04050196970083,0
"CM002236.1.9690901.9691200",0,0,-3.91898268059277,-3.02930059209461,0
"CM002236.1.9691201.9691500",0,0,-2.60546375066282,-2.7352348509207,0
"CM002236.1.9692401.9692700",0,0,-3.42710018453867,-2.62706472446496,0
"CM002236.1.9692701.9693000",0,0,-3.58189045533219,-2.69075044528432,0
"CM002236.1.9693001.9693300",0,0,-2.84136418021488,-1.97981523297856,0
"CM002236.1.9693301.9693600",0,0,-2.82900829080523,-2.04664850540638,0
"CM002236.1.9693601.9693900",0,0,-2.5946459761206,-2.0413006898203,0
"CM002236.1.9693901.9694200",0,0,-1.46011880455515,0,0
"CM002236.1.9694201.9694500",0,0,0,0,0
"CM002236.1.9694501.9694800",0,0,-2.10769728124132,0,0
"CM002236.1.9694801.9695100",0,0,-2.20583483508678,0,0
"CM002236.1.9695101.9695400",0,0,0,0,0
"CM002236.1.9695401.9695700",0,0,-2.06489525067684,-1.67514063051803,0
"CM002236.1.9695701.9696000",0,0,-2.13118927464905,0,0
"CM002236.1.9696001.9696300",0,0,-3.12943408521923,-2.05022963883757,0
"CM002236.1.9696301.9696600",0,0,-2.92582718898604,-2.01346894301725,0
"CM002236.1.9696601.9696900",1.49232234535081,0,-3.17255147268335,-2.42743948796263,0
"CM002236.1.9696901.9697200",0,0,-3.24664770284943,-2.65074732522112,0
"CM002236.1.9697201.9697500",0,0,-3.07960653712709,-2.57488444437038,0
"CM002236.1.9758701.9759000",0,0,-3.8551566284254,-2.65331490089145,0
"CM002236.1.9759001.9759300",0,0,-4.27595361195617,-4.06604530521972,0
"CM002236.1.9759301.9759600",0,0,-3.9681307599131,-4.19785254619738,0
"CM002236.1.9759601.9759900",0,0,-4.33330123981019,-3.72801464639196,0
"CM002236.1.9759901.9760200",0,0,-4.32121700957304,-3.98501119554506,0
"CM002236.1.9760201.9760500",0,0,-3.57461530878904,-3.47202317826892,0
"CM002236.1.9760501.9760800",0,0,-4.1541158690295,-3.96294557545881,0
"CM002236.1.9760801.9761100",0,0,-3.73576882997548,-3.69748636434152,0
"CM002236.1.9761101.9761400",0,0,-3.84854500078256,-3.32656450344717,0
"CM002236.1.9761401.9761700",0,0,-3.56889514476516,-3.39291158435314,0
"CM002236.1.9761701.9762000",0,0,-4.11977580182702,-4.52987497572289,0
"CM002236.1.9762001.9762300",0,0,-3.61745230957251,-3.6792923726094,0
"CM002236.1.9762301.9762600",0,0,-3.84488960794803,-3.93361935898577,0
"CM002236.1.9771001.9771300",0,0,-4.76996250166063,-3.98066416828195,0
"CM002236.1.9771301.9771600",0,0,-4.85886103780689,-4.41893376865382,-1.37470660725787
"CM002236.1.9771601.9771900",0,0,-5.03686773539001,-4.26573270785854,-1.36473530341649
"CM002236.1.9771901.9772200",0,0,-5.16468355739224,-4.39488198786606,0
"CM002236.1.9772201.9772500",0,0,-5.01049365762853,-4.97963434059041,0
"CM002236.1.9772501.9772800",0,0,-4.5392267046922,-4.46769558790802,0
"CM002236.1.9772801.9773100",0,0,-3.81307309321211,-3.20138701234546,0
"CM002237.1.9001.9300",0,0,-4.0762618826687,-4.19656423113969,-1.73540257478409
"CM002237.1.9301.9600",0,0,-4.36178855257539,-4.81519830780303,-1.72735180667387
"CM002237.1.9601.9900",0,0,-5.02724305021994,-4.87224827063104,-1.37522734347969
"CM002237.1.9901.10200",0,0,-4.39166551008313,-4.45944298458789,-1.57828119542955
"CM002237.1.10201.10500",0,0,-4.73386087091474,-5.01792661317686,-2.00454502014253
"CM002237.1.10501.10800",0,0,-5.36450194806952,-4.69148552415902,-2.13616156144521
"CM002237.1.10801.11100",0,0,-5.52025577893678,-4.86837056378241,-2.36973761211665
"CM002237.1.11101.11400",0,0,-6.11763418534649,-4.5729538107977,-3.19114845294903
"CM002237.1.11401.11700",0,0,-7.05367952842065,-4.87354659241101,-4.3453856722828
"CM002237.1.11701.12000",0,0,-5.81779516930637,-4.38996880356547,-3.8806204684451
"CM002237.1.12001.12300",0,0,-5.46219419976053,-5.22950093703894,-4.12022750539613
"CM002237.1.12601.12900",0,0,-5.18359146887582,-4.59398731609785,-3.31554351194659
"CM002237.1.12901.13200",0,0,-4.77538013655709,-4.33476565929995,-1.99743208130393
"CM002237.1.13201.13500",0,0,-4.07373740789751,-3.08608317675046,0
"CM002237.1.13501.13800",1.2793096455914,0,-3.9017574886957,-2.89266764517297,0
"CM002237.1.13801.14100",0,0,-3.37563071632914,-3.05296723830135,0
"CM002237.1.16201.16500",0,0,-4.57282071267357,-4.11264120488652,-1.36906401584777
"CM002237.1.16501.16800",0,0,-5.44664496830129,-4.20612050235636,-1.39012321625133
"CM002237.1.16801.17100",0,0,-4.7648826337093,-4.20431672118573,0
"CM002237.1.17101.17400",0,0,-4.51858990841684,-4.12681780047262,0
"CM002237.1.17401.17700",0,0,-4.80564872648654,-4.30968262487301,0
"CM002237.1.17701.18000",0,0,-4.78267045978154,-3.52917111419111,-1.3518872988588
"CM002237.1.18001.18300",0,0,-3.82733476111173,-3.89539161912525,-1.67084940923268
"CM002237.1.18301.18600",0,0,-4.36390252853269,-2.9267277499435,-1.41244894593129
"CM002237.1.18601.18900",0,0,-4.08279622829266,-2.84678236893405,0
"CM002237.1.18901.19200",0,0,-3.94387983640289,-3.24206776171135,0
"CM002237.1.19201.19500",0,0,-4.72358534285134,-4.07775068457877,0
"CM002237.1.19501.19800",0,0,-4.74713598450848,-3.42864105770842,0
"CM002237.1.34501.34800",0,0,-4.33075863014421,-3.56591093106383,0
"CM002237.1.34801.35100",0,0,-4.1489235168152,-3.62192071958626,0
"CM002237.1.35101.35400",0,0,-3.90196350729045,-3.59463188430081,0
"CM002237.1.35401.35700",0,0,-4.62661385887051,-3.56961313780723,0
"CM002237.1.35701.36000",0,0,-3.99499873229089,-3.01819130327263,0
"CM002237.1.36001.36300",0,0,-3.56292690344244,-2.81926084571159,0
"CM002237.1.36301.36600",0,0,-2.91942498690803,-2.05167854982135,0
"CM002237.1.36601.36900",0,0,-4.06311917462492,-2.72768930824101,0
"CM002237.1.36901.37200",0,0,-3.8846902165567,-2.93742149456435,0
"CM002237.1.37201.37500",0,0,-3.12984013322333,-2.43720563490043,0
