"seqnames","start","end","name","strand","logFC_WT","PValue_WT","FDR_WT","logFC_cac1","PValue_cac1","FDR_cac1","logFC_cac2","PValue_cac2","FDR_cac2","logFC_cac3","PValue_cac3","FDR_cac3","logFC_set7","PValue_set7","FDR_set7","logFC_ash1","PValue_ash1","FDR_ash1"
"CM002236.1",186039,188208,".","+",3.45072143451344,1.61802824490963e-27,3.01582486759545e-27,1.37939395634819,2.25025921765088e-08,2.73536944754301e-08,1.82711960805703,1.60632763983343e-12,2.19074359009803e-12,0.430967497629027,0.0767320982254091,0.093105312674954,0.353558993454567,0.182750415139012,0.267741328729863,3.42080352294163,3.99606755952962e-21,5.82663987022601e-20
"CM002236.1",188530,189595,".","-",4.28477403760393,2.29640952505562e-31,9.01105725913639e-31,2.21054254197116,1.84114458026977e-14,2.552495895374e-14,2.66292831550713,1.47925619720265e-18,2.37459547445689e-18,1.36740355028854,8.97778543198367e-07,1.45158892165326e-06,0.668232604331791,0.0247775168724187,0.100890367104368,3.46903899782726,1.47574433196441e-19,8.46345680981301e-19
"CM002236.1",190406,191138,".","+",4.11697456360945,2.48819078406582e-30,7.74222662848277e-30,2.13110681134386,1.02007070374014e-13,1.39119398823097e-13,2.33723954602314,1.03445141251329e-15,1.50567656788811e-15,0.640674566161283,0.0187773609168306,0.0246086116702995,0.730226691040826,0.0159333458842235,0.0943081503844202,3.11741742315494,2.79018287366572e-17,8.10481691874329e-17
"CM002236.1",193143,194064,".","-",2.60843795842145,6.35816623273177e-18,7.44560129522342e-18,1.31519726202556,1.01448162050722e-06,1.19424064449183e-06,1.21255109902331,4.92540375639594e-06,5.94414733910373e-06,-0.133488516356042,0.636483472208617,0.658059183130942,0.277290855343757,0.353887386699111,0.429400427622249,2.47568681024924,1.47749028706745e-12,2.54857579080272e-12
"CM002236.1",195020,195335,".","-",3.2300113725494,1.79652857806893e-18,2.12605057475176e-18,1.2299860746187,0.00015381922595317,0.000172885595669308,1.07139904097901,0.000787799946562518,0.000909834361692684,0.116321759274473,0.744476410300989,0.761499498951164,0.833125187142002,0.02679529174207,0.101009217746792,2.36452365025376,3.88787908229489e-09,5.84925305878895e-09
"CM002236.1",195780,196290,".","-",4.10403277723763,1.27698878250056e-26,2.1803040026918e-26,1.73963144025973,1.13970072272423e-08,1.38791140643912e-08,1.7323320043621,1.22771021731502e-08,1.55432746380826e-08,-0.304547689192624,0.36570783918538,0.397714684105981,0.672346946279751,0.0504276270543236,0.126412837996351,3.11075142880265,8.84407107366742e-15,1.80376039222822e-14
"CM002236.1",198194,198497,".","+",4.12541992666415,7.47521548638738e-24,1.08334116444189e-23,3.01807884469549,5.70898839243207e-16,8.1678703866139e-16,2.91521797467242,1.47385359512387e-15,2.13597356874324e-15,0.0355176969581872,0.921731770829082,0.928651679018489,0.329927692455828,0.3940595990398,0.467456234201856,2.83307801003743,2.33171289428724e-11,3.77007072787165e-11
"CM002236.1",208394,209343,".","-",3.80230475311645,1.06778975493568e-30,3.49505817347241e-30,3.0542282055822,4.90021280031883e-24,9.39440796861124e-24,2.7579612226121,1.6400266750679e-21,2.93455439725482e-21,0.546128235013829,0.0318646522884605,0.0404181128271399,0.62603513763177,0.0225597013629704,0.100651752515622,2.70487929909984,4.12911259150813e-16,9.79022808799278e-16
"CM002236.1",210486,212487,".","+",4.30124665672481,1.49828314680403e-32,8.24055730742218e-32,2.51485280121179,4.34787629519566e-18,6.57077701368533e-18,2.74657111400418,3.06241860922094e-20,5.1890981989577e-20,0.319176506366372,0.203212845524706,0.232292707575942,0.326520393256434,0.235695752416665,0.31693757489295,2.94352726944115,8.7150691386926e-17,2.302287949631e-16
"CM002236.1",214619,215734,".","+",4.25960913599234,4.35795695738934e-31,1.52301516583763e-30,2.98630906428261,4.01121151797891e-21,6.69533066806928e-21,3.29118393774227,9.3175391468268e-24,1.86073475223833e-23,2.95307696551812,1.49734377898809e-20,3.42907056553244e-20,0.316554063875224,0.278845576472867,0.353877622265405,2.91594700867993,9.10686624794804e-16,1.99696315437031e-15
"CM002236.1",216104,216521,".","-",4.44108702978876,7.25179272198037e-30,1.9942429985446e-29,3.43350167072086,2.96487828889487e-22,5.20794065928916e-22,3.72254919989936,1.11494475926417e-24,2.35260356435931e-24,3.84106627236211,6.70609182370838e-25,1.85941636930096e-24,0.668272898973388,0.0477851281450496,0.124496221556944,2.74074678214122,4.85075966630981e-13,8.67962596291702e-13
"CM002236.1",219395,220979,".","-",4.03947912697754,2.131025841904e-30,6.71323164280554e-30,3.16904075371894,2.45045937398135e-23,4.56738399983746e-23,3.25017788531937,3.31230013717137e-24,6.81764844184659e-24,3.75878774657844,5.85280803963537e-28,2.05614355737976e-27,0.666258284835257,0.0204787866322524,0.0966062152570666,3.16996425979847,4.19777758188374e-18,1.42258018052727e-17
"CM002236.1",224661,224874,".","+",2.0099631691681,5.17562888127628e-09,5.26987402023731e-09,1.36403866397698,8.76524825078727e-05,9.90148413514858e-05,1.90786591447072,6.66460161403792e-08,8.3744338633323e-08,3.08326287420243,5.2280575074792e-15,9.96598462363222e-15,0.703451197343407,0.0903143192361911,0.170427284669068,2.14604186822562,2.93328051298232e-07,4.17883487093659e-07
"CM002236.1",243323,246248,".","-",2.81992824620168,5.86693385767989e-22,7.79547053168952e-22,1.19931502248206,7.39411704693762e-07,8.71960024340096e-07,1.18786618005275,9.1488537099311e-07,1.1181932312138e-06,2.80449517388616,1.87741748062284e-21,4.45140328444497e-21,0.694356964396141,0.00950114522786548,0.0923951948970686,3.06268898163955,1.74902894701552e-18,6.86314867513109e-18
"CM002236.1",246886,247478,".","-",3.61108778006668,8.47923178718749e-27,1.4816574294799e-26,1.68671911193339,8.78979512344828e-10,1.10448549210371e-09,1.9221289002997,5.8656254306904e-12,7.95118113938032e-12,3.81052230297231,1.5251502896213e-27,5.1685648703833e-27,0.598936103941459,0.0487665093658652,0.124496221556944,2.75208558329172,7.97567204590103e-15,1.63160851914622e-14
"CM002236.1",249096,251944,".","-",2.63883797930724,5.13154955742449e-20,6.41204795722874e-20,0.895113263580421,0.000179641116548153,0.000201570550508045,1.31498860335035,1.09437936818291e-07,1.36239064202362e-07,3.01664200138684,4.61643202369799e-23,1.17780452011458e-22,0.686831418014378,0.0111189547900251,0.0927285800824433,3.20604265841759,3.07194669173802e-19,1.53826584340016e-18
"CM002236.1",254974,255694,".","-",2.30978169298561,3.28712090498582e-14,3.56902609586648e-14,1.48940042684055,1.67955798767182e-07,2.01607050040749e-07,1.54594369371552,6.99093910774035e-08,8.76807503045565e-08,2.84583414828095,7.28321924335609e-18,1.51301551464147e-17,0.390746622832537,0.223411613025189,0.305314037352142,2.61615651708013,1.44156823526937e-12,2.49302135532409e-12
"CM002236.1",256165,256694,".","+",3.68124179118813,3.04793905657037e-24,4.52470598884672e-24,3.22158921646531,2.72250551142907e-20,4.42324745319347e-20,3.01727970951127,6.3836641691814e-19,1.0421991867447e-18,4.70318775369755,2.48602819906291e-30,1.08319800102027e-29,0.806582444265547,0.0171990581837136,0.0943081503844202,2.92932978429798,5.19897630744434e-14,9.91054858606577e-14
"CM002236.1",257492,259361,".","+",4.16417201325009,9.39393589896446e-32,4.20222065880343e-31,3.63949912059148,1.15111185810492e-27,3.20496289123817e-27,3.70544547365025,2.75438502427662e-28,8.44787854108549e-28,4.77048520831457,1.34933543571233e-35,2.9206583140741e-34,0.469006427977476,0.0889283135174595,0.169519597642657,3.03934022194661,1.48845725396557e-17,4.51925256747011e-17
"CM002236.1",262019,263387,".","-",4.44947809392174,3.27971720283546e-31,1.18690423112557e-30,4.00061395756572,6.0220749748006e-28,1.76454685942847e-27,3.97140684007432,6.21099049301379e-28,1.78865863554174e-27,4.35027245627849,2.85306690952429e-30,1.23510186857471e-29,0.622944197453372,0.0387404091769177,0.115824076574439,2.84554840812543,1.21612353629911e-14,2.44317033789431e-14
"CM002236.1",264035,265388,".","-",4.21135281173576,4.86992784466155e-30,1.38462778973216e-29,3.80763484962474,5.69059583334198e-27,1.4629845992998e-26,3.77858462313979,6.97558434855453e-27,1.81419267359694e-26,4.07541344895506,8.91335864154685e-29,3.34126460808823e-28,0.507009977644291,0.0885474985962191,0.169519597642657,3.0335064185702,3.80171544551356e-16,9.07811766526548e-16
"CM002236.1",291632,292877,".","+",4.73519985015797,6.76196865988054e-34,6.13146077132411e-33,4.60840338304072,8.18718100997871e-33,7.13454345155288e-32,4.59027349790556,6.62545444736431e-33,5.42156089534323e-32,4.97995845371713,4.01955250226629e-35,6.57834080248946e-34,0.603406773596258,0.0424753240818873,0.119250805267558,3.41132803236947,6.46635032345798e-19,2.81748121236383e-18
"CM002236.1",293166,294573,".","+",4.41430697931055,1.3220138934446e-31,5.54419576563329e-31,4.12620905818419,2.10336731534731e-29,8.0649112491317e-29,4.28086751310673,1.28822200489452e-30,6.00275670336267e-30,4.96269545234069,1.0179993674892e-34,1.31361072227933e-33,0.70658813992031,0.0180776456170487,0.0943081503844202,3.57028151184043,8.97073647772368e-20,5.73272778719294e-19
"CM002236.1",296498,297770,".","-",4.95465709875798,1.15848162103604e-35,2.24524677414064e-34,4.31339334178436,2.73863782720016e-31,1.50625080496009e-30,4.36151598393552,8.60842041091235e-32,5.5540866305021e-31,4.74915347482393,4.13081691950593e-34,4.26427408152074e-33,0.882180593718275,0.00327612211518241,0.0923951948970686,3.65557745341731,9.50290326534848e-21,1.0121346176268e-19
"CM002236.1",302352,303729,".","+",4.01705369359491,4.51605281682942e-28,9.12732361473656e-28,3.30954652650128,1.30786629691496e-22,2.34020876061316e-22,3.25758880773149,2.23147920751895e-22,4.11352348419015e-22,4.46709047170215,1.01634190873844e-30,4.76898895638805e-30,0.980523703236243,0.00174804273870993,0.0923951948970686,3.12909765434605,2.48554275306339e-16,6.08685834783041e-16
"CM002236.1",8866489,8867649,".","-",1.77812768108056,1.30169805778042e-09,1.33349526224528e-09,-0.455374107898464,0.105323954538014,0.11077174528998,-0.179473293700283,0.520204192274256,0.53454366464935,0.934737285323729,0.00151493964923004,0.00217206090733623,0.737478620433049,0.0223495846668977,0.100648129607304,1.85524677841296,1.37448035013463e-07,1.98766447185417e-07
"CM002236.1",9649954,9651509,".","-",1.89226576743146,9.112810729562e-05,9.14005381096577e-05,2.54120303075074,1.06450719479055e-06,1.25093577531429e-06,2.57590594666317,7.74643223353033e-07,9.50247902869991e-07,-0.263917371498072,0.584634842376087,0.607260029774542,0.265482534893594,0.598790150103192,0.651196419318058,-0.627965045859444,0.26179700165789,0.282420881209717
"CM002236.1",9687687,9688732,".","-",2.82347226051014,3.19043132423368e-09,3.258416162193e-09,3.52776783309304,1.98982882269175e-11,2.58754872098094e-11,3.34309281616019,6.42688996929739e-11,8.42274056523154e-11,-0.663512009657912,0.131183486709174,0.15308542535975,-0.212653197344989,0.630317880734077,0.679973147865862,1.93002414713686,0.000137080321811229,0.000182864604245198
"CM002236.1",9689584,9690543,".","-",3.45122487981532,1.07016843142689e-10,1.1098655602588e-10,3.78050760863232,1.42147592226343e-11,1.85205892007526e-11,3.73408578328124,1.69539610168758e-11,2.26615694070192e-11,-0.468731986183462,0.311714123366556,0.345719300461089,0.678658621736149,0.154673929565664,0.240664948216864,2.84915200240476,8.37783571618835e-07,1.17359661076459e-06
"CM002236.1",9689977,9690773,".","+",3.624857566765,1.40145065590422e-10,1.44672829247958e-10,3.88430446331901,3.35475618365847e-11,4.33726666519235e-11,3.78643326152869,5.34822757937014e-11,7.03658961913209e-11,-0.367337415470893,0.456386552362997,0.48454964657527,0.849778427835794,0.0981373807813599,0.177493753380842,2.99391847796833,9.78900513465217e-07,1.36516300332945e-06
"CM002236.1",9692169,9693340,".","-",3.01252458196793,1.29248505983754e-08,1.31203854031919e-08,3.21589738975452,4.02892446806317e-09,4.96950058468821e-09,2.99293423538112,1.71094734938601e-08,2.1620445789793e-08,-0.384759460142698,0.426249862589585,0.456162133648503,0.397840257350373,0.422771385967912,0.49507783592403,3.09099339992073,6.65641924089554e-07,9.3440529511316e-07
"CM002236.1",9694631,9697675,".","+",1.87190014768341,4.6296248419514e-13,4.97833055921377e-13,2.79979718322958,1.08103498123006e-21,1.83639106938069e-21,2.57558484748634,1.08078843586604e-19,1.79507188234186e-19,-0.852875626040884,0.000832859191947693,0.00121225275010174,0.094679645032603,0.715080032735783,0.756811832753486,2.2117909758883,3.19166053262786e-12,5.42178282884379e-12
"CM002236.1",9759596,9762612,".","+",4.05072691616378,2.02682004895747e-06,2.04203641569139e-06,4.67397193188028,2.26158061087237e-07,2.70985819624172e-07,4.5923686948964,2.88038758173909e-07,3.57914827286468e-07,0.0613860960327774,0.931176391696012,0.935358321598839,0.210907201648359,0.784773064214342,0.816407327267944,2.81931589848378,0.00217137210074034,0.00281816379032257
"CM002236.1",9770840,9772169,".","-",4.26186925163829,2.64858243920202e-28,5.53644491185219e-28,4.84239912627299,1.29083265639691e-31,7.73347064680652e-31,4.36095045644873,7.516293241183e-29,2.48444963784916e-28,-0.697682027417027,0.0210211162698049,0.0272300560174499,0.143914424419111,0.642246953293291,0.689516329055677,2.75073226101149,4.12766238331931e-13,7.46539476875272e-13
"CM002237.1",8926,11029,".","-",5.03178731185222,1.16683099225716e-41,1.11849085114936e-39,5.0987115018175,6.36361934799491e-42,6.09998368929226e-40,5.0531878563261,9.67920104983766e-42,9.27820557777295e-40,0.365944303382052,0.104699217733033,0.12434190282985,0.334164505884377,0.174546295348563,0.259690829664935,3.14653543484414,4.47559985858277e-21,6.12883164307968e-20
"CM002237.1",11641,12594,".","+",4.8953415079297,8.54666357870364e-35,1.0620020854278e-33,4.99179555953855,4.97618698771467e-35,8.56159350963217e-34,4.88912678329491,1.2892876874954e-34,2.05979056740337e-33,-0.941572900365125,0.00224185141006577,0.00316639641544543,0.146602325583002,0.625778906454726,0.676163681531596,0.713786921837157,0.0239557521814767,0.0289106289816023
"CM002237.1",12520,13311,".","-",4.48517876137293,2.39308850157629e-33,1.82472998245192e-32,4.87584546154877,1.72511615969305e-35,3.40456747986481e-34,4.61550171881671,5.17853219440907e-34,6.43480574527498e-33,-0.62526133984047,0.0305211003040951,0.0389347116046537,0.179035865236485,0.536955104878722,0.593569811159181,1.41256337326689,6.7319575220201e-06,9.2186601985214e-06
"CM002237.1",15942,18173,".","-",4.18519806024631,2.70176655167941e-35,4.1201939913111e-34,4.7209533254607,7.02694616526232e-39,2.61948937605056e-37,4.38739646730125,1.08558360400454e-36,3.46869808708116e-35,-0.433840878951506,0.0666071245846289,0.0815572638618357,0.159662196934363,0.517053529801653,0.575361390542138,2.89905323612199,8.50575802658116e-19,3.61225546571896e-18
"CM002237.1",19041,19908,".","+",3.86145469304027,2.98082990453556e-29,7.34220270329453e-29,4.16271630688446,4.14624409019668e-31,2.22570382761758e-30,3.92103867402896,1.47206640352331e-29,5.54919413912438e-29,-0.491876445479698,0.0782634196174924,0.0947919757460964,0.312937094170852,0.273799157556494,0.350259823148112,2.89305154255388,2.96242601879469e-16,7.15031603816991e-16
"CM002237.1",34370,35627,".","-",3.93498964945421,4.02830762742545e-30,1.17012745368073e-29,4.04208785790704,1.16524927820623e-30,5.67197377655137e-30,4.00518628450356,1.41933572460647e-30,6.56809842214442e-30,-0.235949325678809,0.374051715500027,0.406130584305045,0.398999286401404,0.152193194980661,0.23916073496961,3.1288616802345,3.58916636678513e-18,1.25433887089209e-17
"CM002237.1",36176,38253,".","-",2.48103937097007,5.42249230258056e-18,6.37214069182408e-18,2.98507473784029,3.01805812826177e-22,5.27374219808242e-22,2.76810085525811,1.7664333522155e-20,3.01597144869365e-20,-0.814307201106078,0.00226949450722165,0.00318583852373583,0.0468019001556035,0.863014412843728,0.886803477822575,1.71133239136603,4.12567239763613e-08,6.00504594102786e-08
"CM002237.1",40798,41401,".","-",2.37648415725784,3.0871926463438e-14,3.3573845473204e-14,3.11628545597946,8.7734083623909e-20,1.39832708103665e-19,3.08661540667403,1.34269059716894e-19,2.21907731699596e-19,-0.410074614125297,0.216779623175345,0.24612373460348,0.126573446290993,0.701547064731859,0.743881506178706,1.3789812479341,6.8521025498444e-05,9.21394952093305e-05
"CM002237.1",51942,53778,".","+",2.89790013475331,6.40476340094681e-21,8.21720122760097e-21,2.93101970874672,4.8151939540061e-21,8.01735767528063e-21,2.78427644626216,7.03298391392326e-20,1.17978305156063e-19,-0.62211036035648,0.0227540201564212,0.0293614375479973,0.31640927856789,0.262548444458044,0.343411318189761,1.85930366581251,9.80898282956859e-09,1.45294204826502e-08
"CM002237.1",56203,56983,".","+",2.52487258329067,2.51224036778033e-17,2.90640221858724e-17,2.90886439769815,2.27965258489886e-20,3.71273515647363e-20,2.95993837976345,6.43975515492014e-21,1.1282182007706e-20,-0.482394723898124,0.0989308112354469,0.118329009516907,0.281858415100711,0.342780129877295,0.418953492072249,1.5855872332852,9.39540222266212e-07,1.31339893570964e-06
"CM002237.1",70444,71887,".","+",2.75608911813862,9.21523050737246e-21,1.17779422294227e-20,2.65394619277905,1.15725433475874e-19,1.82710037323085e-19,2.83440160127257,2.43510905400827e-21,4.31123529086953e-21,-0.716803330569661,0.00861392860385546,0.0117002957351964,0.623501459647332,0.0265541817629871,0.100890367104368,0.745830055524258,0.0115609869290428,0.0143655967210884
"CM002237.1",73201,74342,".","-",2.99754195997401,4.45420649588433e-22,5.97754511747677e-22,3.14571594876772,4.77759841632866e-23,8.75893042993587e-23,3.30343022171877,1.88090244962905e-24,3.91952032205307e-24,-0.376801091982048,0.173161653988702,0.199641700732679,0.582228803165875,0.0427417570292499,0.119498829027611,0.368439174781267,0.221104209509835,0.240455307262721
"CM002237.1",74558,75400,".","-",2.55288642198829,1.48949410703673e-16,1.69974582622729e-16,2.98400608482951,9.66144048722682e-20,1.53621482628654e-19,2.82986086794577,1.19884681802697e-18,1.93371686273101e-18,-0.459801289272942,0.129823384641554,0.152027035068906,0.176919414798217,0.570450837693885,0.623408000150809,0.0585016460158445,0.859937425768992,0.86639341244894
"CM002237.1",76424,78257,".","+",2.16315354366891,7.20153294285233e-15,7.96083789893561e-15,3.01021791537104,3.01218855680802e-22,5.27374219808242e-22,2.77052787018905,3.08759033526255e-20,5.21857207798783e-20,-0.845461462500619,0.00195869961964194,0.00277275832232014,0.360657636767978,0.194077428576708,0.276488226273823,-0.207377799731264,0.486693507852495,0.508678105559228
"CM002237.1",107019,108114,".","+",3.36664662484285,1.01657370648186e-24,1.53630846182281e-24,3.43656283670376,5.37159867177352e-25,1.12635709648751e-24,3.81551279540881,5.49726674048892e-28,1.59682510080869e-27,-0.483376606951547,0.0878045725799198,0.106156519281308,0.351606854334513,0.226362036901628,0.307467463078932,0.718874913808187,0.0191430562370548,0.0233545286092069
"CM002237.1",147606,148334,".","-",3.11141762727789,2.02647179452268e-23,2.89311185983982e-23,3.16108409469528,2.05295093624614e-23,3.84784938050603e-23,3.06629776775528,6.94814650261722e-23,1.33205894378747e-22,-0.0818722177189573,0.771674174708985,0.786920017066458,0.752951910385433,0.0112325474835871,0.0927285800824433,1.0137288465194,0.00097877434447433,0.00129028995116361
"CM002237.1",562860,563629,".","+",2.72041562154839,2.12990553724876e-19,2.5797231326605e-19,1.06028938599719,4.84772740799234e-05,5.53201546048105e-05,0.47215041160186,0.0668182814729554,0.0720097386883035,4.80699652005028,8.5158523741467e-35,1.14282738861049e-33,0.594166470429836,0.0455259355699613,0.122685598876128,-0.648432003885571,0.0484713983075525,0.0567614454875527
"CM002237.1",564402,565440,".","+",2.81942005142537,2.14340341783352e-21,2.79390264949847e-21,0.890314237173233,0.000297410663524986,0.000332050840641041,0.636690587661472,0.00916639985608983,0.0103026035233439,5.07376400577628,6.60771764814172e-38,6.33396934557585e-36,0.742830366255107,0.00892724786384814,0.0923951948970686,-0.423980498879418,0.161775177861661,0.178244900402585
"CM002237.1",565861,567505,".","-",2.69188972836365,5.10522801984087e-21,6.57506334225187e-21,0.668842098040324,0.00416825064631815,0.00456263651497469,0.526067518521522,0.0241469988452493,0.0266490727387537,4.77396007445757,3.31091907839372e-37,2.28722145483503e-35,0.745878547556704,0.00569683155038522,0.0923951948970686,-0.586698524008792,0.0449290372656581,0.052797520149311
"CM002237.1",568989,570312,".","-",2.79972430671707,7.86621654428552e-22,1.03698060927615e-21,1.297757810057,1.40239435062348e-07,1.69245793033877e-07,1.10613708090048,5.73245749069565e-06,6.89333149866806e-06,5.11214636255361,4.78944776268045e-39,8.03429862189646e-37,0.830249711119745,0.00256531897605359,0.0923951948970686,-0.636963788737989,0.0322916054726341,0.0384860875171181
"CM002237.1",585152,586019,".","+",1.79823844132375,2.45071282212613e-11,2.56541077011955e-11,0.193092611423718,0.438049091539112,0.4480654579615,0.258851747320898,0.30935516245503,0.322325021750505,4.65119779151119,2.98921186406274e-34,3.39959518777304e-33,0.515431614406243,0.0755644830272234,0.158449275347709,-0.468048426310994,0.136785594610046,0.152971889972235
"CM002237.1",1677866,1678593,".","-",3.59813339425966,3.92244748974675e-24,5.77184707372822e-24,1.84643505054334,5.42179122647702e-10,6.83838705444752e-10,2.78822825222624,1.23620309545147e-17,1.91127252776022e-17,3.31793925685095,2.51395744978769e-21,5.9188261361668e-21,0.591807470158894,0.0681398692415202,0.150400829806119,1.73703607830833,5.92958771506927e-07,8.37632285644522e-07
"CM002237.1",1680516,1682564,".","+",3.10013286831775,3.26658416523235e-24,4.83858272598435e-24,0.0806023532556486,0.731688342215699,0.740517160824636,1.26110406001104,3.17541088691616e-07,3.9384486231437e-07,3.64842475595183,2.24777407235756e-28,8.19704566604308e-28,0.6993833081035,0.0105321353463657,0.0927285800824433,0.645038932006403,0.0249036912974532,0.0299469119365431
"CM002237.1",1683361,1684546,".","-",2.82015968021206,1.36990000649237e-20,1.73762363772473e-20,-0.615608179087066,0.0168465364030159,0.0182029403001992,0.0356264346857017,0.888747126538417,0.894076944388723,2.70078812932974,6.61054959655701e-19,1.44015544782135e-18,0.759281694906082,0.00900860735476046,0.0923951948970686,-0.457044418449026,0.144523389174851,0.160821217473176
"CM002237.1",1685913,1686735,".","+",2.83309316202314,6.6087181693971e-19,7.87646517169708e-19,-0.27274408120736,0.333408356207926,0.343124243888832,0.230946916603353,0.406579099638724,0.420361441999359,3.35370982861696,2.78737335352101e-22,6.80119098259126e-22,0.884718752103646,0.00669106221743503,0.0923951948970686,-0.301953651951719,0.375573231796936,0.397491543431773
"CM002237.1",4044659,4046143,".","-",1.64451410734763,6.83126359858313e-11,7.11766750721938e-11,1.73892623680401,1.10427525459318e-11,1.45287979574906e-11,1.05749080219531,1.05015844925626e-05,1.26056586663855e-05,2.59916757793289,1.39080526396613e-19,3.10043299708065e-19,-0.0264362015529729,0.920289058042763,0.935627209010143,-0.82562960329207,0.00545071420822055,0.00697982678190075
