"seqnames","start","end","name","strand","logFC_WT","PValue_WT","FDR_WT","logFC_cac1","PValue_cac1","FDR_cac1","logFC_cac2","PValue_cac2","FDR_cac2","logFC_cac3","PValue_cac3","FDR_cac3","logFC_set7","PValue_set7","FDR_set7","logFC_ash1","PValue_ash1","FDR_ash1"
"CM002236.1",189406,191138,".","+",3.97480241572728,8.84185395123558e-42,4.40127841128171e-41,1.98385544866018,9.14911338280563e-17,1.23210504874657e-16,2.33233068559368,2.71160807012901e-21,4.1507986859378e-21,0.835092516748728,0.000270646179693242,0.000388620155456963,0.58379949760653,0.0202963271178436,0.133716978658734,3.18026046824853,4.60665103043369e-24,2.2147492289785e-23
"CM002236.1",193143,195064,".","-",2.22805837621483,1.44418428945862e-20,1.65896041455759e-20,0.734240707864552,0.000646494688620616,0.000715723938637651,0.786677635375154,0.000269229677460641,0.000313556920716725,-0.374182838085508,0.100992872979942,0.115617053905488,0.139963743479384,0.563822322525065,0.656652687585518,2.06386634109193,2.12919417947033e-13,3.38254961844931e-13
"CM002236.1",195020,196335,".","-",3.63751794329576,1.90994960026278e-36,3.83130188470624e-36,1.29598413147896,2.43801919157199e-08,2.91521156002914e-08,1.28674112535033,3.04192143741803e-08,3.73023942690678e-08,-0.24445666580399,0.321497997741416,0.345122451249572,0.572027519607066,0.0282707080763424,0.137023080515526,3.08273125810201,4.0151926199867e-22,1.22090924915433e-21
"CM002236.1",195780,197290,".","-",3.50335918298291,5.83972552318035e-37,1.22634235986787e-36,1.37617867795931,8.01664019273474e-10,9.83062446992289e-10,1.42521297212575,2.16260443929952e-10,2.73171087069414e-10,-0.363005258998566,0.121413423779444,0.137588230657312,0.236652065111828,0.335620412224535,0.455630135383611,2.91151127349793,7.54347267831702e-22,2.17562817160045e-21
"CM002236.1",197194,198497,".","+",3.92396336341284,3.50831198368993e-41,1.52102300196105e-40,2.52800987742288,1.19459047162695e-23,1.84120366269108e-23,2.60385625691459,9.32942645745723e-25,1.55954591527643e-24,-0.18426382492242,0.432019947648341,0.459362982309628,0.289235594373348,0.251351518153532,0.367991765139811,3.19439976011224,3.6952358337732e-24,1.8812109699209e-23
"CM002236.1",208394,210343,".","-",3.54683170384219,2.77172597740037e-39,8.06320284334654e-39,2.60642190477245,1.2140232033437e-26,2.06016058749233e-26,2.4885913772777,4.29783610615614e-25,7.311761679334e-25,0.370406802417417,0.0897300549688636,0.103251022155953,0.391879861072728,0.0972054247277726,0.204131391928322,2.57732418992782,1.73845998555331e-19,3.89415036763942e-19
"CM002236.1",209486,212487,".","+",3.98119002024295,5.38357888511261e-41,2.28972469037701e-40,2.37235301220259,2.22931521129237e-21,3.26383403483328e-21,2.56974621655555,6.34852718536384e-24,1.03800736461423e-23,0.222063506013363,0.325772722975169,0.349153540413578,0.25602085910471,0.301530709932659,0.420391363225615,2.77211177229795,1.44991380462926e-19,3.25866915287914e-19
"CM002236.1",213619,215734,".","+",4.08482437177247,9.12591518150503e-41,3.68222179362475e-40,2.71628160948041,1.11520812037372e-24,1.77587643813067e-24,2.92566518094603,2.53521009540061e-27,4.62951408725329e-27,2.52343517683084,5.56624885738306e-22,1.16527078883533e-21,0.301150753458242,0.241985844487217,0.359140456470917,2.86043794580063,1.33087036931169e-19,3.00115734287736e-19
"CM002236.1",216104,217521,".","-",4.32737275879485,3.77843687801683e-43,2.98718774356154e-42,3.2817638562189,3.47852955221959e-31,7.14853779538705e-31,3.52310750967627,3.46956953498394e-34,8.96750279811233e-34,3.56635472995035,2.70967719865892e-34,8.39125842165342e-34,0.585835693866308,0.0270906281314578,0.136884823425753,3.02536994837181,5.11037674614696e-21,1.3736692693643e-20
"CM002236.1",219395,221979,".","-",3.81650543224428,2.29603008030145e-37,5.05879414413958e-37,3.01484884232905,6.89170482462583e-28,1.20919729560015e-27,3.08478145117593,7.21192047993337e-29,1.37682118253273e-28,3.66820069025984,2.25021755143943e-35,7.37632290032827e-35,0.56723279766326,0.0301250292381304,0.137023080515526,2.99003515253564,1.50444875814039e-20,3.78647777329715e-20
"CM002236.1",223661,224874,".","+",2.29295811829952,1.29490014671263e-20,1.49257787065333e-20,1.31478923070975,9.50414086281726e-09,1.14253714844601e-08,1.93515416085738,7.64526734232912e-16,1.04635838167926e-15,2.79864425081847,2.71835202244254e-26,6.21337605129724e-26,0.193043341305596,0.447654252053889,0.558114392171082,2.37013435432937,8.98963678114438e-16,1.58557373147743e-15
"CM002236.1",243323,247248,".","-",2.94065215388925,5.03462146228237e-28,6.75302519491766e-28,1.24487605440456,5.78442584431329e-08,6.89208185705414e-08,1.31876944338609,1.0722822038607e-08,1.32458389888675e-08,2.9782116711056,3.74607806097134e-28,8.92682431550616e-28,0.573089080511532,0.0237004401121794,0.136884823425753,3.01395451154142,2.15531890275012e-21,6.03489292770034e-21
"CM002236.1",246886,248478,".","-",3.54694185236691,5.70252836275031e-37,1.20128497171417e-36,1.80294213442118,1.7002393269872e-14,2.22721408915283e-14,1.98274004797587,7.45665327728255e-17,1.02892628384679e-16,3.77937245664134,2.96270661867496e-39,1.27624285112152e-38,0.551679837892053,0.0281366769987682,0.137023080515526,3.12638487524765,1.26560110184681e-23,5.28250894683886e-23
"CM002236.1",249096,252944,".","-",2.24289581203268,1.31173805116541e-20,1.5093972095602e-20,0.651585890998354,0.002340708148084,0.00254936122449343,1.01101775091664,3.54747703013893e-06,4.24182306806648e-06,2.65053496169079,1.46190117555959e-25,3.27465863325349e-25,0.459812362498356,0.0577963500605162,0.161829780169445,2.91326569612732,1.02590769525361e-21,2.9212286915696e-21
"CM002236.1",254974,256694,".","-",2.95854621449214,4.55716803696382e-28,6.13710805779496e-28,2.34131103759234,3.24027200640273e-20,4.61326861928525e-20,2.19623705034843,1.78409853388027e-18,2.52935488347583e-18,3.76629470966994,4.02911785014888e-37,1.45568128779572e-36,0.441461481509894,0.0883898813295844,0.195101638038996,2.90197057984576,3.39235296521182e-20,8.20022011734657e-20
"CM002236.1",255165,256694,".","+",3.06947290991118,2.48958626559317e-29,3.47817457479961e-29,2.44771695695565,2.02050892207289e-21,2.97107657687742e-21,2.31170126032979,8.54246258437764e-20,1.24523532683336e-19,3.92734101842002,8.894154566896e-39,3.71234277574789e-38,0.469319169900781,0.0719924501716497,0.177212185037907,2.93858904144445,1.80637493438338e-20,4.51257976173098e-20
"CM002236.1",256492,259361,".","+",4.03502411635469,5.82188416979048e-39,1.55868771398375e-38,3.51720668047713,3.938048190375e-33,9.03197400659385e-33,3.50030077113881,4.8342472160353e-33,1.15199082594884e-32,4.70558972030103,1.57598084884652e-45,1.8259640179739e-44,0.484464018077597,0.0647791447584614,0.171374399622035,3.09577003123693,4.59508891302373e-21,1.24012038134616e-20
"CM002236.1",262019,264387,".","-",4.34256604532726,9.15075951689484e-41,3.68222179362475e-40,3.78703879203799,7.15286036273725e-35,1.92268886550377e-34,3.87118169927328,7.21252795652847e-36,2.19313067275436e-35,4.18292814556886,6.58416567672658e-39,2.78274171997501e-38,0.442563856036473,0.101233136278004,0.211269153971486,2.7816064671874,1.75002630844522e-17,3.36346977242146e-17
"CM002236.1",264035,266388,".","-",3.48670792791962,1.66937409282343e-33,2.75631299847013e-33,3.35283172074189,9.30962371639668e-32,1.96731670988005e-31,3.14999105028725,1.6909455607847e-29,3.35196288155552e-29,3.48337090524998,3.90770476068555e-33,1.1270290125239e-32,0.242027413106126,0.349504156757546,0.468795994692756,2.48478095004389,8.43453325201582e-16,1.4955161861094e-15
"CM002236.1",290632,292877,".","+",4.6561732007358,2.80442834274733e-46,6.28191948775401e-45,4.49384802549772,1.93977472891188e-44,3.10363956625901e-43,4.50832184931941,9.58776476616611e-45,1.8949935067246e-43,4.78142505708649,2.80908352822819e-47,6.29234710323114e-46,0.516358627990502,0.0468499607701915,0.155857295235489,3.34122670310661,6.65259233132197e-24,3.00036378969689e-23
"CM002236.1",292166,294573,".","+",4.48370312650545,3.11942395446376e-43,2.5256059004815e-42,4.18477126387577,5.27423062534666e-40,2.85829272599432e-39,4.31471232093598,1.79908082349597e-41,1.33313089125283e-40,4.89625607774892,5.88122141827256e-47,1.06815697110248e-45,0.567865777001786,0.0333219701754304,0.140119848106442,3.57468590864535,3.81049349279584e-25,3.28288670148564e-24
"CM002236.1",296498,298770,".","-",4.71370986539912,8.0220513503988e-46,1.63358136589939e-44,4.14472742126274,6.58174119696429e-40,3.4826221136693e-39,4.19119505340163,1.57587567072663e-40,9.739375788643e-40,4.6404583623893,7.08347377731458e-45,6.43255997075054e-44,0.710050414947364,0.00784168606174132,0.131394993011867,3.51262204749221,8.48169418582109e-25,5.81601887027732e-24
"CM002236.1",301352,303729,".","+",4.06634700615376,5.72425484517007e-38,1.34499973984416e-37,3.47693227525482,1.78660384643566e-31,3.6941470301685e-31,3.41193315628248,6.65004441427329e-31,1.40972550359358e-30,4.44250811553109,1.71881270095345e-41,1.02216118145196e-40,0.92201431783233,0.000899440632970411,0.100737350892686,3.01027125019982,1.77999601223549e-19,3.96095235319655e-19
"CM002236.1",8866489,8868649,".","-",1.67504899006284,3.5299238275125e-12,3.63820369952209e-12,-0.540049657966176,0.0191271300444077,0.0205326380029424,-0.23521923448133,0.30394358661417,0.314715085061205,1.01313235590072,2.35569086298054e-05,3.58962417216082e-05,0.525890135934661,0.0435046662674188,0.152195228351803,1.84093597270926,3.10794859332085e-10,4.53045868701e-10
"CM002236.1",9649954,9652509,".","-",1.96919755656541,8.71984152562374e-05,8.73283681850843e-05,2.63501208563097,1.07591406239769e-06,1.24229252565506e-06,2.6673521022874,8.30147469557905e-07,1.00334370421387e-06,-0.247137575685626,0.607869117706943,0.635284676670398,0.216166072270716,0.674194201043971,0.75009685943965,-0.52870298261861,0.348426879294992,0.36860850956663
"CM002236.1",9687687,9689732,".","-",2.80926993177771,1.66504419732381e-10,1.69275295098578e-10,3.4359085836661,1.03718027875992e-12,1.32004762751262e-12,3.25562271954657,4.00767201172480e-12,5.21929378271137e-12,-0.743759359312563,0.0458934699723013,0.0547787066099226,-0.0828252517764839,0.826927781717458,0.876491276520713,1.95576193698957,2.01047403790664e-05,2.64391106354845e-05
"CM002236.1",9689584,9691543,".","-",3.22035744249303,3.35113470551827e-10,3.40175607569226e-10,3.44566999793077,7.265642240486e-11,9.04168812149369e-11,3.31504021727171,1.73026120596118e-10,2.1979877701435e-10,-0.626561272303432,0.143005311760842,0.160433338068924,0.341235756683051,0.443124122665772,0.554524041771693,2.92690075234667,3.32842851602873e-07,4.57403673368365e-07
"CM002236.1",9688977,9690773,".","+",3.19368626525861,2.22097664635778e-11,2.27514680846407e-11,3.59521582154987,1.16003810950487e-12,1.47362119014608e-12,3.46271186637982,2.87786366970029e-12,3.75519298259921e-12,-0.605446685219879,0.119319242222772,0.135443464144768,0.331966789771279,0.409008410279275,0.517615163291286,2.6500186088653,2.52344184933035e-07,3.48203885574947e-07
"CM002236.1",9692169,9694340,".","-",2.43884849779448,3.69518175429693e-08,3.71175207606508e-08,2.6514808066934,6.89529219222283e-09,8.3338783330463e-09,2.45671267305594,3.45876963460109e-08,4.23368523579587e-08,-0.716232282272473,0.0746916916909865,0.0868387834192784,0.197833890236414,0.632108695753118,0.720120631372324,2.79050289154754,2.15951073195577e-07,2.99214682860676e-07
"CM002236.1",9693631,9697675,".","+",1.7200993339011,1.68324527781097e-13,1.75916147230011e-13,2.57812416825231,4.37909765451167e-24,6.81192968479593e-24,2.35663714050452,2.5130323085602e-21,3.87329750310195e-21,-0.937284247165744,7.12473575061399e-05,0.000106160142448173,0.0651647896395757,0.789290176724514,0.844590762354894,2.12396093208709,1.98957194095159e-13,3.16822830407458e-13
"CM002236.1",9758596,9762612,".","+",3.87986948947241,3.18974084837043e-06,3.19926246284317e-06,4.60643545384184,2.26079233236692e-07,2.66068729833725e-07,4.48507482622474,3.39102869109053e-07,4.1282088413276e-07,-0.141484884469089,0.838432558872218,0.85757485473688,0.107670964318583,0.886576209583231,0.91799570545444,2.7074662731798,0.00272283592239693,0.00343937169144875
"CM002236.1",9770840,9773169,".","-",4.14633823831026,4.51646303684243e-20,5.14417484874256e-20,4.84068016772181,1.0661986131035e-22,1.60646965920527e-22,4.29545267073829,1.15070773965615e-20,1.7299230448522e-20,-0.570994989370741,0.0690685356474347,0.0805799582553405,0.11432360482746,0.729293934164422,0.799486988186773,3.04115715681962,1.23363708155841e-11,1.85875362961268e-11
"CM002237.1",8926,12029,".","-",4.93384752006381,3.00466704919331e-53,2.88448036722558e-51,4.99982903420033,9.7511977667617e-54,8.19100612407983e-52,4.9564689395952,2.04825131418841e-53,2.29404147189101e-51,-0.0324322929475077,0.882217837106226,0.896899223200279,0.244924962658958,0.304781946800047,0.422798624688949,2.78316418895277,7.97685666857092e-21,2.0538113721378e-20
"CM002237.1",10641,12594,".","+",4.88763668370095,4.72605809224678e-48,1.58795551899492e-46,4.88746249792282,8.49014755249872e-48,2.85268957763957e-46,4.8621827277017,1.04202113300563e-47,4.37648875862367e-46,-0.860870439078146,0.000848470361166738,0.00118048050249285,0.123403491345646,0.637369597639671,0.722280555841246,1.47354615353082,3.59600555354444e-07,4.92162063540094e-07
"CM002237.1",12520,14311,".","-",4.09390757867361,3.70714642150415e-39,1.04603930734329e-38,4.88685862732004,9.97663214727685e-47,2.57857569345002e-45,4.33132755776001,1.69614787973776e-41,1.29524019907248e-40,-0.30052853248526,0.231877247129297,0.253884392977406,0.48532885411985,0.0680610982562606,0.173894891802302,2.43660960650285,6.95636874394182e-15,1.16575556008202e-14
"CM002237.1",15942,19173,".","-",3.91532001144293,2.19822150643805e-40,8.00686113769448e-40,4.40924361614677,1.41518684448192e-45,2.97189237341202e-44,4.08500026377128,3.370468654326e-42,3.33081608192217e-41,-0.677041481985112,0.00375889437580643,0.00492393181392187,0.0394356489242612,0.871912563548235,0.909821805441637,2.59990492020474,5.77061986962463e-18,1.15412397392493e-17
"CM002237.1",18041,19908,".","+",3.40040103583242,4.65093301023073e-35,8.49300810563872e-35,3.69252681894281,2.66817279368211e-38,1.08012778153878e-37,3.34389014399153,2.96201410549555e-34,7.7450329918016e-34,-1.08606796790067,7.97773167938573e-06,1.23242199736717e-05,-0.117277847885387,0.632248768615582,0.720120631372324,2.29161145951407,2.83759744275429e-15,4.81531687255274e-15
"CM002237.1",34370,36627,".","-",3.54595293066264,5.12401675400906e-35,9.30632232079483e-35,3.85916391047586,2.54357107224438e-38,1.03592712760498e-37,3.66191649596132,2.75495928030564e-36,8.65108708581958e-36,-0.493466537833839,0.0405406981374853,0.0487358660972989,0.300273221426249,0.237703500598873,0.355761141208113,2.7576648967845,8.19842767464442e-19,1.76017360938053e-18
"CM002237.1",36176,39253,".","-",1.99636266042049,1.2794792148635e-17,1.40034207229361e-17,2.51118202463959,3.21638307645842e-24,5.03825041347333e-24,2.28363099715905,2.62453551646648e-21,4.03589900930315e-21,-0.973852703785218,2.81559785207484e-05,4.25186911594222e-05,-0.21136319138092,0.373499717979441,0.488310915334989,1.22875286246801,3.4703480228432e-06,4.60884164298544e-06
"CM002237.1",40798,42401,".","-",2.04053013481935,4.81673670348221e-17,5.23761660961173e-17,2.78629554243804,3.22985595624787e-26,5.38576477071606e-26,2.61729853123099,3.73587421347982e-24,6.15320458690794e-24,-0.576695846305434,0.0208078953586351,0.0256097173644739,0.268729016139546,0.290523380115569,0.411881247758782,1.52891173288781,5.18716428447431e-08,7.23189709370692e-08
"CM002237.1",50942,53778,".","+",2.6584930250464,9.74175313096542e-25,1.19679307203085e-24,2.73315813064587,1.52194325403228e-25,2.48239288036334e-25,2.66904262402736,8.5977834648464e-25,1.4408255581987e-24,-0.777252302080662,0.00117928601298324,0.00162430269033428,0.285339589016166,0.254640639371621,0.371189825721756,1.53923240291823,4.19512211333802e-08,5.87317095867323e-08
"CM002237.1",55203,56983,".","+",2.86351295605276,5.34748019477041e-28,7.15203131831647e-28,3.0440448766295,4.31264247588797e-30,8.14071838145144e-30,3.12128213995941,3.80041828048484e-31,8.13337924995483e-31,-0.393819819927631,0.0979466159209706,0.112513035724602,0.326151381340881,0.191014507044469,0.313077435936301,2.23969973279497,1.37913373325635e-14,2.28834041666238e-14
"CM002237.1",69444,71887,".","+",2.38658377898253,6.12532315359096e-23,7.27246847917513e-23,2.40001927745824,5.99860518278031e-23,9.05856782658061e-23,2.54004559161077,7.30331311172615e-25,1.22695660276999e-24,-0.784025387044126,0.000746864177734214,0.00104127121874978,0.555676813409791,0.0225301357279907,0.136190163911773,0.372248514912289,0.149227181507729,0.164664476146459
"CM002237.1",73201,75342,".","-",2.77179534834196,1.4561058209358e-26,1.88173675320934e-26,3.0456314627682,9.10841159396892e-30,1.68618528681739e-29,3.07501352755295,3.17737065468952e-30,6.54967202439067e-30,-0.480671714597382,0.0433089050180549,0.0518780466526433,0.354415000759535,0.157132254047945,0.276421138011045,0.373306484290256,0.163804662381662,0.178695995325449
"CM002237.1",74558,76400,".","-",2.32558279141591,1.24890998120951e-20,1.44452238790497e-20,2.80126440831911,2.21721471251872e-26,3.70638877316562e-26,2.62870236759659,2.52155591045225e-24,4.18391499215781e-24,-0.787073380862454,0.00131080859488107,0.00179401909523438,0.309995520916301,0.223151818729413,0.341143990192308,-0.0396631587541013,0.884820872572342,0.895481365012972
"CM002237.1",75424,78257,".","+",2.10026283023333,3.14704667414375e-18,3.46691043446656e-18,2.85865596991764,9.5027111511422e-28,1.66297445144988e-27,2.6620029339632,2.65905355052427e-25,4.570035769699e-25,-0.924001379359724,0.000101885473256885,0.000150147013220673,0.336987504515924,0.172819873707825,0.292531373127604,-0.248639856534888,0.351827372156377,0.371158546450683
"CM002237.1",106019,108114,".","+",3.24839497866808,8.32094319431696e-33,1.33452835956587e-32,3.29990760493146,3.13525345711584e-33,7.24017293189636e-33,3.59231573899175,7.7556079116719e-37,2.65906556971608e-36,-0.424231023870859,0.0711741751494786,0.0828926268638642,0.39153314424204,0.115541447057971,0.226366916685005,1.15394878992821,2.08261953149604e-05,2.73343813508855e-05
"CM002237.1",147606,149334,".","-",2.6643091165515,8.66318135131184e-27,1.12387217530532e-26,2.55073033419002,4.74630982276111e-25,7.61222004986984e-25,2.45329106413987,7.00185995693402e-24,1.14205094443196e-23,-0.435919346001115,0.062794870516647,0.0739021943733569,0.368015619233974,0.12952844994324,0.241128501232915,0.631231507936509,0.0148551696239784,0.0179867999771414
"CM002237.1",561860,563629,".","+",2.16745159336891,5.79536799176744e-20,6.56743219303157e-20,0.459813285497286,0.0309540035128246,0.0330176037470129,0.129532795584374,0.545403971484243,0.552807645305296,4.2589912417993,6.34617205023707e-46,8.04646720331945e-45,0.317637694050038,0.190552012307107,0.313077435936301,-0.702207118446248,0.00903209821755776,0.0111368256921079
"CM002237.1",563402,565440,".","+",2.69486846213386,4.65358320155446e-26,5.94526218905817e-26,0.850768710729206,0.000113310174026974,0.000126907394910211,0.517202191211546,0.0181566500206746,0.0201009370904338,4.85918869811297,9.44406089774024e-51,1.05773482054691e-48,0.668777286222212,0.00774095804036627,0.131394993011867,-0.383031338117812,0.155335020262016,0.170563943817115
"CM002237.1",565861,568505,".","-",2.58518991918702,2.6177870978883e-25,3.28200173466593e-25,0.727715754741851,0.000685736006180162,0.00075791874367281,0.567535396691171,0.00797296733383043,0.00891486530504833,4.71115610966905,2.20331081613689e-50,2.11517838349141e-48,0.636852818670825,0.00915565949735794,0.131394993011867,-0.546338235720932,0.0387718045387817,0.0453913809234517
"CM002237.1",568989,571312,".","-",2.5487886539453,1.71541668175845e-24,2.08833335170594e-24,1.12483119326035,3.48386750092007e-07,4.05746786935579e-07,0.833383157270115,0.000132878061736782,0.000155836051460938,4.82333753284474,5.97109627911345e-51,9.33730021793717e-49,0.698641791974792,0.00480842229797977,0.131394993011867,-0.566509514376229,0.0345033810782576,0.0406064309712594
"CM002237.1",584152,586019,".","+",1.29825768447689,2.93905358725979e-09,2.96553154750537e-09,0.0514297138752303,0.807406691055194,0.813459214976147,0.039739421532362,0.852242698821247,0.856064414959459,4.14978558061312,6.63596113145484e-45,6.28079701456007e-44,0.289639476300387,0.228568590927939,0.345164254165337,-0.497985192696084,0.0582449479312142,0.0671365437560479
"CM002237.1",1677866,1679593,".","-",3.20745964065121,2.95138202693152e-31,4.4369770069306e-31,1.2269700864556,1.15449197287582e-07,1.37313027570363e-07,2.20550840746677,1.0717928523633e-18,1.52918215878586e-18,3.06001326642372,7.0320807278442e-29,1.71838481785866e-28,0.348622763300066,0.175319897628764,0.295275617058971,1.3125267384401,2.75937717598249e-06,3.68648402039808e-06
"CM002237.1",1679516,1682564,".","+",2.91403119787993,3.85480752559273e-29,5.34109413855323e-29,0.0489216670120731,0.819305235685939,0.822979250195742,1.34149982085916,2.14919144370381e-09,2.68949096865728e-09,3.43539903339508,2.75207187703764e-35,8.93426232545552e-35,0.552334326776078,0.0245065576593732,0.136884823425753,0.659227671653491,0.0120570302237731,0.0146781237506802
"CM002237.1",1683361,1685546,".","-",2.45941935521516,4.60288892995636e-24,5.58328765510952e-24,-0.70011252858124,0.00122265391819134,0.00133814891372081,-0.238963619171317,0.265445977290628,0.276129561515948,2.37300896371925,2.59956125646076e-22,5.49341246648313e-22,0.547539788794447,0.023678466723678,0.136884823425753,-0.646879291197906,0.0146191056722091,0.0177329224038349
"CM002237.1",1684913,1686735,".","+",2.40703663547326,2.76456613165005e-23,3.29980184807963e-23,-0.596519304431708,0.00614372231948306,0.00664827922494786,-0.21319473050432,0.323321189524628,0.334264368247,2.63044491441342,1.31845053529608e-25,2.97315020039921e-25,0.590907065210142,0.0159837367754419,0.131394993011867,-0.515569721582421,0.0521662837508041,0.0604409356561041
"CM002237.1",4044659,4047143,".","-",1.52802826965057,1.05076075478896e-11,1.07803240796669e-11,1.71623636946406,6.77910493740024e-14,8.77756939871476e-14,1.05208298413158,1.41709957218539e-06,1.70356156083825e-06,2.48014041172041,2.02914211690972e-23,4.4128915940561e-23,-0.113522817227824,0.635840484478636,0.722280555841246,-0.92681517501845,0.000584507505593349,0.000749597411753303
