"seqnames","start","end","name","strand","logFC_cac1","PValue_cac1","FDR_cac1","logFC_cac2","PValue_cac2","FDR_cac2","logFC_cac3","PValue_cac3","FDR_cac3","logFC_set7","PValue_set7","FDR_set7","logFC_ash1","PValue_ash1","FDR_ash1"
"CM002236.1",194064,195064,".","-",-1.57646630307121,5.13564293123761e-07,3.16619454109328e-06,-1.3921855051925,9.49398981287873e-06,4.46151129668147e-05,-2.19570872950703,2.66636552635187e-11,7.92830811375423e-11,-1.70371570392854,3.60695667578603e-07,4.13630526643039e-07,-0.467005573374156,0.177379604732477,0.208026342722904
"CM002236.1",195335,196335,".","-",-2.4328300210121,1.1094095549187e-13,1.38059855723216e-12,-2.3762908862886,3.9817353308994e-13,4.38643629895803e-12,-4.07919934430197,5.99235577335712e-31,8.94858462154663e-30,-3.16739009790116,2.04267106186419e-19,5.21929640141724e-19,-0.679383843030517,0.0585025409576095,0.0748832524257401
"CM002236.1",196290,197290,".","-",-1.98083575520549,9.14116098749695e-10,7.7757723843012e-09,-1.89112203203393,4.61762269809282e-09,3.45476015297603e-08,-3.5815351353259,4.56805111583299e-25,4.32356387301376e-24,-3.15821393196184,1.16037896312857e-19,3.11273501128591e-19,-0.713605079171435,0.0452109234488343,0.0587654556240167
"CM002236.1",197194,198194,".","+",-1.44220637479772,1.20816697044969e-05,6.25635557486875e-05,-1.38766720952723,2.38505669441686e-05,0.000105444611753166,-4.18797135710823,3.41625974648691e-32,6.55921871325487e-31,-3.73974953879621,2.06408180436991e-25,2.52193267733924e-24,-0.862437380098637,0.0182324803833461,0.02675158693801
"CM002236.1",209343,210343,".","-",-1.12799782448984,0.000509179706702168,0.00211215285743121,-1.10116773379301,0.000680531030651143,0.0025127299593273,-3.26315642557446,3.92649894170475e-21,2.61248246418375e-20,-3.1457337648919,4.41606774121924e-19,1.05608452743748e-18,-1.23788412516475,0.000619759181492204,0.00137906678795616
"CM002236.1",209486,210486,".","+",-1.19804333152995,0.000227476361659042,0.000967494398954912,-1.09464631971011,0.000743801409257298,0.00271649210337448,-3.19814469272755,2.0346469767266e-20,1.2099847507613e-19,-3.14795083869329,4.37686801894489e-19,1.05044832454677e-18,-1.23986019131178,0.00061378521127121,0.00137031116934968
"CM002236.1",213619,214619,".","+",-1.45476029875323,1.23486329622915e-05,6.33456591653425e-05,-1.33741871820082,5.54504509535695e-05,0.000235839892663283,-1.89919304143855,2.11388144399665e-08,5.18440996483851e-08,-3.61736661816805,1.96587704139722e-23,1.24629186020654e-22,-1.43675573627261,0.000105758059823041,0.000272296613797254
"CM002236.1",216521,217521,".","-",-1.04284900698402,0.00275447620046001,0.0100054486849142,-0.865583822277947,0.0124879559089209,0.037631867133609,-0.777631935055413,0.0258424905414133,0.037762306161411,-3.69852658720894,2.03756881925907e-22,1.04522614239854e-21,-1.41232409709572,0.000273761287221884,0.000659382025136581
"CM002236.1",220979,221979,".","-",-0.767839455523806,0.0223774261601868,0.0639899165091301,-0.725601578590281,0.0300092157115428,0.0803433982396684,0.0593719033239027,0.859771253798533,0.890240805165815,-3.0559387181625,6.00853253968176e-17,1.12159274074059e-16,-1.06854752688852,0.00424179226510088,0.00754096402684601
"CM002236.1",223661,224661,".","+",-1.06161991150899,0.0010530546573378,0.00421221862935122,-0.386507828038421,0.231012195231872,0.426484052735763,0.47590617512578,0.143136889097618,0.182866107897193,-2.2330038567,1.60538951116847e-10,2.08266747394828e-10,-0.102684648844217,0.774838710590702,0.804778382560977
"CM002236.1",246248,247248,".","-",-1.93635750392102,4.08876342153406e-09,3.23252825796575e-08,-1.62263472116978,7.4961951329789e-07,4.16317613996845e-06,0.15963454148029,0.625756936310089,0.680434726861456,-2.82721920887904,1.19989530690635e-15,1.98115392196823e-15,-0.682138744693661,0.059813923008674,0.0764162666574694
"CM002236.1",247478,248478,".","-",-1.65566605662506,8.77569115209645e-07,5.26541469125787e-06,-1.53051868036859,4.82294736387749e-06,2.40075602113013e-05,0.315524523222189,0.344917095052145,0.408070929357467,-3.03959052682637,5.61267482109753e-17,1.05355236865294e-16,-0.493941335722289,0.182638508755251,0.213820693176879
"CM002236.1",251944,252944,".","-",-0.906178798795594,0.00424184040145155,0.0150027197356602,-0.86413450175742,0.00639023613081392,0.0204487556186046,0.321363135011497,0.314897990598984,0.375864031407668,-0.970130680459764,0.00415696053019428,0.00427791343995491,0.885016623329281,0.0110893698612546,0.0172077624907449
"CM002236.1",255694,256694,".","-",-0.525792680762855,0.120444260465264,0.250511936494971,-0.707691935355709,0.0363484281379841,0.0961659201130919,0.953000275020011,0.00501473422028685,0.00813985844452359,-2.83469964595512,1.31906064490751e-14,2.05663283846368e-14,-0.380260538331416,0.311551450897118,0.352462247479568
"CM002236.1",255165,256165,".","+",-0.692788141418546,0.0332442711615957,0.0908136187828956,-0.795622146864648,0.0145335624034962,0.0426487071403907,0.809569907017294,0.0134046470952944,0.020333911620853,-2.35522190677932,2.5200700974873e-11,3.4005765170913e-11,0.122203981865431,0.734929681715826,0.771676165801617
"CM002236.1",256492,257492,".","+",-0.546176187272414,0.120782540810075,0.250511936494971,-0.693562107095453,0.0481031666255279,0.122909992290322,0.896638562843173,0.0108975457751558,0.0166814368129948,-3.29460591202421,8.15381055361217e-18,1.64052715330161e-17,-0.898252513987634,0.0216576505100754,0.0309318709505334
"CM002236.1",263387,264387,".","-",-0.725003874526374,0.0390022785628548,0.102782475271523,-0.50497342580656,0.149774577372073,0.304995503012221,-0.191486160288491,0.586574185002425,0.646193200527262,-3.92744066689874,1.90039350176426e-24,1.68034793840208e-23,-1.81209428091885,4.34603464253001e-06,1.39738530133022e-05
"CM002236.1",265388,266388,".","-",0.416689379322846,0.202324822964462,0.37458257611994,-0.149976980410714,0.645522405478192,0.794489114434698,0.338924866890938,0.302427032252022,0.362265535959641,-2.48671577206861,2.1172347443819e-12,2.98903728618621e-12,-1.09568843026795,0.00272454081933459,0.00509997612978508
"CM002236.1",290632,291632,".","+",-0.197972363805824,0.586006760006562,0.743012344763037,-0.111103160281645,0.758844504633066,0.8548078735869,0.0296152789644719,0.935043988950994,0.949168520506145,-4.09025307228815,8.11649061081798e-25,8.02100248598483e-24,-1.57844841477084,0.000104436986676601,0.000270971641106858
"CM002236.1",292166,293166,".","+",-0.286920648187886,0.429801702061977,0.619799879368344,-0.258233007136817,0.475245680167265,0.658695152583331,0.382736312749734,0.292715055499115,0.352517056084955,-4.24433143785785,2.45699444501987e-26,3.85256471864339e-25,-1.26196512566879,0.00187909151194299,0.00369224998837922
"CM002236.1",297770,298770,".","-",-0.504437722925697,0.161581289468572,0.316567424264957,-0.481854581663744,0.179392561541492,0.348415610855151,0.074073109383444,0.83717836723061,0.873577426675419,-3.86802079516618,7.27518878993763e-23,3.97473729011227e-22,-1.32856511365053,0.000972700187659146,0.00204907374955156
"CM002236.1",301352,302352,".","+",-0.464435993578552,0.188553970606122,0.357932961150604,-0.528077911393821,0.13311287372719,0.277800779952397,0.331234962663953,0.348011629181863,0.411008461880865,-3.38640873315703,1.69904051606132e-18,3.75577377234608e-18,-1.63021375994659,3.81933265078302e-05,0.000104758838421477
"CM002236.1",8867649,8868649,".","-",-2.30579491652468,1.48807221843627e-12,1.63931890293307e-11,-1.94127889477245,1.99364776977490e-09,1.57615447210439e-08,-0.436253237098851,0.176605015035048,0.220592137738945,-1.36545632790037,6.19515492550978e-05,6.65038995198494e-05,-0.0980515677037558,0.779256019308852,0.808117353357328
"CM002236.1",9651509,9652509,".","-",0.661363395831034,0.33921006465055,0.532022613008372,0.697423353490583,0.312352527711613,0.518273823758528,-2.30344978097729,0.00276292099727558,0.00459574977764651,-1.92721494754307,0.012211374579274,0.012377139845056,-2.81783507291678,0.00088822324165546,0.00190091088660022
"CM002236.1",9688732,9689732,".","-",0.577561556593302,0.0839032679873771,0.19126134416675,0.373031496296632,0.262144122096014,0.466693274289059,-3.44474682197358,3.01544668764389e-20,1.76206971660582e-19,-2.64480165116885,5.50337642135115e-13,7.97040723092235e-13,-1.06246961401445,0.00447223924067707,0.00784685318468667
"CM002236.1",9690543,9691543,".","-",0.110780333607543,0.849544234448407,0.913830906999276,-0.0309185681782545,0.957463492481657,0.974998963846566,-3.6878727881342,4.82136264448032e-07,1.09829006681043e-06,-3.00256388321981,1.98414609758702e-05,2.16101487451941e-05,-0.385466642633425,0.554610506841156,0.597272853521245
"CM002236.1",9688977,9689977,".","+",0.525001782450555,0.216308982103849,0.389465265493401,0.344659360012933,0.413897807535872,0.615221782867064,-3.70058482380301,5.8212897945621e-12,1.82799380464754e-11,-2.80231884095216,2.63130246630864e-08,3.12409056070566e-08,-0.808079419366618,0.0889406068948788,0.110905089758183
"CM002236.1",9693340,9694340,".","-",0.299526230694007,0.371475600938181,0.563126281690942,0.238866867166254,0.475444151518894,0.658695152583331,-2.41035647343422,7.35116798063199e-11,2.11110465084816e-10,-1.46001613549353,6.10590344896977e-05,6.5650673883323e-05,0.663689844867452,0.0744516192603739,0.0938677075853119
"CM002236.1",9693631,9694631,".","+",0.389219517873746,0.216755966212101,0.389465265493401,0.276840304749093,0.379267025462809,0.587252168458544,-2.20725546870083,9.3532570909901e-11,2.66330032421413e-10,-0.930902086211486,0.00601439056313677,0.00615170541617642,0.654601454303998,0.0609997520522947,0.0777833650458103
"CM002236.1",9758596,9759596,".","+",1.05894394880451,0.226818700565005,0.402169305487292,0.748073279078703,0.38805858150516,0.596739969728759,-4.08958068624029,6.67745807557403e-05,0.000127841932387058,-3.64042710550979,0.000316089575826609,0.000333981438609247,-1.418956149325,0.146344269004694,0.174988165073228
"CM002236.1",9772169,9773169,".","-",0.818251432291724,0.186472487815278,0.354984452724835,0.223625437253322,0.714173670123072,0.832325601070037,-4.47323834516095,2.06924489976973e-08,5.11225210531345e-08,-4.08594698823968,1.72233952840734e-07,1.99898473763339e-07,-0.988923391169425,0.152272425044272,0.181109857751772
"CM002237.1",11029,12029,".","-",-0.0626826297983589,0.861985457184557,0.92091292087126,0.018903724897801,0.958057583285632,0.974998963846566,-5.99501611541564,1.37846057504705e-47,2.31581376607905e-45,-4.78870101459332,8.11297693416779e-33,6.81490062470094e-31,-3.91956664358086,1.34057224491454e-20,1.6379355428774e-19
"CM002237.1",10641,11641,".","+",-0.0958373490908778,0.790508267125121,0.885369259180135,0.0132317827929633,0.970623629832265,0.980840720672604,-5.77830009659264,3.23925020680796e-45,3.10968019853564e-43,-4.7639327738813,1.15474295527825e-32,8.62208073274427e-31,-3.12227909814264,4.43847276441389e-14,2.81382424310013e-13
"CM002237.1",13311,14311,".","-",1.28855215568226,0.00126636167334959,0.00494764560750538,0.514585059824548,0.189622022038105,0.362005678436382,-3.68315792473109,1.4765375831519e-15,6.12489664122268e-15,-2.94225502071205,4.84911833231648e-11,6.3769227383888e-11,-0.93300188137781,0.034019931241251,0.045767485891991
"CM002237.1",18173,19173,".","-",0.318186531685609,0.338265914007128,0.532022613008372,-0.120447001641413,0.7163626385481,0.832325601070037,-4.31962308755673,6.51057157583852e-32,1.15134318393776e-30,-3.45442026498092,1.84570670252772e-21,7.29597002410956e-21,-1.74725523555361,3.08341445198637e-06,1.01075829840724e-05
"CM002237.1",18041,19041,".","+",0.261137510406238,0.428957953962875,0.619799879368344,-0.244219204894798,0.458556621236399,0.648736946254443,-4.38782096318267,5.17286063992972e-33,1.15872078334426e-31,-3.46187450973895,8.65059849428084e-22,3.7994785543508e-21,-1.95365965430428,1.70679339870808e-07,6.44362451647096e-07
"CM002237.1",35627,36627,".","-",0.549152484683406,0.101053858533799,0.22192219913305,0.162325699998801,0.625653375850399,0.775717838692746,-3.8636627017111,2.93674338643627e-26,2.94550978460474e-25,-2.91376402799071,9.50850202062771e-16,1.58553681336522e-15,-1.14899962895518,0.00208728457027877,0.00406566733689083
"CM002237.1",38253,39253,".","-",0.549809578525223,0.0822076001298116,0.190004669483673,0.460864852944874,0.145382906745803,0.298768542303302,-1.3403911399037,8.46975232986251e-05,0.000160781739143153,-0.941363490540885,0.0059538618019476,0.00609907794345851,-0.737283078344278,0.0393381967617405,0.0518338592625286
"CM002237.1",41401,42401,".","-",0.736000987156106,0.0227483221571101,0.0645015716859831,0.627898584010517,0.051657309540676,0.131491333376266,-2.36636959590009,1.58315517924347e-11,4.7922535155478e-11,-1.49669744478756,1.80710302768297e-05,1.97459062537066e-05,-0.417446156677465,0.247203732445004,0.283967364449646
"CM002237.1",50942,51942,".","+",0.199982716285554,0.534323507687942,0.705433000326713,0.181498309337292,0.572338817351198,0.745371483062025,-3.1885721045337,1.02594652425096e-19,5.74530053580538e-19,-2.03012540882745,5.39919830271196e-09,6.57293706417109e-09,-1.77124522978139,1.23096972082131e-06,4.19904392077118e-06
"CM002237.1",55203,56203,".","+",0.0800813936730998,0.809309513792987,0.895973629767525,0.132249457770612,0.689238504452136,0.8226789964331,-3.40451205545119,3.6332115652255e-21,2.46617997154701e-20,-2.71523712371101,4.79878266671458e-14,7.18214243214298e-14,-0.676454754159027,0.0674244646495906,0.0853281360537191
"CM002237.1",69444,70444,".","+",0.185822500506962,0.556291071113611,0.719982511614743,0.353011678258243,0.26286104773173,0.466693274289059,-2.54014855086714,1.13847504289605e-13,3.98466265013616e-13,-1.18172045233976,0.000536816905219904,0.000561901807332984,-2.02264839519842,2.34296511872435e-08,9.48477445652269e-08
"CM002237.1",74342,75342,".","-",0.421288405757339,0.193736023727005,0.363660916046221,0.263271158072258,0.415072263300531,0.615221782867064,-3.05434831942798,2.8706058638587e-18,1.46139934887352e-17,-2.42772694537761,5.15054741678965e-12,7.13642858573742e-12,-2.41724806500063,8.65348445495047e-11,4.15367253837623e-10
"CM002237.1",75400,76400,".","-",0.517654499773199,0.106322272241152,0.231975866707967,0.423949436362669,0.185313903608132,0.355802694927614,-3.01044028889917,4.61828300814728e-18,2.31603446378729e-17,-1.68925770010584,1.17816876293697e-06,1.33512547840412e-06,-2.51581957818764,1.46137248912881e-11,7.74101660328935e-11
"CM002237.1",75424,76424,".","+",0.502406607361197,0.11711202623968,0.246706212015878,0.38128235588912,0.23351598715257,0.429925324291855,-3.03586370522609,2.56569174537657e-18,1.3262652714562e-17,-1.6963022520313,1.07760515178351e-06,1.22322746959209e-06,-2.54740095317404,8.73053259669005e-12,4.82333550904939e-11
"CM002237.1",106019,107019,".","+",0.130754099479772,0.695664326606351,0.811668029877624,0.366606272703983,0.271169397151272,0.469178588884358,-3.51575814155519,1.72967457143495e-22,1.26341446956988e-21,-2.72529308996465,4.89907939430704e-14,7.31595856216518e-14,-1.92693986814626,3.33421692549671e-07,1.23047224652517e-06
"CM002237.1",148334,149334,".","-",-0.229627304515337,0.471159253560832,0.655525917997679,-0.31820161042788,0.31702600574218,0.52088380405561,-3.02724366309688,4.97605444523478e-18,2.4408091877356e-17,-2.13061911776334,6.65354365325368e-10,8.42030383236625e-10,-2.28205375383444,4.13449473978243e-10,1.86468487592872e-09
"CM002237.1",561860,562860,".","+",-1.75132601776232,7.60385028767439e-08,5.21406876869101e-07,-1.82918150308302,2.34632937538339e-08,1.59265993965418e-07,2.18233597897541,1.49310224416236e-11,4.54011180125387e-11,-1.57939198491217,4.97323604199053e-06,5.5148756109202e-06,-2.75217532179621,2.52479865483323e-13,1.48830236495433e-12
"CM002237.1",563402,564402,".","+",-1.7866018423458,7.06131916283935e-08,4.99495418676636e-07,-2.28332417525984,9.3116735400038e-12,9.33946958042173e-11,2.12813857381277,1.08467583643845e-10,3.0497998413667e-10,-1.93637783208964,4.17367508455831e-08,4.92054325758454e-08,-3.11413050864751,4.4655178528545e-16,3.19237020970024e-15
"CM002237.1",567505,568505,".","-",-1.67394692595254,5.44284731972774e-07,3.32508490805186e-06,-1.89734550725905,1.57461773613187e-08,1.10223241529231e-07,2.1652632268513,7.83699807532849e-11,2.24104796026415e-10,-2.13185518279899,2.42359429271264e-09,3.01045353919204e-09,-3.25849923568787,3.75473779574177e-17,3.03998048040779e-16
"CM002237.1",570312,571312,".","-",-1.28979636743192,0.00010232384845664,0.000455375007701071,-1.87679351831503,2.12350598883675e-08,1.4561183923452e-07,2.34912053049688,1.73122718158411e-12,5.7309589459336e-12,-1.69627923736904,1.81352455542707e-06,2.04135427344555e-06,-3.0212394667041,5.30281477113194e-15,3.45970051087443e-14
"CM002237.1",584152,585152,".","+",-1.02787912532842,0.0016244742184832,0.0061674953379701,-1.04714366456794,0.00143163759128522,0.00501073156949827,2.95994989122103,1.80048186273422e-19,9.9174082930934e-19,-0.645507140861731,0.0629826331417147,0.0631706410018392,-1.63449505184758,1.0617233236161e-05,3.25789074643844e-05
"CM002237.1",1678593,1679593,".","-",-2.43329728844345,1.18636551294843e-13,1.44952295400245e-12,-1.21760687984298,0.00016358436147498,0.000654337445899921,0.0291049976056699,0.928231871107052,0.945108814218089,-2.66350228564188,2.63926619469098e-14,4.02173896333863e-14,-2.27071810780032,5.43288523818076e-10,2.38620841833822e-09
"CM002237.1",1679516,1680516,".","+",-2.76831901230568,5.15096228265707e-17,8.04987593940825e-16,-1.23279875899045,0.000137812923198427,0.000557893279453873,0.516961151051704,0.109973177629532,0.144410984764044,-2.33449345011231,1.73032568626359e-11,2.34904820438208e-11,-2.18590537943468,2.12458230597583e-09,9.03619816212505e-09
"CM002237.1",1684546,1685546,".","-",-2.93001831056915,1.83025378318696e-19,3.61744277147541e-18,-2.68782354685063,1.41028540793663e-16,1.93410570231309e-15,-0.0807526599519005,0.799243735458728,0.839205922231665,-1.70162378616584,4.62978103224445e-07,5.282194997739e-07,-3.15218689346738,1.92176564987981e-17,1.59435372434473e-16
"CM002237.1",1684913,1685913,".","+",-2.94197309185233,2.08859677648332e-19,4.01010581084797e-18,-2.63031270747691,7.79508990162184e-16,1.04766008277798e-14,0.0109069270420031,0.972755113273332,0.977117243826127,-1.54192060711665,5.52394360517067e-06,6.11546969139158e-06,-2.92509179763469,2.31447409053919e-15,1.5710369584266e-14
"CM002237.1",4046143,4047143,".","-",0.413902585163647,0.193558637074781,0.363660916046221,-0.321237966593128,0.313842076676403,0.518674665985349,1.04016234074799,0.00119538678429705,0.00206503835230751,-1.7661438605468,2.92327681229057e-07,3.36954033938125e-07,-2.8067745028473,6.19599989069741e-14,3.78519266049878e-13
"CM002237.1",4165274,4166274,".","-",0.405327462319979,0.212671971750959,0.385159314118007,0.362548187623179,0.263866635967993,0.466693274289059,2.31101204308696,2.13561886845123e-12,6.89969172884243e-12,-1.266232284932,0.000319586288158227,0.000337145974320767,-1.95689966633524,1.5153528735197e-07,5.78589278980249e-07
"CM002237.1",4297462,4298462,".","+",-1.39884113513344,9.12846673481826e-06,4.86851559190307e-05,-1.09327574341749,0.000518758445787152,0.00195845885151104,-1.72529138620627,2.25717432202627e-07,5.17686397406707e-07,-0.902620693546432,0.00730412666774519,0.00744821414374017,0.587582765007993,0.0889551240768759,0.110905089758183
"CM002237.1",4448862,4449862,".","-",-0.117355337953637,0.726656987214538,0.840470732199948,-0.284076366879322,0.396253992715421,0.601089578114589,-3.98483540665342,1.19171667885327e-27,1.25130251279593e-26,-3.22382537859391,1.25983976915954e-18,2.85054654840138e-18,-1.74669863433157,3.8227000658625e-06,1.24049023329816e-05
"CM002237.1",4452364,4453364,".","-",0.122942004447057,0.711687404150982,0.825999888755544,0.106042467152976,0.749264646742577,0.847652933688572,-4.01916487040453,6.26743574271071e-28,6.9044538018059e-27,-2.76267508673998,1.74105153100661e-14,2.69582172542959e-14,-1.74927416601072,3.03463618888154e-06,9.99644862219802e-06
"CM002237.1",4465317,4466317,".","+",-0.183873726822632,0.580231851065768,0.738476901356432,-0.349031428369859,0.292802957501739,0.498135664408021,-4.14513238823118,6.51330675098438e-30,8.58223948365001e-29,-3.31932958190623,4.79855643380085e-20,1.38396134056402e-19,-1.04156479850047,0.00498103382879082,0.00862694518800885
"CM002237.1",4467612,4468612,".","+",0.0350192785825008,0.915428020088668,0.947869999228944,-0.144849139444043,0.659823404258574,0.803259360175531,-3.5577906230842,1.82411726292676e-22,1.29032294809135e-21,-2.7526987672591,1.83858964762616e-14,2.83378954863481e-14,-1.03976894423107,0.00489127136395775,0.00853749183527171
"CM002238.1",8256,9256,".","+",1.45224717862411,0.0121805691977605,0.0389778214328336,0.956547014832065,0.0889468221531943,0.201253415780965,-3.32302882517867,1.04549296071645e-06,2.357621710072e-06,-3.14705404252957,3.07668795010453e-06,3.43444236290738e-06,-0.591963054451964,0.337642732896936,0.38069784648782
"CM002238.1",11870,12870,".","+",0.563758402672761,0.104655550026753,0.229083158364748,0.382293108772757,0.269309241471121,0.469178588884358,-4.52598974383091,1.27821886450533e-31,2.14740769236895e-30,-3.78158522782664,2.87761478871238e-23,1.75796103455884e-22,-1.23573553678208,0.0014732298319431,0.00299096811802345
"CM002238.1",28170,29170,".","+",-0.394323587831677,0.220984776838797,0.392861825491195,-0.591887666827739,0.0661205763686796,0.159588736922934,-3.18657033882317,8.10538376380864e-20,4.57715789015076e-19,-2.30259851559213,3.99043172570768e-11,5.29954569105843e-11,-0.141296345937758,0.692540650474999,0.728305660593426
"CM002238.1",30599,31599,".","+",-0.0466983212195291,0.88445346704905,0.934516870844279,-0.239203085782111,0.456607887291787,0.648736946254443,-3.24653561492004,7.63894045111565e-21,4.79754017116796e-20,-2.72232451844416,5.41613112036415e-15,8.60435014866361e-15,-0.215090491844303,0.547731452874195,0.590811454785648
"CM002238.1",161404,162404,".","-",-0.102729052690957,0.749173887326197,0.854745080277087,-0.260795256404899,0.416018417908625,0.615221782867064,-3.11428978819081,2.63606033911181e-19,1.44018906331962e-18,-2.46065496330025,1.55923438343126e-12,2.22937341631023e-12,-3.29222068414673,1.86914883923727e-18,1.76910988727809e-17
"CM002238.1",162882,163882,".","+",-0.16802053665111,0.600687316100556,0.748908861631862,-0.109435314895775,0.732595469215126,0.840109480055571,-2.7725539132286,7.74006790407228e-16,3.3129462621252e-15,-2.07484911476399,2.43727457063609e-09,3.02186072226467e-09,-2.65051621701811,8.07752861799985e-13,4.67939588904819e-12
"CM002238.1",167007,168007,".","-",0.156903958956796,0.626846471117186,0.763697248819941,0.331933166916882,0.302568736652068,0.512156652468991,-2.64812275451066,1.23703703876211e-14,4.75022222884651e-14,-2.23887507799936,1.362694334605e-10,1.77123905774576e-10,-1.77230312894998,1.20661007682165e-06,4.13694883481708e-06
"CM002238.1",200169,201169,".","-",-0.420141212364397,0.183682179815265,0.351665028022388,-0.818781770304786,0.00971785917642832,0.029819184322191,-2.6648847181777,6.11445534537898e-15,2.40287367958753e-14,-2.33923199464608,8.31118532408429e-12,1.13518628816761e-11,-1.54840196192561,1.37417982325454e-05,4.10421707212023e-05
