# HOMER Peaks
# Peak finding parameters:
# tag directory = /scratch/evt82290/Run129/homer/tag/129-35_ChIP_cac-2_K27me3_AM_Rep_2
#
# total peaks = 804
# peak size = 150
# peaks found using tags on both strands
# minimum distance between peaks = 530
# fragment length = 150
# genome size = 41233038
# Total tags = 263527.5
# Total tags in peaks = 60232.0
# Approximate IP efficiency = 22.86%
# tags per bp = 0.006274
# expected tags per peak = 0.941
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 6.0
# number of putative peaks = 17859
#
# input tag directory = /scratch/evt82290/Run129/homer/tag/129-45_ChIP_cac-2_input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 5
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /scratch/evt82290/Run129/homer/tag/129-35_ChIP_cac-2_K27me3_AM_Rep_2 -style histone -region -size 150 -minDist 530 -o /scratch/evt82290/Run129/Peaks/129-35_ChIP_cac-2_K27me3_AM_Rep_2_peaks.txt -i /scratch/evt82290/Run129/homer/tag/129-45_ChIP_cac-2_input
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
CM002241.1-696	CM002241.1	3762653	3770457	+	17929.8	7804.000	11.000000	472.5	39.1	12.08	0.00e+00	0.92
CM002241.1-1085	CM002241.1	3802729	3810419	+	16696.6	7690.000	9.500000	440.0	38.2	11.51	8.43e-295	0.99
CM002238.1-5102	CM002238.1	5089659	5098293	+	16525.8	8634.000	6.000000	435.5	42.4	10.26	1.30e-271	0.92
CM002240.1-271	CM002240.1	6190808	6198289	+	16241.2	7481.000	14.000000	428.0	39.4	10.87	4.10e-277	0.97
CM002240.1-1997	CM002240.1	6115003	6122678	+	16203.2	7675.000	7.000000	427.0	38.4	11.11	3.68e-280	0.99
CM002242.1-122	CM002242.1	161	4646	+	15766.9	4485.000	17.000000	415.5	28.8	14.42	2.16e-315	0.98
CM002241.1-407	CM002241.1	4158117	4163849	+	15728.9	5732.000	13.000000	414.5	31.4	13.21	5.12e-300	0.93
CM002238.1-2896	CM002238.1	5259882	5264757	+	15653.0	4875.000	8.500000	412.5	24.6	16.78	0.00e+00	0.97
CM002236.1-910	CM002236.1	287698	294721	+	15292.5	7023.000	7.000000	403.0	33.4	12.07	7.36e-278	0.98
CM002238.1-3530	CM002238.1	4740121	4747305	+	15026.9	7184.000	7.500000	396.0	32.2	12.31	4.18e-276	0.98
CM002238.1-3345	CM002238.1	270622	275513	+	14988.9	4891.000	7.500000	395.0	27.4	14.44	9.63e-301	0.96
CM002238.1-4713	CM002238.1	277765	284108	+	14305.9	6343.000	6.000000	377.0	30.3	12.45	9.88e-265	0.92
CM002236.1-920	CM002236.1	295868	303419	+	14078.2	7551.000	7.000000	371.0	35.0	10.61	6.52e-237	0.97
CM002240.1-1806	CM002240.1	6173637	6178983	+	13755.7	5346.000	7.500000	362.5	25.1	14.42	2.16e-275	0.97
CM002241.1-1008	CM002241.1	3492502	3498260	+	13565.9	5758.000	9.500000	357.5	28.6	12.51	3.11e-251	0.85
CM002238.1-4776	CM002238.1	448423	455645	+	13490.1	7222.000	6.000000	355.5	34.5	10.31	1.34e-222	0.92
CM002238.1-1152	CM002238.1	4856596	4862625	+	13471.1	6029.000	11.500000	355.0	28.5	12.44	3.25e-249	0.98
CM002242.1-533	CM002242.1	909188	915488	+	13471.1	6300.000	8.500000	355.0	32.0	11.09	5.09e-233	0.98
CM002241.1-2034	CM002241.1	3826003	3832023	+	13452.1	6020.000	7.000000	354.5	28.4	12.50	5.50e-249	0.92
CM002236.1-575	CM002236.1	9758430	9763884	+	13376.2	5454.000	9.000000	352.5	24.2	14.58	2.14e-269	1.02
CM002241.1-1066	CM002241.1	3774609	3780630	+	13281.3	6021.000	9.500000	350.0	31.4	11.13	2.57e-230	0.91
CM002241.1-1745	CM002241.1	3740050	3745666	+	13224.4	5616.000	7.500000	348.5	26.8	13.00	2.91e-250	0.97
CM002238.1-1642	CM002238.1	5272287	5274660	+	13186.5	2373.000	10.500000	347.5	19.7	17.61	2.63e-292	0.90
KI440765.1-232	KI440765.1	90104	91029	+	13091.6	925.000	7.000000	345.0	82.2	4.20	5.05e-103	0.97
CM002238.1-3774	CM002238.1	285693	290980	+	13053.7	5287.000	7.000000	344.0	25.4	13.57	1.41e-253	0.97
CM002240.1-2539	CM002240.1	6096242	6102853	+	12560.4	6611.000	6.000000	331.0	34.5	9.58	1.90e-198	0.97
CM002241.1-117	CM002241.1	127	3329	+	12313.7	3202.000	16.500000	324.5	17.3	18.71	4.00e-281	0.98
CM002236.1-80	CM002236.1	195	2981	+	11516.8	2786.000	19.000000	303.5	19.8	15.30	4.21e-238	0.93
CM002239.1-2588	CM002239.1	648246	654235	+	11327.1	5989.000	6.000000	298.5	30.5	9.79	3.25e-181	0.91
CM002238.1-4878	CM002238.1	4647979	4653555	+	11289.1	5576.000	6.000000	297.5	25.2	11.81	1.66e-202	0.96
CM002238.1-4226	CM002238.1	261419	266532	+	11213.3	5113.000	6.500000	295.5	27.3	10.81	8.06e-191	0.91
CM002240.1-1903	CM002240.1	645187	650727	+	11118.4	5540.000	7.000000	293.0	28.3	10.37	6.36e-185	1.02
CM002238.1-4655	CM002238.1	5265951	5269572	+	10530.2	3621.000	6.500000	277.5	19.6	14.16	3.52e-209	0.93
CM002238.1-4960	CM002238.1	4764551	4771144	+	10492.3	6593.000	6.000000	276.5	28.3	9.76	1.16e-167	0.92
CM002238.1-3728	CM002238.1	224462	229757	+	10131.8	5295.000	7.000000	267.0	25.4	10.53	2.72e-170	0.90
CM002238.1-4021	CM002238.1	4798659	4803943	+	9733.3	5284.000	7.000000	256.5	21.0	12.24	1.76e-178	0.98
CM002238.1-2927	CM002238.1	239394	244471	+	9638.5	5077.000	8.000000	254.0	21.7	11.71	7.83e-173	1.14
CM002240.1-1557	CM002240.1	6027373	6031209	+	9543.6	3836.000	8.000000	251.5	18.3	13.73	1.44e-186	0.96
CM002238.1-3995	CM002238.1	4777927	4782255	+	9372.8	4328.000	7.000000	247.0	18.1	13.61	5.54e-183	1.02
CM002242.1-425	CM002242.1	885670	890900	+	9334.9	5230.000	9.500000	246.0	28.5	8.64	3.55e-138	0.92
CM002239.1-1910	CM002239.1	382034	385449	+	9107.2	3415.000	7.000000	240.0	15.1	15.85	1.26e-192	1.06
CM002239.1-2327	CM002239.1	5849208	5853532	+	9050.3	4324.000	6.500000	238.5	21.8	10.93	2.44e-155	0.88
CM002238.1-4699	CM002238.1	234829	238312	+	9012.3	3483.000	6.000000	237.5	17.4	13.65	9.60e-176	0.93
CM002239.1-1971	CM002239.1	729414	735227	+	8879.5	5813.000	7.000000	234.0	27.7	8.45	1.69e-129	0.97
CM002240.1-1568	CM002240.1	6042166	6046882	+	8500.1	4716.000	8.000000	224.0	21.3	10.50	5.71e-143	1.04
CM002238.1-2149	CM002238.1	5014090	5018280	+	8481.1	4190.000	9.500000	223.5	20.7	10.81	1.02e-144	0.98
CM002240.1-1059	CM002240.1	6022605	6026695	+	8158.5	4090.000	9.500000	215.0	19.4	11.06	9.62e-142	1.18
CM002241.1-1644	CM002241.1	23866	27693	+	8006.8	3827.000	7.500000	211.0	19.2	11.01	8.75e-139	0.97
CM002240.1-1224	CM002240.1	6051541	6055209	+	7722.2	3668.000	9.000000	203.5	19.2	10.62	1.66e-130	0.85
CM002239.1-2066	CM002239.1	20561	24942	+	7570.4	4381.000	6.500000	199.5	19.1	10.45	1.06e-126	1.04
CM002239.1-2258	CM002239.1	717463	721619	+	7399.6	4156.000	6.500000	195.0	21.3	9.15	2.69e-114	0.91
CM002238.1-2492	CM002238.1	5025024	5029422	+	7380.6	4398.000	9.000000	194.5	18.8	10.34	9.41e-123	0.98
CM002240.1-1854	CM002240.1	6413898	6417094	+	7247.8	3196.000	7.500000	191.0	13.8	13.88	1.98e-143	1.00
CM002236.1-612	CM002236.1	11824	15279	+	7134.0	3455.000	8.500000	188.0	17.8	10.56	8.78e-121	0.90
CM002238.1-2143	CM002238.1	4995906	4999648	+	7134.0	3742.000	9.500000	188.0	17.7	10.65	2.30e-121	0.99
CM002241.1-893	CM002241.1	3709299	3712902	+	7134.0	3603.000	10.000000	188.0	17.8	10.59	6.28e-121	0.97
CM002240.1-2606	CM002240.1	6230147	6234595	+	7096.0	4448.000	6.000000	187.0	22.0	8.49	2.72e-104	0.96
CM002238.1-1275	CM002238.1	4575486	4578968	+	7020.1	3482.000	11.000000	185.0	18.8	9.83	1.21e-113	0.93
CM002238.1-2918	CM002238.1	230168	234070	+	7001.2	3902.000	8.000000	184.5	18.3	10.10	8.13e-115	0.96
CM002239.1-452	CM002239.1	111279	114551	+	6982.2	3272.000	12.000000	184.0	18.0	10.21	8.71e-116	1.00
CM002239.1-1576	CM002239.1	140898	143532	+	6849.4	2634.000	7.500000	180.5	13.3	13.61	1.06e-133	0.96
CM002241.1-922	CM002241.1	3746050	3749823	+	6849.4	3773.000	10.000000	180.5	17.9	10.09	2.60e-112	0.00
CM002238.1-4948	CM002238.1	4751101	4754535	+	6773.5	3434.000	6.000000	178.5	14.8	12.05	1.52e-123	0.99
CM002241.1-2138	CM002241.1	1951597	1954851	+	6716.6	3254.000	6.500000	177.0	17.0	10.41	8.90e-113	0.96
CM002241.1-1359	CM002241.1	3731275	3734239	+	6716.6	2964.000	8.500000	177.0	11.9	14.83	7.80e-138	0.92
CM002238.1-3265	CM002238.1	5226210	5229479	+	6583.8	3269.000	8.000000	173.5	17.4	9.99	2.40e-107	0.92
CM002238.1-4503	CM002238.1	4804663	4808396	+	6564.8	3733.000	6.500000	173.0	14.6	11.88	2.59e-119	0.98
CM002239.1-1515	CM002239.1	5878413	5883401	+	6526.8	4988.000	8.000000	172.0	23.0	7.49	7.06e-88	0.99
CM002241.1-1838	CM002241.1	16567	19796	+	6526.8	3229.000	7.000000	172.0	17.6	9.79	1.53e-105	0.92
CM002241.1-1307	CM002241.1	3470399	3473829	+	6488.9	3430.000	8.500000	171.0	17.2	9.93	6.85e-106	0.97
CM002238.1-3237	CM002238.1	5060426	5063279	+	6413.0	2853.000	8.000000	169.0	15.5	10.93	4.62e-111	0.98
CM002241.1-1979	CM002241.1	3758780	3762264	+	6299.2	3484.000	7.000000	166.0	13.6	12.18	2.95e-116	0.91
CM002241.1-1097	CM002241.1	3868893	3872101	+	6299.2	3208.000	9.500000	166.0	19.5	8.53	4.79e-93	0.97
CM002237.1-614	CM002237.1	32149	35823	+	6261.2	3674.000	8.000000	165.0	19.3	8.57	8.46e-93	0.98
CM002242.1-556	CM002242.1	945187	948161	+	6242.2	2974.000	8.500000	164.5	16.1	10.24	2.14e-103	1.06
CM002241.1-2248	CM002241.1	3751002	3753781	+	6109.4	2779.000	6.500000	161.0	10.8	14.86	1.12e-125	0.96
CM002238.1-4794	CM002238.1	556799	559861	+	6071.5	3062.000	6.000000	160.0	17.1	9.35	1.92e-95	0.99
CM002238.1-2216	CM002238.1	12912	15320	+	5938.7	2408.000	9.000000	156.5	11.3	13.89	2.34e-117	0.97
CM002240.1-965	CM002240.1	6151628	6154057	+	5748.9	2429.000	10.000000	151.5	13.5	11.19	1.24e-100	0.97
CM002240.1-852	CM002240.1	6200861	6203457	+	5748.9	2596.000	10.500000	151.5	12.7	11.94	1.53e-104	0.92
CM002238.1-3915	CM002238.1	4659690	4662908	+	5654.1	3218.000	7.000000	149.0	15.2	9.83	6.47e-92	0.98
CM002242.1-208	CM002242.1	926687	929157	+	5654.1	2470.000	13.500000	149.0	12.6	11.86	5.76e-103	0.92
CM002242.1-610	CM002242.1	922651	925801	+	5635.1	3150.000	8.000000	148.5	15.8	9.38	1.86e-88	0.97
CM002239.1-2583	CM002239.1	643908	647566	+	5521.2	3658.000	6.000000	145.5	16.7	8.71	1.50e-82	1.00
CM002236.1-765	CM002236.1	6117	8552	+	5502.3	2435.000	7.500000	145.0	12.6	11.46	2.74e-98	1.07
CM002238.1-4554	CM002238.1	4865298	4868342	+	5483.3	3044.000	6.500000	144.5	12.1	11.97	6.80e-100	0.98
CM002238.1-4187	CM002238.1	217927	221067	+	5293.6	3140.000	6.500000	139.5	14.6	9.56	3.28e-84	0.80
CM002238.1-2173	CM002238.1	5116533	5119973	+	5293.6	3440.000	9.500000	139.5	17.1	8.16	1.06e-75	0.99
CM002239.1-1638	CM002239.1	337252	340149	+	5274.6	2897.000	7.500000	139.0	11.5	12.13	2.07e-97	0.92
CM002238.1-2734	CM002238.1	4736600	4739590	+	5103.8	2990.000	8.500000	134.5	12.6	10.69	4.30e-87	0.98
CM002239.1-1223	CM002239.1	385991	388399	+	5103.8	2408.000	8.500000	134.5	11.6	11.63	1.54e-91	0.90
CM002241.1-1689	CM002241.1	3505354	3507511	+	5084.9	2157.000	7.500000	134.0	12.4	10.83	5.58e-88	0.97
CM002239.1-766	CM002239.1	187200	190329	+	5065.9	3129.000	10.000000	133.5	16.4	8.16	1.69e-72	0.88
CM002238.1-3092	CM002238.1	4691386	4694172	+	4933.1	2786.000	8.000000	130.0	15.1	8.61	8.39e-74	0.93
CM002239.1-1107	CM002239.1	5927845	5929942	+	4876.2	2097.000	9.000000	128.5	11.5	11.21	1.16e-85	0.91
CM002239.1-1535	CM002239.1	5949521	5951361	+	4553.6	1840.000	8.000000	120.0	9.4	12.81	5.54e-87	0.96
CM002240.1-1499	CM002240.1	569217	571690	+	4534.6	2473.000	8.000000	119.5	10.9	11.01	6.42e-79	0.92
CM002238.1-1733	CM002238.1	414715	416985	+	4496.7	2270.000	10.000000	118.5	13.7	8.65	3.56e-67	0.99
CM002238.1-2256	CM002238.1	267943	269947	+	4439.8	2004.000	9.000000	117.0	10.7	10.94	1.63e-77	0.80
CM002239.1-1430	CM002239.1	373360	375589	+	4439.8	2229.000	8.000000	117.0	9.1	12.85	5.36e-85	0.93
CM002238.1-4438	CM002238.1	4733755	4736036	+	4344.9	2281.000	6.500000	114.5	8.3	13.79	6.66e-86	0.91
CM002238.1-2627	CM002238.1	380611	382728	+	4325.9	2117.000	8.500000	114.0	10.1	11.32	3.91e-77	0.98
CM002240.1-2209	CM002240.1	6031745	6034184	+	4307.0	2439.000	6.500000	113.5	10.7	10.60	2.62e-73	0.91
CM002238.1-2393	CM002238.1	4747717	4749522	+	4231.1	1805.000	9.000000	111.5	7.4	15.14	6.70e-88	0.93
CM002240.1-2123	CM002240.1	572947	574904	+	4193.1	1957.000	6.500000	110.5	10.3	10.73	5.67e-72	0.98
CM002238.1-2345	CM002238.1	4633471	4636027	+	4174.1	2556.000	9.000000	110.0	9.9	11.06	1.80e-73	0.91
CM002238.1-4972	CM002238.1	4775125	4777300	+	4174.1	2175.000	6.000000	110.0	10.5	10.51	3.03e-71	0.98
CM002236.1-870	CM002236.1	9784602	9786508	+	4060.3	1906.000	7.500000	107.0	13.5	7.90	1.47e-57	0.92
CM002238.1-3217	CM002238.1	4992992	4995194	+	4060.3	2202.000	8.000000	107.0	10.8	9.91	6.94e-67	0.97
CM002237.1-521	CM002237.1	18917	21363	+	4003.4	2446.000	9.500000	105.5	11.6	9.09	5.68e-62	0.92
CM002238.1-3472	CM002238.1	4641899	4644623	+	3984.4	2724.000	7.500000	105.0	11.7	8.98	1.14e-61	0.99
CM002238.1-2757	CM002238.1	4771548	4773857	+	3984.4	2309.000	8.500000	105.0	10.2	10.32	2.33e-67	0.98
CM002240.1-1804	CM002240.1	6156414	6158844	+	3984.4	2430.000	7.500000	105.0	10.3	10.15	1.17e-66	1.00
CM002240.1-2344	CM002240.1	6410685	6413466	+	3984.4	2781.000	6.500000	105.0	11.7	8.96	1.51e-61	0.99
CM002241.1-1705	CM002241.1	3702901	3705103	+	3927.5	2202.000	7.500000	103.5	9.4	11.07	9.65e-69	0.90
CM002238.1-3747	CM002238.1	247717	250011	+	3832.6	2294.000	7.000000	101.0	11.4	8.89	5.36e-59	1.04
CM002241.1-1015	CM002241.1	3648057	3650198	+	3813.6	2141.000	9.500000	100.5	13.4	7.52	7.62e-52	0.90
CM002241.1-1669	CM002241.1	1932226	1934784	+	3794.7	2558.000	7.500000	100.0	13.7	7.27	8.85e-51	1.00
CM002241.1-1017	CM002241.1	3672644	3674164	+	3775.7	1520.000	9.500000	99.5	7.9	12.59	3.29e-71	0.97
CM002242.1-443	CM002242.1	4198704	4201051	+	3718.8	2347.000	9.500000	98.0	13.3	7.39	2.18e-50	0.98
CM002242.1-752	CM002242.1	919943	922233	+	3680.8	2290.000	7.000000	97.0	10.4	9.31	1.81e-58	0.88
CM002236.1-1057	CM002236.1	258758	260740	+	3586.0	1982.000	6.500000	94.5	9.4	10.11	1.62e-59	0.98
CM002241.1-1334	CM002241.1	3705491	3708132	+	3529.0	2641.000	8.500000	93.0	10.5	8.83	3.37e-54	0.98
CM002236.1-887	CM002236.1	36040	38492	+	3491.1	2452.000	7.000000	92.0	10.1	9.14	7.07e-55	0.88
CM002239.1-2394	CM002239.1	12785	14838	+	3415.2	2053.000	6.000000	90.0	6.9	13.13	1.36e-66	0.99
CM002240.1-1011	CM002240.1	6386687	6388226	+	3358.3	1539.000	10.000000	88.5	9.6	9.19	1.45e-52	0.91
CM002238.1-1805	CM002238.1	4783610	4785760	+	3339.3	2150.000	10.000000	88.0	8.4	10.51	2.28e-57	0.91
CM002238.1-2659	CM002238.1	428553	430599	+	3320.3	2046.000	8.500000	87.5	10.9	8.04	1.64e-47	1.06
CM002238.1-2975	CM002238.1	344275	345924	+	3225.5	1649.000	8.000000	85.0	9.0	9.46	5.57e-52	0.98
CM002238.1-4586	CM002238.1	5018934	5020851	+	3225.5	1917.000	6.500000	85.0	8.7	9.78	4.30e-53	0.91
CM002239.1-2352	CM002239.1	5889042	5891093	+	3225.5	2051.000	6.500000	85.0	11.9	7.14	7.33e-43	0.67
CM002242.1-884	CM002242.1	3441207	3443704	+	3225.5	2497.000	6.500000	85.0	12.9	6.61	2.07e-40	0.85
CM002238.1-2491	CM002238.1	5021991	5024318	+	3187.5	2327.000	9.000000	84.0	11.9	7.06	5.24e-42	1.10
CM002239.1-1905	CM002239.1	377567	379570	+	3187.5	2003.000	7.000000	84.0	8.4	9.99	3.57e-53	1.06
CM002238.1-3484	CM002238.1	4654183	4656264	+	3168.5	2081.000	7.500000	83.5	9.3	9.00	5.46e-49	0.98
CM002238.1-948	CM002238.1	4724839	4726686	+	3168.5	1847.000	12.000000	83.5	8.2	10.14	7.45e-53	0.99
CM002236.1-904	CM002236.1	261126	263381	+	3149.6	2255.000	7.000000	83.0	11.9	6.98	3.71e-41	0.98
CM002239.1-1916	CM002239.1	388853	390361	+	3111.6	1508.000	7.000000	82.0	6.0	13.62	4.61e-62	0.92
CM002240.1-1848	CM002240.1	6235432	6237406	+	2997.8	1974.000	7.500000	79.0	7.4	10.73	2.44e-52	0.88
CM002238.1-4364	CM002238.1	4572326	4574134	+	2940.9	1808.000	6.500000	77.5	10.1	7.65	8.91e-41	0.85
CM002242.1-913	CM002242.1	7295	9313	+	2865.0	2018.000	6.000000	75.5	7.9	9.51	4.85e-46	0.93
CM002242.1-637	CM002242.1	4243804	4245060	+	2865.0	1256.000	8.000000	75.5	9.2	8.24	6.67e-42	0.97
CM002239.1-2414	CM002239.1	109226	110880	+	2846.0	1654.000	6.000000	75.0	8.0	9.41	6.51e-46	0.90
CM002236.1-1346	CM002236.1	9689563	9691200	+	2827.0	1637.000	6.000000	74.5	8.1	9.20	1.67e-44	0.92
CM002239.1-318	CM002239.1	5941615	5943126	+	2827.0	1511.000	14.000000	74.5	7.4	10.07	4.22e-47	0.91
CM002239.1-1652	CM002239.1	361864	363811	+	2789.1	1947.000	7.500000	73.5	8.6	8.51	1.01e-41	0.99
CM002236.1-597	CM002236.1	9782186	9784113	+	2770.1	1927.000	9.000000	73.0	12.4	5.91	5.78e-32	0.90
CM002237.1-612	CM002237.1	27400	28963	+	2770.1	1563.000	8.000000	73.0	8.4	8.70	1.58e-42	1.01
CM002238.1-2622	CM002238.1	327552	328665	+	2751.1	1113.000	8.500000	72.5	6.7	10.85	5.58e-48	0.92
CM002240.1-2157	CM002240.1	775073	776779	+	2694.2	1706.000	6.500000	71.0	8.1	8.71	1.85e-41	0.80
CM002239.1-1621	CM002239.1	319780	321612	+	2675.2	1832.000	7.500000	70.5	8.9	7.92	3.68e-38	0.92
CM002239.1-1890	CM002239.1	356179	358144	+	2675.2	1965.000	7.000000	70.5	7.8	9.06	9.25e-42	0.99
CM002239.1-1218	CM002239.1	379994	381469	+	2675.2	1475.000	8.500000	70.5	7.7	9.10	6.99e-42	0.91
CM002237.1-595	CM002237.1	4160409	4162306	+	2580.4	1897.000	8.500000	68.0	9.6	7.09	1.93e-34	0.91
CM002237.1-870	CM002237.1	71438	73264	+	2447.6	1826.000	6.000000	64.5	8.7	7.41	2.12e-33	0.90
CM002239.1-1499	CM002239.1	763027	764485	+	2447.6	1458.000	8.000000	64.5	8.0	8.07	1.77e-35	0.92
CM002236.1-543	CM002236.1	256756	258264	+	2428.6	1508.000	9.000000	64.0	6.7	9.55	7.97e-40	0.97
CM002241.1-1892	CM002241.1	1958856	1960455	+	2409.6	1599.000	7.000000	63.5	8.5	7.50	3.31e-33	0.99
CM002241.1-2441	CM002241.1	3539890	3542028	+	2409.6	2138.000	6.000000	63.5	9.7	6.56	4.87e-30	0.92
CM002239.1-804	CM002239.1	613520	614995	+	2371.7	1475.000	10.000000	62.5	7.0	8.98	5.98e-37	0.91
CM002239.1-1887	CM002239.1	350751	352088	+	2352.7	1337.000	7.000000	62.0	6.6	9.45	2.23e-38	0.99
CM002239.1-2742	CM002239.1	5939586	5941165	+	2333.7	1579.000	6.000000	61.5	7.9	7.82	3.85e-33	0.99
CM002240.1-2089	CM002240.1	6417578	6418812	+	2314.7	1234.000	7.000000	61.0	4.6	13.34	4.02e-46	0.98
CM002240.1-2394	CM002240.1	575583	577417	+	2295.8	1834.000	6.000000	60.5	7.4	8.18	1.17e-33	0.99
CM002238.1-3431	CM002238.1	460871	462370	+	2257.8	1499.000	7.500000	59.5	5.9	10.12	5.50e-38	0.99
CM002241.1-1656	CM002241.1	444705	445823	+	2257.8	1118.000	7.500000	59.5	5.4	10.93	8.95e-40	0.85
CM002238.1-4552	CM002238.1	4863019	4864080	+	2219.9	1061.000	6.500000	58.5	5.4	10.78	8.20e-39	0.92
