# HOMER Peaks
# Peak finding parameters:
# tag directory = /scratch/evt82290/Run129/homer/tag/129-33_ChIP_WT_K27me3_AM_Rep_2
#
# total peaks = 501
# peak size = 150
# peaks found using tags on both strands
# minimum distance between peaks = 530
# fragment length = 170
# genome size = 41224647
# Total tags = 3743614.0
# Total tags in peaks = 835401.5
# Approximate IP efficiency = 22.32%
# tags per bp = 0.090594
# expected tags per peak = 13.589
# maximum tags considered per bp = 9.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 27.0
# number of putative peaks = 78919
#
# input tag directory = /scratch/evt82290/Run129/homer/tag/129-43_ChIP_WT_input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 104
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /scratch/evt82290/Run129/homer/tag/129-33_ChIP_WT_K27me3_AM_Rep_2 -style histone -region -size 150 -minDist 530 -o /scratch/evt82290/Run129/Peaks/129-33_ChIP_WT_K27me3_AM_Rep_2_peaks.txt -i /scratch/evt82290/Run129/homer/tag/129-43_ChIP_WT_input
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
CM002238.1-3	CM002238.1	174	15553	+	31875.6	15379.000	446.000000	11933.0	1459.9	8.17	0.00e+00	0.92
CM002241.1-7590	CM002241.1	3736898	3754832	+	30000.4	17934.000	35.000000	11231.0	1145.8	9.80	0.00e+00	0.84
CM002239.1-8662	CM002239.1	543241	569214	+	29749.3	25973.000	38.000000	11137.0	1633.7	6.82	0.00e+00	0.90
CM002238.1-8049	CM002238.1	4638256	4662664	+	29630.5	24408.000	48.500000	11092.5	1574.8	7.04	0.00e+00	0.91
CM002242.1-1795	CM002242.1	909006	930067	+	29268.5	21061.000	60.000000	10957.0	1443.8	7.59	0.00e+00	0.99
CM002242.1-3723	CM002242.1	695175	720710	+	28075.8	25535.000	36.000000	10510.5	1673.8	6.28	0.00e+00	1.01
CM002239.1-6569	CM002239.1	345276	364119	+	27775.3	18843.000	50.500000	10398.0	1169.1	8.89	0.00e+00	0.90
CM002239.1-6670	CM002239.1	717264	738967	+	27091.5	21703.000	50.000000	10142.0	1507.0	6.73	0.00e+00	0.99
CM002241.1-3973	CM002241.1	3793757	3810982	+	27022.0	17225.000	58.500000	10116.0	1200.7	8.42	0.00e+00	0.94
CM002238.1-8345	CM002238.1	380567	400861	+	26992.6	20294.000	45.500000	10105.0	1389.3	7.27	0.00e+00	0.91
CM002241.1-1900	CM002241.1	3709321	3727236	+	26861.7	17915.000	84.500000	10056.0	1257.6	8.00	0.00e+00	0.82
CM002237.1-701	CM002237.1	4469254	4478572	+	26742.9	9318.000	78.000000	10011.5	950.4	10.53	0.00e+00	0.83
CM002242.1-2356	CM002242.1	4243996	4255176	+	25659.7	11180.000	50.500000	9606.0	1118.7	8.59	0.00e+00	0.88
CM002238.1-8067	CM002238.1	5013887	5031800	+	24429.6	17913.000	48.500000	9145.5	1238.7	7.38	0.00e+00	0.85
CM002239.1-8009	CM002239.1	577477	598714	+	23558.8	21237.000	41.000000	8819.5	1362.4	6.47	0.00e+00	1.04
CM002241.1-7898	CM002241.1	3758792	3772825	+	23323.7	14033.000	34.000000	8731.5	961.8	9.08	0.00e+00	0.83
CM002239.1-7154	CM002239.1	639744	654427	+	21261.5	14683.000	46.500000	7959.5	1004.4	7.92	0.00e+00	0.93
CM002236.1-1740	CM002236.1	208353	223700	+	21091.9	15347.000	60.500000	7896.0	1002.5	7.88	0.00e+00	0.87
CM002236.1-1656	CM002236.1	9789256	9798764	+	20700.6	9508.000	62.500000	7749.5	977.5	7.93	0.00e+00	0.92
CM002241.1-4368	CM002241.1	465385	480687	+	19622.8	15302.000	54.500000	7346.0	1039.3	7.07	0.00e+00	0.99
CM002239.1-4522	CM002239.1	373470	385244	+	19061.8	11774.000	65.500000	7136.0	733.4	9.73	0.00e+00	0.91
CM002239.1-7743	CM002239.1	198109	210786	+	18804.0	12677.000	42.500000	7039.5	892.3	7.89	0.00e+00	0.91
CM002240.1-3733	CM002240.1	6190630	6203541	+	18719.9	12911.000	50.000000	7008.0	922.6	7.60	0.00e+00	0.86
CM002240.1-5132	CM002240.1	557682	574864	+	18522.2	17182.000	35.500000	6934.0	1123.1	6.17	0.00e+00	0.89
CM002241.1-6173	CM002241.1	450715	464959	+	18363.3	14244.000	41.000000	6874.5	916.7	7.50	0.00e+00	0.88
CM002239.1-3785	CM002239.1	5993866	6000659	+	18331.2	6793.000	72.000000	6862.5	722.5	9.50	0.00e+00	0.83
KI440766.1-1	KI440766.1	170	7139	+	17344.2	6969.000	579.500000	6493.0	681.3	9.53	0.00e+00	0.79
CM002238.1-9635	CM002238.1	4672575	4685231	+	17125.2	12656.000	37.000000	6411.0	859.8	7.46	0.00e+00	0.90
CM002239.1-7061	CM002239.1	174850	186660	+	16995.6	11810.000	47.000000	6362.5	846.5	7.52	0.00e+00	0.88
CM002239.1-4829	CM002239.1	385784	398762	+	16456.0	12978.000	63.000000	6160.5	843.4	7.30	0.00e+00	1.05
CM002239.1-6546	CM002239.1	5939543	5951390	+	15697.4	11847.000	51.000000	5876.5	786.8	7.47	0.00e+00	1.04
CM002238.1-7546	CM002238.1	5089091	5099459	+	15296.7	10368.000	53.500000	5726.5	742.2	7.72	0.00e+00	0.87
CM002242.1-7	CM002242.1	174	4557	+	14554.1	4383.000	426.500000	5448.5	390.9	13.94	0.00e+00	0.93
CM002241.1-4969	CM002241.1	4213075	4218331	+	14448.6	5256.000	49.500000	5409.0	577.5	9.37	0.00e+00	0.93
CM002238.1-8465	CM002238.1	292235	301950	+	14315.0	9715.000	44.500000	5359.0	692.2	7.74	0.00e+00	0.93
CM002240.1-5689	CM002240.1	6114922	6124209	+	14076.0	9287.000	33.500000	5269.5	655.8	8.03	0.00e+00	0.90
CM002236.1-3160	CM002236.1	255904	265860	+	14022.5	9956.000	39.500000	5249.5	654.6	8.02	0.00e+00	0.91
CM002236.1-1721	CM002236.1	295621	304847	+	13945.1	9226.000	61.000000	5220.5	563.7	9.26	0.00e+00	0.89
CM002242.1-4565	CM002242.1	661206	675773	+	13195.8	14567.000	32.500000	4940.0	965.9	5.11	0.00e+00	0.94
CM002241.1-4445	CM002241.1	3774541	3782417	+	13174.4	7876.000	54.000000	4932.0	526.9	9.36	0.00e+00	0.91
CM002238.1-7125	CM002238.1	4856425	4864474	+	12963.4	8049.000	57.500000	4853.0	548.4	8.85	0.00e+00	0.84
CM002242.1-5956	CM002242.1	4231661	4240207	+	12837.9	8546.000	29.500000	4806.0	704.1	6.83	0.00e+00	0.89
CM002239.1-9015	CM002239.1	305092	317613	+	12510.6	12521.000	36.500000	4683.5	733.7	6.38	0.00e+00	0.91
CM002241.1-9864	CM002241.1	3826302	3835756	+	12447.9	9454.000	29.500000	4660.0	639.9	7.28	0.00e+00	0.86
CM002241.1-3468	CM002241.1	190100	201155	+	12394.4	11055.000	63.500000	4640.0	710.0	6.54	0.00e+00	1.04
CM002240.1-2688	CM002240.1	6081034	6089088	+	12015.1	8054.000	67.500000	4498.0	581.4	7.74	0.00e+00	0.89
CM002240.1-3702	CM002240.1	6060034	6067523	+	11979.1	7489.000	50.500000	4484.5	537.2	8.35	0.00e+00	0.86
CM002236.1-2604	CM002236.1	288373	295158	+	11789.4	6785.000	44.500000	4413.5	474.9	9.29	0.00e+00	0.87
CM002236.1-1708	CM002236.1	35671	46928	+	11697.3	11257.000	61.000000	4379.0	725.1	6.04	0.00e+00	0.90
CM002238.1-10925	CM002238.1	4626024	4637638	+	11547.7	11614.000	32.500000	4323.0	717.9	6.02	0.00e+00	1.02
CM002242.1-3734	CM002242.1	1345280	1355909	+	11434.1	10629.000	36.000000	4280.5	743.0	5.76	0.00e+00	0.84
CM002241.1-25	CM002241.1	133	5213	+	11351.3	5080.000	276.500000	4249.5	381.3	11.14	0.00e+00	0.85
CM002238.1-7841	CM002238.1	4991039	4999962	+	11168.4	8923.000	50.500000	4181.0	649.8	6.43	0.00e+00	0.92
CM002236.1-2259	CM002236.1	9768471	9775325	+	11000.1	6854.000	50.000000	4118.0	523.0	7.87	0.00e+00	0.86
CM002241.1-4712	CM002241.1	3492544	3500423	+	10894.6	7879.000	51.500000	4078.5	566.5	7.20	0.00e+00	0.88
CM002241.1-5472	CM002241.1	4157786	4163922	+	10765.0	6136.000	45.500000	4030.0	461.5	8.73	0.00e+00	0.88
CM002238.1-5352	CM002238.1	270399	275537	+	10448.5	5138.000	72.000000	3911.5	418.4	9.35	0.00e+00	0.89
CM002240.1-6593	CM002240.1	6036181	6047978	+	10392.4	11797.000	31.000000	3890.5	682.1	5.70	0.00e+00	0.96
CM002239.1-8095	CM002239.1	464636	475161	+	9994.4	10525.000	40.500000	3741.5	662.2	5.65	0.00e+00	0.90
CM002240.1-2915	CM002240.1	6151648	6159343	+	9716.5	7695.000	64.000000	3637.5	555.6	6.55	0.00e+00	0.90
CM002238.1-7226	CM002238.1	448395	457744	+	9255.8	9349.000	56.500000	3465.0	677.5	5.11	0.00e+00	0.96
CM002238.1-7557	CM002238.1	285765	291365	+	9151.6	5600.000	53.000000	3426.0	377.0	9.09	0.00e+00	0.87
CM002242.1-2518	CM002242.1	884804	891315	+	9007.3	6511.000	48.000000	3372.0	523.9	6.44	0.00e+00	0.97
CM002241.1-5232	CM002241.1	151459	159595	+	8804.3	8136.000	47.000000	3296.0	522.2	6.31	0.00e+00	0.93
CM002240.1-3070	CM002240.1	6027302	6034132	+	8521.2	6830.000	61.000000	3190.0	442.6	7.21	0.00e+00	0.93
CM002238.1-10298	CM002238.1	261097	266503	+	8474.4	5406.000	34.000000	3172.5	385.0	8.24	0.00e+00	0.86
CM002236.1-50	CM002236.1	168	2983	+	8380.9	2815.000	214.000000	3137.5	236.1	13.29	0.00e+00	0.74
CM002239.1-7798	CM002239.1	5878268	5885253	+	8239.4	6985.000	42.500000	3084.5	452.2	6.82	0.00e+00	0.90
CM002239.1-7683	CM002239.1	503625	512613	+	8219.3	8988.000	43.000000	3077.0	582.9	5.28	0.00e+00	0.95
CM002240.1-3706	CM002240.1	6173830	6178910	+	8048.4	5080.000	50.500000	3013.0	367.2	8.21	0.00e+00	0.88
CM002238.1-7975	CM002238.1	279591	284718	+	7990.9	5127.000	49.000000	2991.5	329.7	9.07	0.00e+00	0.84
CM002236.1-1133	CM002236.1	9758073	9763630	+	7970.9	5557.000	76.000000	2984.0	394.8	7.56	0.00e+00	0.94
CM002240.1-4081	CM002240.1	6096187	6102523	+	7495.4	6336.000	44.500000	2806.0	466.1	6.02	0.00e+00	0.91
CM002239.1-8771	CM002239.1	109099	114353	+	7435.3	5254.000	37.500000	2783.5	380.3	7.32	0.00e+00	0.90
CM002239.1-7746	CM002239.1	248987	256302	+	7233.7	7315.000	42.500000	2708.0	485.0	5.58	0.00e+00	0.99
CM002239.1-6194	CM002239.1	19974	25546	+	7162.9	5572.000	53.000000	2681.5	390.2	6.87	0.00e+00	0.89
CM002239.1-7855	CM002239.1	758347	765739	+	7129.5	7392.000	42.000000	2669.0	541.2	4.93	0.00e+00	1.03
CM002239.1-4232	CM002239.1	5848474	5853550	+	7081.4	5076.000	68.000000	2651.0	367.7	7.21	0.00e+00	0.92
CM002237.1-1936	CM002237.1	4446732	4454020	+	6914.4	7288.000	41.000000	2588.5	509.2	5.08	0.00e+00	0.90
CM002238.1-10432	CM002238.1	217239	223536	+	6879.7	6297.000	33.500000	2575.5	409.6	6.29	0.00e+00	0.91
CM002241.1-4986	CM002241.1	208068	214931	+	6800.9	6863.000	49.000000	2546.0	467.3	5.45	0.00e+00	0.93
CM002242.1-3429	CM002242.1	942677	948223	+	6703.4	5546.000	38.000000	2509.5	418.1	6.00	0.00e+00	0.91
CM002239.1-6971	CM002239.1	706352	712411	+	6672.7	6059.000	48.000000	2498.0	447.2	5.59	0.00e+00	0.93
CM002238.1-7793	CM002238.1	4864879	4871301	+	6654.0	6422.000	51.000000	2491.0	420.7	5.92	0.00e+00	0.93
CM002241.1-3301	CM002241.1	444311	449998	+	6587.2	5687.000	65.500000	2466.0	356.9	6.91	0.00e+00	0.94
CM002239.1-7702	CM002239.1	612820	618849	+	6585.9	6029.000	43.000000	2465.5	392.5	6.28	0.00e+00	0.93
CM002241.1-5644	CM002241.1	160026	166917	+	6507.1	6891.000	44.000000	2436.0	461.8	5.28	0.00e+00	0.92
CM002238.1-11560	CM002238.1	4572647	4578811	+	6182.5	6164.000	31.000000	2314.5	460.6	5.03	0.00e+00	0.97
CM002241.1-5095	CM002241.1	23210	27597	+	6003.6	4387.000	48.000000	2247.5	313.2	7.18	0.00e+00	0.92
CM002236.1-2782	CM002236.1	186271	191671	+	5803.2	5400.000	42.500000	2172.5	344.0	6.32	0.00e+00	0.91
CM002241.1-3315	CM002241.1	3731356	3734633	+	5680.3	3277.000	65.500000	2126.5	210.6	10.10	0.00e+00	0.92
CM002241.1-9123	CM002241.1	3894382	3901044	+	5634.9	6662.000	31.000000	2109.5	406.1	5.19	0.00e+00	0.94
CM002242.1-1625	CM002242.1	250428	256282	+	5561.5	5854.000	63.000000	2082.0	393.3	5.29	0.00e+00	0.95
CM002238.1-10943	CM002238.1	5054417	5059671	+	5403.9	5254.000	32.500000	2023.0	341.9	5.92	0.00e+00	0.95
CM002238.1-8219	CM002238.1	5225743	5230449	+	5359.8	4706.000	47.000000	2006.5	328.8	6.10	0.00e+00	0.97
CM002240.1-4062	CM002240.1	681026	686780	+	5318.4	5754.000	44.500000	1991.0	415.7	4.79	0.00e+00	1.00
CM002237.1-4093	CM002237.1	32125	37437	+	5242.3	5312.000	30.500000	1962.5	361.7	5.43	0.00e+00	0.88
CM002241.1-6894	CM002241.1	428249	432927	+	5208.9	4678.000	37.500000	1950.0	275.0	7.09	0.00e+00	0.94
CM002236.1-3252	CM002236.1	243540	250340	+	5005.9	6800.000	39.000000	1874.0	376.5	4.98	0.00e+00	1.02
CM002236.1-7324	CM002236.1	12104	16203	+	4957.8	4099.000	29.500000	1856.0	315.9	5.88	0.00e+00	0.92
CM002242.1-2748	CM002242.1	4197375	4201887	+	4948.4	4512.000	45.000000	1852.5	361.0	5.13	0.00e+00	0.94
CM002241.1-7358	CM002241.1	125761	130887	+	4924.4	5126.000	35.500000	1843.5	325.3	5.67	0.00e+00	0.97
CM002241.1-10193	CM002241.1	16415	19985	+	4919.0	3570.000	28.500000	1841.5	252.8	7.28	0.00e+00	0.89
CM002236.1-5369	CM002236.1	314410	320044	+	4915.0	5634.000	32.500000	1840.0	348.2	5.28	0.00e+00	0.97
CM002241.1-5017	CM002241.1	3703158	3708276	+	4883.0	5118.000	49.000000	1828.0	340.4	5.37	0.00e+00	1.35
CM002242.1-2237	CM002242.1	5757	9436	+	4724.0	3679.000	52.000000	1768.5	257.8	6.86	0.00e+00	0.93
CM002238.1-12598	CM002238.1	4690045	4694092	+	4659.9	4047.000	29.000000	1744.5	298.6	5.84	0.00e+00	0.98
CM002238.1-10740	CM002238.1	4874641	4879873	+	4650.6	5232.000	33.000000	1741.0	316.8	5.50	0.00e+00	0.93
CM002239.1-5918	CM002239.1	187244	191284	+	4645.2	4040.000	55.000000	1739.0	271.8	6.40	0.00e+00	0.91
CM002239.1-8211	CM002239.1	406740	412541	+	4614.5	5801.000	40.000000	1727.5	400.2	4.32	0.00e+00	0.99
CM002240.1-3914	CM002240.1	6022799	6026666	+	4606.5	3867.000	47.000000	1724.5	259.1	6.66	0.00e+00	0.90
CM002241.1-5770	CM002241.1	3469694	3474128	+	4545.1	4434.000	43.500000	1701.5	328.4	5.18	0.00e+00	0.90
CM002238.1-8030	CM002238.1	267064	269998	+	4521.0	2934.000	48.500000	1692.5	232.3	7.29	0.00e+00	0.95
CM002240.1-3667	CM002240.1	6051302	6055046	+	4446.2	3744.000	51.000000	1664.5	260.7	6.38	0.00e+00	0.85
CM002238.1-7597	CM002238.1	5060119	5063386	+	4331.4	3267.000	53.000000	1621.5	258.7	6.27	0.00e+00	0.90
CM002239.1-8349	CM002239.1	657614	661666	+	4326.0	4052.000	39.500000	1619.5	264.9	6.11	0.00e+00	0.92
CM002241.1-4889	CM002241.1	3545623	3549771	+	4322.0	4148.000	50.000000	1618.0	286.1	5.66	0.00e+00	0.95
CM002237.1-2397	CM002237.1	51428	56908	+	4223.2	5480.000	37.000000	1581.0	384.7	4.11	0.00e+00	1.01
CM002236.1-2034	CM002236.1	195230	199172	+	4160.4	3942.000	54.000000	1557.5	271.2	5.74	0.00e+00	0.97
CM002240.1-6447	CM002240.1	772817	778186	+	4149.7	5369.000	31.000000	1553.5	372.8	4.17	0.00e+00	1.01
CM002238.1-8870	CM002238.1	4724268	4728990	+	4077.6	4722.000	41.500000	1526.5	303.0	5.04	0.00e+00	1.02
CM002242.1-2949	CM002242.1	108071	112075	+	4054.9	4004.000	42.000000	1518.0	305.3	4.97	0.00e+00	0.87
CM002240.1-3791	CM002240.1	5975707	5979442	+	4044.2	3735.000	49.000000	1514.0	262.4	5.77	0.00e+00	0.98
CM002237.1-1790	CM002237.1	4464312	4468256	+	4033.5	3944.000	42.500000	1510.0	285.8	5.28	0.00e+00	0.92
CM002239.1-5640	CM002239.1	5868425	5872199	+	3962.7	3774.000	57.500000	1483.5	214.3	6.92	0.00e+00	0.94
CM002239.1-8770	CM002239.1	101731	105991	+	3946.7	4260.000	37.500000	1477.5	319.4	4.63	0.00e+00	1.01
CM002239.1-7332	CM002239.1	223133	226658	+	3811.8	3525.000	45.000000	1427.0	276.6	5.16	0.00e+00	1.04
CM002237.1-1011	CM002237.1	1679715	1684818	+	3805.1	5103.000	59.000000	1424.5	323.4	4.40	0.00e+00	1.12
CM002239.1-5072	CM002239.1	141034	143404	+	3730.4	2370.000	61.000000	1396.5	156.7	8.91	0.00e+00	0.88
CM002240.1-2583	CM002240.1	6235167	6238934	+	3666.2	3767.000	69.500000	1372.5	255.2	5.38	0.00e+00	0.96
CM002241.1-5611	CM002241.1	3868783	3871502	+	3659.6	2719.000	44.500000	1370.0	258.7	5.30	0.00e+00	0.88
CM002236.1-2145	CM002236.1	5906	8493	+	3612.8	2587.000	51.500000	1352.5	188.8	7.16	0.00e+00	0.96
CM002239.1-8675	CM002239.1	662266	664929	+	3612.8	2663.000	38.000000	1352.5	189.9	7.12	0.00e+00	0.96
CM002241.1-5744	CM002241.1	342448	347314	+	3611.5	4866.000	43.500000	1352.0	284.7	4.75	0.00e+00	0.97
CM002241.1-5247	CM002241.1	351624	356189	+	3588.8	4565.000	47.000000	1343.5	290.1	4.63	0.00e+00	1.03
CM002237.1-1390	CM002237.1	18723	21586	+	3526.0	2863.000	48.500000	1320.0	205.6	6.42	0.00e+00	0.92
CM002241.1-4727	CM002241.1	3888384	3892244	+	3500.6	3860.000	51.500000	1310.5	226.2	5.79	0.00e+00	0.84
CM002239.1-7379	CM002239.1	5080319	5084931	+	3445.9	4612.000	45.000000	1290.0	285.9	4.51	0.00e+00	0.92
CM002239.1-5714	CM002239.1	5864851	5867553	+	3345.7	2702.000	57.000000	1252.5	223.3	5.61	0.00e+00	0.87
CM002239.1-10418	CM002239.1	743239	746659	+	3303.0	3420.000	32.500000	1236.5	236.3	5.23	0.00e+00	0.90
CM002238.1-9596	CM002238.1	427623	430877	+	3260.2	3254.000	37.000000	1220.5	234.5	5.21	0.00e+00	1.02
CM002237.1-4294	CM002237.1	71094	75076	+	3257.5	3982.000	30.000000	1219.5	255.8	4.77	0.00e+00	0.93
CM002237.1-1373	CM002237.1	1676348	1679211	+	3246.9	2863.000	49.000000	1215.5	200.6	6.06	0.00e+00	0.97
CM002241.1-5320	CM002241.1	3504939	3507377	+	3238.8	2438.000	46.500000	1212.5	197.7	6.13	0.00e+00	0.89
CM002236.1-2208	CM002236.1	90630	94349	+	3226.8	3719.000	50.500000	1208.0	246.1	4.91	0.00e+00	0.91
CM002239.1-3206	CM002239.1	5927897	5929950	+	3220.2	2053.000	77.000000	1205.5	153.2	7.87	0.00e+00	0.90
CM002240.1-4816	CM002240.1	5970409	5975267	+	3217.5	4858.000	37.500000	1204.5	291.1	4.14	0.00e+00	1.03
CM002241.1-5689	CM002241.1	3727878	3730830	+	3164.1	2952.000	44.000000	1184.5	170.6	6.94	0.00e+00	0.91
CM002238.1-10121	CM002238.1	4975553	4979097	+	3148.0	3544.000	35.000000	1178.5	230.3	5.12	0.00e+00	0.98
CM002241.1-7903	CM002241.1	3836614	3840236	+	3045.2	3622.000	34.000000	1140.0	259.8	4.39	0.00e+00	0.91
CM002236.1-5351	CM002236.1	182572	185784	+	3010.5	3212.000	32.500000	1127.0	219.0	5.15	0.00e+00	0.91
CM002238.1-9226	CM002238.1	413999	416855	+	2997.1	2856.000	39.000000	1122.0	222.6	5.04	0.00e+00	0.98
CM002237.1-1516	CM002237.1	105576	108594	+	2985.1	3018.000	46.500000	1117.5	218.4	5.12	0.00e+00	0.92
CM002241.1-6039	CM002241.1	9210	11343	+	2922.3	2133.000	41.500000	1094.0	153.3	7.13	0.00e+00	0.87
CM002241.1-5916	CM002241.1	390168	393118	+	2917.0	2950.000	42.500000	1092.0	220.4	4.95	0.00e+00	0.99
CM002238.1-5732	CM002238.1	197785	200730	+	2784.7	2945.000	69.000000	1042.5	192.2	5.43	0.00e+00	0.91
CM002238.1-7259	CM002238.1	31111	33547	+	2755.4	2436.000	56.000000	1031.5	201.7	5.11	0.00e+00	0.90
CM002241.1-3210	CM002241.1	410809	413683	+	2616.5	2874.000	66.500000	979.5	194.0	5.05	0.00e+00	0.99
CM002240.1-1075	CM002240.1	6386736	6388183	+	2453.5	1447.000	97.500000	918.5	128.4	7.15	0.00e+00	0.83
CM002239.1-6365	CM002239.1	696471	698886	+	2442.8	2415.000	52.000000	914.5	189.7	4.82	4.71e-312	0.90
CM002241.1-4125	CM002241.1	3672570	3674231	+	2442.8	1661.000	57.000000	914.5	143.2	6.38	0.00e+00	0.91
CM002240.1-5587	CM002240.1	575248	577649	+	2346.7	2401.000	33.500000	878.5	156.0	5.63	0.00e+00	0.99
CM002241.1-5498	CM002241.1	358839	361653	+	2328.0	2814.000	45.000000	871.5	184.2	4.73	6.62e-292	0.97
CM002242.1-1782	CM002242.1	305654	307977	+	2317.3	2323.000	60.000000	867.5	161.2	5.38	0.00e+00	0.92
CM002241.1-4636	CM002241.1	202551	206125	+	2293.2	3574.000	52.000000	858.5	200.2	4.29	5.06e-259	0.91
CM002239.1-9184	CM002239.1	635261	638109	+	2233.1	2848.000	36.000000	836.0	181.8	4.60	2.40e-272	1.05
CM002239.1-2344	CM002239.1	277222	279712	+	2213.1	2490.000	86.000000	828.5	169.0	4.90	9.10e-288	0.96
CM002239.1-5695	CM002239.1	673121	675697	+	2199.7	2576.000	57.000000	823.5	176.3	4.67	2.09e-272	0.98
CM002238.1-8541	CM002238.1	343941	345889	+	2181.0	1948.000	44.000000	816.5	152.4	5.36	6.46e-309	0.92
CM002241.1-9170	CM002241.1	186693	189698	+	2111.6	3005.000	30.500000	790.5	195.4	4.05	1.56e-223	0.98
CM002238.1-10834	CM002238.1	556151	558304	+	2088.9	2153.000	32.500000	782.0	170.3	4.59	1.89e-254	0.93
CM002239.1-7408	CM002239.1	67570	69864	+	2083.5	2294.000	44.500000	780.0	165.3	4.72	4.98e-261	0.96
CM002237.1-1965	CM002237.1	1685606	1688375	+	2054.2	2769.000	40.500000	769.0	185.4	4.15	4.47e-224	0.99
CM002238.1-8538	CM002238.1	277624	279185	+	1998.1	1561.000	44.000000	748.0	98.9	7.56	0.00e+00	0.91
CM002241.1-5606	CM002241.1	3815873	3817713	+	1998.1	1840.000	44.500000	748.0	125.2	5.98	1.03e-312	0.99
CM002239.1-8314	CM002239.1	194068	197026	+	1990.1	2958.000	39.500000	745.0	182.7	4.08	5.69e-213	0.99
CM002241.1-4203	CM002241.1	240526	242558	+	1960.7	2032.000	56.000000	734.0	157.3	4.67	4.28e-243	0.99
KI440765.1-218	KI440765.1	88486	90706	+	1940.6	2220.000	61.000000	726.5	174.2	4.17	8.61e-213	1.02
CM002236.1-3400	CM002236.1	9689244	9691278	+	1913.9	2034.000	38.500000	716.5	144.2	4.97	1.86e-252	1.05
CM002238.1-5849	CM002238.1	5129525	5131696	+	1827.1	2171.000	68.500000	684.0	136.8	5.00	6.00e-243	0.95
CM002237.1-1221	CM002237.1	26908	29041	+	1803.1	2133.000	52.500000	675.0	164.0	4.12	2.86e-195	1.03
