# HOMER Peaks
# Peak finding parameters:
# tag directory = /scratch/evt82290/Run129/homer/tag/129-38_ChIP_WT_K27me3_AbC_Rep_1
#
# total peaks = 634
# peak size = 150
# peaks found using tags on both strands
# minimum distance between peaks = 530
# fragment length = 198
# genome size = 41101437
# Total tags = 1393921.5
# Total tags in peaks = 555057.5
# Approximate IP efficiency = 39.82%
# tags per bp = 0.033883
# expected tags per peak = 5.082
# maximum tags considered per bp = 3.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 14.0
# number of putative peaks = 47287
#
# input tag directory = /scratch/evt82290/Run129/homer/tag/129-43_ChIP_WT_input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 84
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /scratch/evt82290/Run129/homer/tag/129-38_ChIP_WT_K27me3_AbC_Rep_1 -style histone -region -size 150 -minDist 530 -o /scratch/evt82290/Run129/Peaks/129-38_ChIP_WT_K27me3_AbC_Rep_1_peaks.txt -i /scratch/evt82290/Run129/homer/tag/129-43_ChIP_WT_input
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
CM002236.1-2595	CM002236.1	243008	252068	+	10804.1	9060.000	20.000000	1506.0	194.8	7.73	0.00e+00	0.97
CM002241.1-7546	CM002241.1	14929	22090	+	10735.9	7161.000	16.000000	1496.5	190.1	7.87	0.00e+00	0.87
CM002239.1-8293	CM002239.1	5848496	5853491	+	10610.4	4995.000	21.500000	1479.0	133.3	11.10	0.00e+00	0.90
CM002238.1-9461	CM002238.1	4571347	4578786	+	10603.2	7439.000	20.000000	1478.0	205.4	7.20	0.00e+00	0.90
CM002238.1-10471	CM002238.1	4873054	4880307	+	10517.1	7253.000	15.500000	1466.0	170.9	8.58	0.00e+00	0.89
CM002241.1-6131	CM002241.1	22772	28136	+	10513.5	5364.000	21.500000	1465.5	145.9	10.04	0.00e+00	0.89
CM002237.1-1923	CM002237.1	4446737	4454044	+	10434.6	7307.000	18.000000	1454.5	190.1	7.65	0.00e+00	1.00
CM002238.1-9372	CM002238.1	4688646	4695699	+	10355.7	7053.000	20.500000	1443.5	172.2	8.38	0.00e+00	0.92
CM002241.1-7366	CM002241.1	3893878	3902334	+	10215.8	8456.000	17.000000	1424.0	187.1	7.61	0.00e+00	0.96
CM002237.1-2407	CM002237.1	31504	37803	+	10176.3	6299.000	14.000000	1418.5	155.7	9.11	0.00e+00	0.97
CM002241.1-5278	CM002241.1	3701924	3708633	+	10176.3	6709.000	26.500000	1418.5	173.2	8.19	0.00e+00	1.01
CM002241.1-3715	CM002241.1	4213925	4218296	+	10162.0	4371.000	36.500000	1416.5	185.6	7.63	0.00e+00	0.96
CM002238.1-9602	CM002238.1	5224695	5231064	+	10018.5	6369.000	19.500000	1396.5	172.6	8.09	0.00e+00	0.94
CM002241.1-6850	CM002241.1	121842	131001	+	9997.0	9159.000	18.500000	1393.5	215.5	6.47	0.00e+00	0.96
CM002241.1-7893	CM002241.1	407848	417262	+	9796.1	9414.000	15.000000	1365.5	225.1	6.07	0.00e+00	1.03
CM002240.1-4926	CM002240.1	680762	687172	+	9717.2	6410.000	17.000000	1354.5	175.2	7.73	0.00e+00	1.07
CM002240.1-3457	CM002240.1	6235090	6242111	+	9555.8	7021.000	33.500000	1332.0	187.9	7.09	0.00e+00	0.99
CM002236.1-3392	CM002236.1	10249	16219	+	9268.8	5970.000	14.500000	1292.0	159.5	8.10	0.00e+00	0.95
CM002240.1-4220	CM002240.1	6022134	6026775	+	9132.5	4641.000	24.500000	1273.0	123.8	10.28	0.00e+00	0.93
CM002236.1-2960	CM002236.1	314057	321294	+	9007.0	7237.000	17.000000	1255.5	163.7	7.67	0.00e+00	0.94
CM002241.1-6798	CM002241.1	3543286	3549883	+	8838.4	6597.000	19.000000	1232.0	170.7	7.22	0.00e+00	0.98
CM002236.1-1885	CM002236.1	191	3481	+	8770.2	3290.000	30.000000	1222.5	102.0	11.99	0.00e+00	0.79
CM002236.1-2611	CM002236.1	9686795	9694080	+	8630.3	7285.000	20.000000	1203.0	190.2	6.32	0.00e+00	0.98
CM002236.1-2693	CM002236.1	194815	199259	+	8616.0	4444.000	19.000000	1201.0	114.8	10.46	0.00e+00	1.09
CM002239.1-10268	CM002239.1	100059	106531	+	8350.5	6472.000	14.000000	1164.0	173.3	6.72	0.00e+00	0.96
CM002242.1-1792	CM002242.1	250320	256121	+	8250.1	5801.000	32.500000	1150.0	148.3	7.75	0.00e+00	0.95
CM002242.1-3483	CM002242.1	4196829	4202296	+	8174.8	5467.000	16.500000	1139.5	159.3	7.15	0.00e+00	0.92
CM002238.1-9967	CM002238.1	424534	430873	+	8006.2	6339.000	17.500000	1116.0	161.0	6.93	0.00e+00	0.98
CM002240.1-4457	CM002240.1	6051037	6055502	+	7970.3	4465.000	22.000000	1111.0	121.5	9.14	0.00e+00	1.01
CM002237.1-2118	CM002237.1	71016	78725	+	7672.6	7709.000	16.000000	1069.5	189.2	5.65	0.00e+00	0.98
CM002241.1-6650	CM002241.1	427953	432966	+	7543.5	5013.000	19.500000	1051.5	112.1	9.38	0.00e+00	0.97
CM002238.1-9898	CM002238.1	4964907	4973369	+	7511.2	8462.000	18.000000	1047.0	191.8	5.46	0.00e+00	0.93
CM002241.1-7659	CM002241.1	3886835	3893023	+	7482.5	6188.000	16.000000	1043.0	150.9	6.91	0.00e+00	0.97
CM002239.1-8324	CM002239.1	274864	281976	+	7367.7	7112.000	21.000000	1027.0	189.1	5.43	0.00e+00	0.89
CM002239.1-10231	CM002239.1	5868201	5872199	+	7270.9	3998.000	14.500000	1013.5	86.0	11.78	0.00e+00	0.87
CM002241.1-5794	CM002241.1	3469550	3474238	+	7156.1	4688.000	23.500000	997.5	131.6	7.58	0.00e+00	0.93
CM002239.1-9153	CM002239.1	222277	227776	+	7120.2	5499.000	17.500000	992.5	154.5	6.42	0.00e+00	1.01
CM002238.1-9335	CM002238.1	195785	202555	+	7098.7	6770.000	20.500000	989.5	169.8	5.83	0.00e+00	0.92
CM002242.1-2394	CM002242.1	5686	9902	+	6722.0	4216.000	24.500000	937.0	111.2	8.43	0.00e+00	0.91
CM002238.1-10913	CM002238.1	4975565	4981028	+	6664.7	5463.000	14.000000	929.0	135.4	6.86	0.00e+00	0.92
CM002241.1-7443	CM002241.1	342211	347758	+	6585.7	5547.000	16.500000	918.0	120.9	7.60	0.00e+00	1.02
CM002242.1-2730	CM002242.1	107894	112384	+	6571.4	4490.000	21.000000	916.0	128.4	7.13	0.00e+00	0.94
CM002238.1-9957	CM002238.1	341236	346891	+	6431.5	5655.000	17.500000	896.5	145.5	6.16	0.00e+00	1.00
CM002237.1-1726	CM002237.1	51487	57100	+	6413.6	5613.000	19.500000	894.0	146.4	6.11	0.00e+00	0.97
CM002236.1-2871	CM002236.1	90206	94981	+	6349.0	4775.000	17.500000	885.0	119.1	7.43	0.00e+00	0.94
CM002239.1-8741	CM002239.1	741926	746681	+	6341.8	4755.000	19.500000	884.0	122.3	7.23	0.00e+00	0.93
CM002238.1-9208	CM002238.1	4925997	4932316	+	6338.2	6319.000	21.500000	883.5	143.9	6.14	0.00e+00	0.94
CM002241.1-6618	CM002241.1	237462	244080	+	6331.1	6618.000	19.500000	882.5	170.2	5.18	1.48e-323	1.03
CM002241.1-8161	CM002241.1	3868121	3872070	+	6065.6	3949.000	14.500000	845.5	132.9	6.36	0.00e+00	0.93
CM002239.1-9512	CM002239.1	5092707	5099439	+	5915.0	6732.000	16.500000	824.5	168.6	4.89	1.38e-285	0.99
CM002239.1-9894	CM002239.1	192188	197321	+	5836.1	5133.000	15.000000	813.5	116.3	7.00	0.00e+00	0.94
CM002240.1-3811	CM002240.1	772637	778172	+	5735.6	5535.000	29.000000	799.5	144.8	5.52	4.68e-311	0.95
CM002236.1-2291	CM002236.1	5504	8742	+	5699.7	3238.000	23.500000	794.5	91.4	8.69	0.00e+00	0.92
CM002239.1-9479	CM002239.1	672445	676991	+	5699.7	4546.000	16.500000	794.5	120.6	6.59	0.00e+00	0.97
CM002239.1-7518	CM002239.1	140933	143555	+	5538.3	2622.000	25.000000	772.0	67.6	11.41	0.00e+00	0.86
CM002239.1-9722	CM002239.1	66752	72016	+	5495.3	5264.000	15.500000	766.0	136.6	5.61	9.28e-303	0.89
CM002241.1-5905	CM002241.1	3503654	3507453	+	5495.3	3799.000	23.000000	766.0	114.3	6.70	0.00e+00	0.91
CM002242.1-3569	CM002242.1	4166272	4172662	+	5369.7	6390.000	16.000000	748.5	150.7	4.97	1.78e-263	1.00
CM002239.1-9592	CM002239.1	291864	297202	+	5276.5	5338.000	16.000000	735.5	140.5	5.23	2.15e-272	0.92
CM002238.1-10932	CM002238.1	5115297	5120068	+	5222.7	4771.000	14.000000	728.0	128.3	5.67	8.81e-291	0.98
CM002238.1-9080	CM002238.1	413535	417110	+	5204.7	3575.000	22.000000	725.5	108.2	6.70	0.00e+00	0.94
CM002237.1-2344	CM002237.1	566014	571658	+	5068.4	5644.000	14.500000	706.5	142.4	4.96	1.72e-248	1.05
CM002238.1-8019	CM002238.1	159670	164630	+	5011.0	4960.000	28.500000	698.5	133.3	5.24	3.66e-259	1.01
CM002239.1-9048	CM002239.1	491167	497020	+	4828.1	5853.000	18.000000	673.0	147.0	4.58	1.04e-218	1.00
CM002241.1-7098	CM002241.1	8996	11791	+	4612.9	2795.000	17.500000	643.0	80.3	8.01	0.00e+00	0.91
CM002239.1-8034	CM002239.1	27085	31146	+	4494.5	4061.000	22.500000	626.5	111.8	5.60	2.20e-247	1.10
CM002238.1-10682	CM002238.1	555932	559752	+	4264.9	3820.000	14.500000	594.5	115.1	5.17	8.62e-218	0.93
CM002238.1-8782	CM002238.1	5129448	5133290	+	4099.9	3842.000	24.000000	571.5	90.5	6.31	1.63e-250	1.02
CM002237.1-1780	CM002237.1	105240	108629	+	4082.0	3389.000	19.000000	569.0	92.9	6.13	1.40e-243	0.92
CM002241.1-5461	CM002241.1	3672461	3674683	+	4024.6	2222.000	25.500000	561.0	69.9	8.03	1.33e-296	0.93
CM002241.1-7766	CM002241.1	3538786	3542495	+	3981.6	3709.000	15.500000	555.0	93.3	5.95	9.20e-232	0.94
CM002241.1-6765	CM002241.1	390431	393540	+	3970.8	3109.000	19.000000	553.5	87.4	6.34	2.13e-243	1.03
CM002239.1-8776	CM002239.1	5865093	5867769	+	3927.8	2676.000	19.500000	547.5	80.3	6.82	1.80e-255	0.91
CM002241.1-6310	CM002241.1	3815274	3818344	+	3895.5	3070.000	21.000000	543.0	74.8	7.26	1.55e-266	0.97
CM002241.1-6085	CM002241.1	418998	423099	+	3888.3	4101.000	22.000000	542.0	99.7	5.43	9.14e-209	0.96
CM002239.1-7606	CM002239.1	5928045	5929962	+	3795.0	1917.000	25.000000	529.0	51.3	10.31	0.00e+00	0.95
CM002239.1-8178	CM002239.1	696229	699050	+	3676.7	2821.000	22.000000	512.5	83.3	6.15	5.03e-220	0.94
CM002242.1-2745	CM002242.1	305708	308539	+	3615.7	2831.000	21.000000	504.0	71.5	7.04	6.56e-242	0.98
CM002240.1-2443	CM002240.1	6386720	6388688	+	3533.2	1968.000	45.000000	492.5	59.9	8.23	7.60e-265	0.96
CM002242.1-2797	CM002242.1	312465	316360	+	3483.0	3895.000	20.500000	485.5	103.7	4.68	9.10e-162	1.02
CM002237.1-1868	CM002237.1	26437	29496	+	3386.1	3059.000	18.000000	472.0	88.8	5.31	2.18e-178	0.93
CM002239.1-9055	CM002239.1	517073	521020	+	3274.9	3947.000	18.000000	456.5	86.8	5.26	1.88e-170	0.93
CM002240.1-3706	CM002240.1	6164828	6167836	+	3214.0	3008.000	30.500000	448.0	74.4	6.03	1.60e-189	0.98
CM002239.1-9188	CM002239.1	604973	609069	+	3206.8	4096.000	17.500000	447.0	85.2	5.24	6.25e-167	1.09
CM002241.1-8184	CM002241.1	4054885	4058135	+	3153.0	3250.000	14.500000	439.5	83.5	5.26	2.09e-164	0.92
CM002237.1-1825	CM002237.1	147155	150575	+	3059.7	3420.000	18.500000	426.5	84.0	5.08	3.21e-154	1.01
CM002238.1-9156	CM002238.1	165271	168270	+	3049.0	2999.000	21.500000	425.0	87.9	4.83	8.38e-147	0.99
CM002242.1-2788	CM002242.1	112872	116764	+	2934.2	3892.000	20.500000	409.0	89.0	4.60	3.11e-134	1.00
CM002242.1-3709	CM002242.1	241542	244821	+	2916.2	3279.000	15.000000	406.5	88.0	4.62	8.17e-134	0.94
CM002239.1-8085	CM002239.1	630446	632769	+	2866.0	2323.000	22.500000	399.5	55.1	7.25	4.20e-196	0.98
CM002242.1-3193	CM002242.1	4106696	4110359	+	2862.4	3663.000	18.000000	399.0	85.6	4.66	5.95e-133	0.95
CM002241.1-7054	CM002241.1	3647311	3650174	+	2776.3	2863.000	18.000000	387.0	92.4	4.19	4.63e-115	0.97
CM002241.1-7995	CM002241.1	4144639	4147051	+	2708.2	2412.000	15.000000	377.5	63.7	5.92	2.40e-157	1.00
CM002237.1-1207	CM002237.1	1734863	1737434	+	2668.7	2571.000	26.000000	372.0	73.5	5.06	9.61e-135	0.98
CM002237.1-1708	CM002237.1	4159345	4162349	+	2403.3	3004.000	20.000000	335.0	82.6	4.06	2.27e-96	0.96
CM002241.1-6391	CM002241.1	3475986	3478611	+	2345.9	2625.000	20.500000	327.0	68.5	4.77	6.08e-112	1.03
CM002238.1-10275	CM002238.1	5219352	5221472	+	2335.1	2120.000	16.500000	325.5	62.3	5.23	2.03e-121	1.04
CM002237.1-1643	CM002237.1	562902	565590	+	2331.6	2688.000	20.500000	325.0	65.8	4.94	4.17e-115	1.01
CM002239.1-10168	CM002239.1	797912	801216	+	2310.0	3304.000	14.500000	322.0	78.5	4.10	6.27e-94	1.04
CM002241.1-6592	CM002241.1	48676	51551	+	2299.3	2875.000	19.500000	320.5	78.7	4.07	1.96e-92	0.95
CM002240.1-5181	CM002240.1	6378165	6380987	+	2227.5	2822.000	15.500000	310.5	69.2	4.48	1.63e-99	0.91
CM002236.1-2692	CM002236.1	192300	194384	+	2198.8	2084.000	19.000000	306.5	62.2	4.93	4.28e-108	0.95
CM002239.1-9712	CM002239.1	5912203	5914131	+	2195.2	1928.000	16.000000	306.0	45.5	6.72	1.99e-142	1.01
CM002241.1-8177	CM002241.1	3923923	3927068	+	2152.2	3145.000	14.500000	300.0	61.6	4.87	4.70e-105	0.95
CM002239.1-8022	CM002239.1	5889318	5891426	+	2023.1	2108.000	23.000000	282.0	61.3	4.60	2.31e-93	0.95
