# HOMER Peaks
# Peak finding parameters:
# tag directory = /scratch/evt82290/Run129/homer/tag/129-42_ChIP_set-7_K27me3_AbC_Rep_1
#
# total peaks = 432
# peak size = 150
# peaks found using tags on both strands
# minimum distance between peaks = 530
# fragment length = 156
# genome size = 41233973
# Total tags = 4858963.0
# Total tags in peaks = 18263.5
# Approximate IP efficiency = 0.38%
# tags per bp = 0.117514
# expected tags per peak = 17.627
# maximum tags considered per bp = 11.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 33.0
# number of putative peaks = 31019
#
# input tag directory = /scratch/evt82290/Run129/homer/tag/129-47_ChIP_set-7_input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 29
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 4
#
# cmd = findPeaks /scratch/evt82290/Run129/homer/tag/129-42_ChIP_set-7_K27me3_AbC_Rep_1 -style histone -region -size 150 -minDist 530 -o /scratch/evt82290/Run129/Peaks/129-42_ChIP_set-7_K27me3_AbC_Rep_1_peaks.txt -i /scratch/evt82290/Run129/homer/tag/129-47_ChIP_set-7_input
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
CM002240.1-16	CM002240.1	5902939	5903089	+	131.7	150.000	66.000000	64.0	15.8	4.04	8.44e-20	1.43
CM002236.1-746	CM002236.1	7940636	7940863	+	128.6	227.000	43.500000	62.5	14.5	4.33	1.78e-20	1.45
CM002241.1-135	CM002241.1	4201070	4201283	+	126.6	213.000	50.500000	61.5	15.1	4.06	6.86e-19	1.45
CM002236.1-1139	CM002236.1	9753140	9753383	+	123.5	243.000	41.500000	60.0	14.8	4.05	9.68e-19	1.19
CM002238.1-1701	CM002238.1	1009745	1009985	+	121.4	240.000	36.500000	59.0	14.6	4.03	2.33e-18	1.44
CM002241.1-1140	CM002241.1	2164794	2165055	+	121.4	261.000	38.000000	59.0	13.8	4.29	1.46e-19	1.47
CM002239.1-89	CM002239.1	1103940	1104153	+	120.4	213.000	50.500000	58.5	14.5	4.05	5.59e-18	1.33
CM002237.1-142	CM002237.1	1177855	1178005	+	119.4	150.000	59.000000	58.0	12.5	4.63	9.54e-21	1.42
CM002241.1-590	CM002241.1	2863827	2864018	+	116.3	191.000	41.500000	56.5	11.1	5.07	1.08e-21	1.16
CM002236.1-342	CM002236.1	923611	923761	+	113.2	150.000	47.000000	55.0	13.4	4.10	1.56e-17	1.44
CM002236.1-95	CM002236.1	4339180	4339330	+	110.1	150.000	53.500000	53.5	11.3	4.73	2.53e-19	1.60
CM002242.1-1103	CM002242.1	121955	122191	+	110.1	236.000	38.000000	53.5	12.0	4.45	3.03e-18	1.65
CM002236.1-2883	CM002236.1	8570031	8570270	+	108.0	239.000	37.000000	52.5	11.1	4.71	6.29e-19	1.77
CM002236.1-87	CM002236.1	8764833	8764983	+	108.0	150.000	54.000000	52.5	11.7	4.50	4.09e-18	1.40
CM002237.1-2113	CM002237.1	152176	152409	+	108.0	233.000	35.500000	52.5	8.2	6.42	1.21e-24	1.37
CM002242.1-73	CM002242.1	3053158	3053308	+	108.0	150.000	54.000000	52.5	13.1	4.02	3.71e-16	1.52
KI440765.1-222	KI440765.1	37508	37695	+	108.0	187.000	48.500000	52.5	8.2	6.42	1.21e-24	1.19
CM002236.1-5398	CM002236.1	939266	939505	+	105.0	239.000	33.500000	51.0	12.0	4.25	5.85e-17	1.20
CM002236.1-160	CM002236.1	7087672	7087822	+	105.0	150.000	51.000000	51.0	12.2	4.18	1.03e-16	1.47
CM002237.1-651	CM002237.1	3716325	3716527	+	105.0	202.000	43.000000	51.0	11.3	4.51	5.49e-18	1.65
CM002238.1-376	CM002238.1	4094539	4094729	+	105.0	190.000	44.000000	51.0	9.1	5.63	5.72e-22	1.41
CM002239.1-3462	CM002239.1	226087	226281	+	105.0	194.000	33.000000	51.0	11.5	4.44	1.01e-17	1.41
CM002239.1-467	CM002239.1	1637936	1638143	+	105.0	207.000	42.500000	51.0	9.7	5.23	1.27e-20	1.24
CM002240.1-747	CM002240.1	1176702	1176895	+	105.0	193.000	41.000000	51.0	10.8	4.72	8.21e-19	1.29
CM002240.1-103	CM002240.1	3044136	3044286	+	105.0	150.000	51.500000	51.0	12.7	4.01	5.26e-16	1.50
CM002237.1-1702	CM002237.1	2335707	2335898	+	102.9	191.000	37.000000	50.0	10.6	4.71	2.05e-18	1.66
CM002241.1-315	CM002241.1	2528850	2529037	+	102.9	187.000	45.000000	50.0	7.5	6.68	1.12e-24	1.50
KI440765.1-214	KI440765.1	75083	75233	+	102.9	150.000	50.500000	50.0	11.0	4.56	7.33e-18	1.27
CM002236.1-208	CM002236.1	2261039	2261189	+	101.9	150.000	49.500000	49.5	9.7	5.08	3.43e-19	1.37
CM002240.1-138	CM002240.1	3952046	3952196	+	101.9	150.000	49.500000	49.5	9.6	5.17	1.68e-19	1.37
CM002241.1-762	CM002241.1	1597600	1597802	+	101.9	202.000	40.000000	49.5	11.0	4.51	3.36e-17	1.53
CM002241.1-1317	CM002241.1	3086792	3086986	+	101.9	194.000	37.500000	49.5	10.1	4.90	1.36e-18	1.38
KI440765.1-249	KI440765.1	100067	100256	+	101.9	189.000	43.000000	49.5	10.3	4.82	2.66e-18	1.00
CM002236.1-699	CM002236.1	2190930	2191122	+	100.8	192.000	43.500000	49.0	11.7	4.20	3.48e-16	1.50
CM002236.1-224	CM002236.1	8469777	8469927	+	100.8	150.000	49.500000	49.0	11.5	4.26	1.97e-16	1.45
CM002241.1-500	CM002241.1	4064292	4064481	+	100.8	189.000	42.500000	49.0	8.4	5.86	7.01e-22	1.21
CM002236.1-1880	CM002236.1	7123631	7123832	+	99.8	201.000	39.000000	48.5	11.5	4.22	8.46e-16	1.29
CM002237.1-975	CM002237.1	1397687	1397889	+	99.8	202.000	40.000000	48.5	8.0	6.06	7.51e-22	1.61
CM002238.1-1733	CM002238.1	1942590	1942791	+	99.8	201.000	36.500000	48.5	10.6	4.57	4.50e-17	1.38
CM002240.1-85	CM002240.1	4054715	4054865	+	99.8	150.000	52.500000	48.5	11.3	4.29	4.82e-16	1.37
CM002241.1-358	CM002241.1	430471	430658	+	99.8	187.000	44.000000	48.5	9.6	5.07	8.65e-19	1.34
CM002241.1-681	CM002241.1	1281708	1281905	+	99.8	197.000	40.500000	48.5	10.8	4.49	8.29e-17	1.60
CM002237.1-255	CM002237.1	2194395	2194545	+	98.8	150.000	50.500000	48.0	11.8	4.05	2.53e-15	1.27
CM002239.1-1040	CM002239.1	2070084	2070234	+	98.8	150.000	39.000000	48.0	10.6	4.52	4.50e-17	1.45
CM002239.1-1834	CM002239.1	5431579	5431779	+	98.8	200.000	36.500000	48.0	7.5	6.41	4.91e-23	1.30
CM002240.1-149	CM002240.1	4797836	4797986	+	98.8	150.000	49.000000	48.0	11.0	4.38	1.51e-16	1.35
CM002241.1-168	CM002241.1	2995277	2995427	+	98.8	150.000	49.000000	48.0	10.1	4.75	6.65e-18	1.42
CM002241.1-813	CM002241.1	3427526	3427717	+	98.8	191.000	40.000000	48.0	11.5	4.18	8.46e-16	1.35
CM002236.1-305	CM002236.1	1339959	1340109	+	97.8	150.000	47.500000	47.5	11.8	4.01	1.03e-14	1.25
CM002236.1-553	CM002236.1	6363052	6363243	+	97.8	191.000	45.000000	47.5	10.3	4.62	5.99e-17	1.61
CM002239.1-2012	CM002239.1	5223899	5224130	+	97.8	231.000	36.000000	47.5	11.1	4.26	1.18e-15	1.61
CM002239.1-642	CM002239.1	5671817	5672007	+	97.8	190.000	41.500000	47.5	10.3	4.62	5.99e-17	1.65
CM002240.1-186	CM002240.1	5118897	5119047	+	97.8	150.000	47.500000	47.5	10.4	4.55	1.11e-16	1.62
CM002242.1-2632	CM002242.1	3267484	3267686	+	97.8	202.000	34.000000	47.5	11.7	4.07	6.09e-15	1.21
CM002237.1-288	CM002237.1	2153839	2153989	+	96.7	150.000	49.000000	47.0	10.6	4.43	2.05e-16	1.26
CM002238.1-1992	CM002238.1	3423804	3424024	+	96.7	220.000	36.000000	47.0	11.5	4.09	3.56e-15	1.36
CM002242.1-866	CM002242.1	2854585	2854795	+	96.7	210.000	39.500000	47.0	10.4	4.50	1.11e-16	1.35
CM002236.1-419	CM002236.1	9460602	9460752	+	95.7	150.000	46.500000	46.5	11.5	4.05	1.46e-14	1.47
CM002240.1-3865	CM002240.1	2066377	2066587	+	95.7	210.000	33.000000	46.5	10.4	4.45	5.04e-16	1.40
CM002241.1-226	CM002241.1	2079830	2079980	+	95.7	150.000	47.000000	46.5	11.1	4.17	4.99e-15	1.24
CM002242.1-476	CM002242.1	4022258	4022457	+	95.7	199.000	42.500000	46.5	10.8	4.31	1.62e-15	1.19
CM002236.1-371	CM002236.1	501126	501276	+	94.7	150.000	46.500000	46.0	10.6	4.33	9.11e-16	1.39
CM002236.1-461	CM002236.1	8838576	8838726	+	94.7	150.000	46.000000	46.0	10.8	4.26	1.62e-15	1.47
CM002238.1-134	CM002238.1	2426169	2426319	+	94.7	150.000	49.500000	46.0	11.3	4.06	8.59e-15	1.24
CM002239.1-188	CM002239.1	2143509	2143659	+	94.7	150.000	47.000000	46.0	9.6	4.80	2.15e-17	1.39
CM002239.1-437	CM002239.1	4740165	4740354	+	94.7	189.000	43.000000	46.0	9.4	4.89	1.10e-17	1.53
CM002241.1-2203	CM002241.1	472221	472412	+	94.7	191.000	34.500000	46.0	10.4	4.40	5.04e-16	1.72
CM002236.1-330	CM002236.1	8486100	8486289	+	93.6	189.000	47.500000	45.5	10.4	4.36	2.24e-15	1.53
CM002240.1-2427	CM002240.1	125639	125844	+	93.6	205.000	35.000000	45.5	10.1	4.51	6.82e-16	1.45
CM002242.1-263	CM002242.1	2769741	2769891	+	93.6	150.000	45.500000	45.5	10.3	4.43	1.24e-15	1.77
KI440765.1-217	KI440765.1	66162	66312	+	93.6	150.000	50.000000	45.5	11.1	4.08	2.07e-14	1.44
KI440765.1-255	KI440765.1	77698	77888	+	93.6	190.000	42.500000	45.5	7.0	6.53	7.89e-22	1.42
CM002236.1-548	CM002236.1	6237574	6237724	+	92.6	150.000	45.000000	45.0	10.3	4.38	1.24e-15	1.44
CM002238.1-299	CM002238.1	2095173	2095323	+	92.6	150.000	45.000000	45.0	9.2	4.88	2.75e-17	1.32
CM002241.1-248	CM002241.1	2443911	2444061	+	92.6	150.000	46.500000	45.0	10.1	4.46	6.82e-16	1.66
CM002236.1-432	CM002236.1	2058352	2058502	+	91.6	150.000	46.000000	44.5	9.9	4.48	1.68e-15	1.44
CM002236.1-796	CM002236.1	4452356	4452550	+	91.6	194.000	43.000000	44.5	10.8	4.12	2.92e-14	1.40
CM002236.1-602	CM002236.1	5398536	5398686	+	91.6	150.000	44.500000	44.5	10.3	4.33	5.48e-15	1.11
CM002237.1-387	CM002237.1	3326653	3326803	+	91.6	150.000	46.500000	44.5	10.6	4.19	1.69e-14	1.63
CM002237.1-521	CM002237.1	4135576	4135726	+	91.6	150.000	44.500000	44.5	9.7	4.56	9.16e-16	1.32
CM002238.1-238	CM002238.1	1569949	1570099	+	91.6	150.000	46.000000	44.5	10.1	4.41	3.06e-15	1.63
CM002239.1-264	CM002239.1	4321220	4321370	+	91.6	150.000	45.500000	44.5	9.9	4.48	1.68e-15	1.63
CM002240.1-150	CM002240.1	4935750	4935900	+	91.6	150.000	49.000000	44.5	9.7	4.56	9.16e-16	1.44
CM002240.1-366	CM002240.1	5955701	5955851	+	91.6	150.000	44.500000	44.5	9.7	4.56	9.16e-16	1.42
CM002241.1-150	CM002241.1	1871033	1871183	+	91.6	150.000	49.500000	44.5	10.4	4.26	9.69e-15	1.34
CM002236.1-658	CM002236.1	5203520	5203670	+	90.6	150.000	44.000000	44.0	9.7	4.51	9.16e-16	1.47
CM002236.1-1384	CM002236.1	8389224	8389427	+	90.6	203.000	40.500000	44.0	8.0	5.49	8.68e-19	1.53
CM002237.1-486	CM002237.1	3885897	3886047	+	90.6	150.000	45.000000	44.0	11.0	4.01	4.99e-14	1.42
CM002239.1-180	CM002239.1	482067	482217	+	90.6	150.000	47.000000	44.0	10.6	4.14	1.69e-14	1.21
CM002240.1-837	CM002240.1	4254815	4255004	+	90.6	189.000	40.500000	44.0	7.7	5.74	1.72e-19	1.57
CM002236.1-451	CM002236.1	5834793	5834943	+	89.5	150.000	46.000000	43.5	9.4	4.63	1.22e-15	1.34
CM002236.1-556	CM002236.1	7667752	7667902	+	89.5	150.000	45.000000	43.5	10.4	4.16	4.11e-14	1.36
CM002236.1-460	CM002236.1	8121485	8121674	+	89.5	189.000	46.000000	43.5	10.6	4.10	7.06e-14	1.75
CM002236.1-367	CM002236.1	8533113	8533263	+	89.5	150.000	47.000000	43.5	10.3	4.23	2.36e-14	1.41
CM002239.1-282	CM002239.1	3012562	3012712	+	89.5	150.000	45.000000	43.5	10.6	4.10	7.06e-14	1.32
CM002242.1-368	CM002242.1	490762	490912	+	89.5	150.000	43.500000	43.5	9.6	4.54	2.27e-15	1.50
CM002236.1-826	CM002236.1	9590473	9590623	+	88.5	150.000	43.000000	43.0	9.2	4.66	6.47e-16	1.41
CM002240.1-931	CM002240.1	4560672	4560860	+	88.5	188.000	40.000000	43.0	10.4	4.12	4.11e-14	1.33
CM002240.1-362	CM002240.1	5400757	5400907	+	88.5	150.000	44.500000	43.0	9.9	4.33	7.52e-15	1.47
CM002241.1-258	CM002241.1	969874	970024	+	88.5	150.000	46.000000	43.0	9.4	4.57	1.22e-15	1.87
CM002236.1-599	CM002236.1	4447096	4447246	+	87.5	150.000	44.500000	42.5	7.8	5.42	1.22e-17	1.34
CM002236.1-906	CM002236.1	6968346	6968496	+	87.5	150.000	42.500000	42.5	10.4	4.07	1.70e-13	1.25
CM002237.1-337	CM002237.1	714753	714903	+	87.5	150.000	47.500000	42.5	9.9	4.28	3.28e-14	1.71
CM002238.1-337	CM002238.1	4864209	4864359	+	87.5	150.000	44.500000	42.5	10.1	4.21	5.75e-14	1.50
CM002239.1-1862	CM002239.1	510047	510245	+	87.5	198.000	36.000000	42.5	8.7	4.88	4.36e-16	1.70
CM002239.1-417	CM002239.1	1463522	1463672	+	87.5	150.000	43.000000	42.5	8.9	4.79	8.46e-16	1.53
CM002240.1-790	CM002240.1	6296548	6296735	+	87.5	187.000	41.000000	42.5	10.4	4.07	1.70e-13	1.60
CM002241.1-809	CM002241.1	3402124	3402321	+	87.5	197.000	40.000000	42.5	8.2	5.19	5.39e-17	1.39
CM002242.1-2656	CM002242.1	3888178	3888367	+	87.5	189.000	34.000000	42.5	10.3	4.14	9.96e-14	1.40
CM002238.1-287	CM002238.1	578289	578439	+	86.4	150.000	45.000000	42.0	9.1	4.64	1.61e-15	1.50
CM002238.1-567	CM002238.1	712226	712376	+	86.4	150.000	41.500000	42.0	9.7	4.31	1.85e-14	1.17
CM002238.1-464	CM002238.1	979085	979235	+	86.4	150.000	42.500000	42.0	8.0	5.24	2.59e-17	1.25
CM002239.1-2542	CM002239.1	499755	499948	+	86.4	193.000	34.500000	42.0	9.9	4.23	3.28e-14	1.56
CM002239.1-547	CM002239.1	3708189	3708339	+	86.4	150.000	42.000000	42.0	8.4	5.03	1.10e-16	1.41
CM002241.1-426	CM002241.1	671840	671990	+	86.4	150.000	43.000000	42.0	9.1	4.64	1.61e-15	1.31
KI440766.1-38	KI440766.1	8681	8831	+	86.4	150.000	42.000000	42.0	8.2	5.13	5.39e-17	1.47
CM002238.1-544	CM002238.1	3583460	3583610	+	85.4	150.000	42.000000	41.5	10.1	4.11	2.41e-13	1.41
CM002238.1-3635	CM002238.1	3695612	3695762	+	85.4	150.000	33.000000	41.5	9.9	4.18	1.40e-13	1.71
CM002238.1-448	CM002238.1	4674900	4675050	+	85.4	150.000	43.000000	41.5	8.2	5.07	2.78e-16	1.56
CM002239.1-607	CM002239.1	2643486	2643636	+	85.4	150.000	41.500000	41.5	8.9	4.67	4.03e-15	1.47
CM002242.1-545	CM002242.1	951173	951323	+	85.4	150.000	41.500000	41.5	9.1	4.58	7.54e-15	1.38
CM002242.1-337	CM002242.1	1081872	1082022	+	85.4	150.000	44.000000	41.5	9.7	4.26	8.01e-14	1.44
CM002236.1-1083	CM002236.1	4091102	4091252	+	84.4	150.000	41.500000	41.0	9.9	4.13	1.40e-13	1.53
CM002237.1-2352	CM002237.1	1041927	1042077	+	84.4	150.000	35.000000	41.0	9.9	4.13	1.40e-13	1.94
CM002237.1-840	CM002237.1	2129844	2129994	+	84.4	150.000	41.000000	41.0	9.7	4.21	8.01e-14	1.22
CM002237.1-1616	CM002237.1	4081353	4081540	+	84.4	187.000	37.500000	41.0	8.5	4.81	1.09e-15	1.44
CM002240.1-531	CM002240.1	1021872	1022022	+	84.4	150.000	42.500000	41.0	9.2	4.44	1.39e-14	1.47
CM002241.1-636	CM002241.1	1523297	1523447	+	84.4	150.000	41.000000	41.0	7.7	5.35	3.09e-17	1.31
CM002241.1-395	CM002241.1	1633829	1633979	+	84.4	150.000	43.500000	41.0	6.6	6.20	2.09e-19	1.60
CM002236.1-841	CM002236.1	917246	917396	+	83.4	150.000	42.500000	40.5	9.6	4.23	1.95e-13	1.47
CM002236.1-5678	CM002236.1	5163322	5163512	+	83.4	190.000	33.500000	40.5	8.9	4.56	1.87e-14	1.36
CM002236.1-1388	CM002236.1	8983813	8983963	+	83.4	150.000	40.500000	40.5	9.6	4.23	1.95e-13	1.33
CM002237.1-770	CM002237.1	1569521	1569671	+	83.4	150.000	41.500000	40.5	8.0	5.06	7.02e-16	1.76
CM002237.1-904	CM002237.1	1727905	1728055	+	83.4	150.000	40.500000	40.5	9.2	4.39	6.22e-14	1.33
CM002238.1-429	CM002238.1	1718254	1718404	+	83.4	150.000	43.000000	40.5	7.8	5.17	3.45e-16	1.44
CM002239.1-2396	CM002239.1	2830294	2830444	+	83.4	150.000	35.000000	40.5	10.1	4.01	9.85e-13	1.50
CM002236.1-997	CM002236.1	6411441	6411591	+	82.3	150.000	42.000000	40.0	7.7	5.22	1.66e-16	1.21
CM002236.1-1548	CM002236.1	7220743	7220893	+	82.3	150.000	40.000000	40.0	5.7	6.96	1.07e-20	1.68
CM002237.1-959	CM002237.1	735536	735686	+	82.3	150.000	40.000000	40.0	8.2	4.89	1.40e-15	1.50
CM002238.1-2431	CM002238.1	4449458	4449657	+	82.3	199.000	35.000000	40.0	9.4	4.25	1.11e-13	1.20
CM002239.1-3381	CM002239.1	4638415	4638565	+	82.3	150.000	33.500000	40.0	9.1	4.42	3.44e-14	1.47
CM002239.1-396	CM002239.1	5013192	5013342	+	82.3	150.000	43.500000	40.0	8.9	4.50	1.87e-14	1.50
CM002240.1-793	CM002240.1	787597	787747	+	82.3	150.000	40.500000	40.0	8.7	4.60	1.00e-14	1.72
CM002240.1-903	CM002240.1	2731843	2731993	+	82.3	150.000	40.000000	40.0	9.6	4.18	1.95e-13	1.57
CM002240.1-684	CM002240.1	2862318	2862468	+	82.3	150.000	41.500000	40.0	9.6	4.18	1.95e-13	1.64
CM002240.1-513	CM002240.1	5681947	5682097	+	82.3	150.000	43.000000	40.0	9.7	4.10	3.39e-13	1.41
CM002236.1-2943	CM002236.1	1117528	1117719	+	81.3	191.000	36.500000	39.5	9.6	4.13	8.22e-13	1.38
CM002237.1-2134	CM002237.1	887596	887746	+	81.3	150.000	35.500000	39.5	8.9	4.45	8.49e-14	1.68
CM002237.1-496	CM002237.1	1079073	1079223	+	81.3	150.000	44.500000	39.5	8.4	4.73	1.32e-14	1.72
CM002238.1-913	CM002238.1	1412894	1413044	+	81.3	150.000	39.500000	39.5	7.1	5.53	9.22e-17	1.53
CM002239.1-574	CM002239.1	579399	579549	+	81.3	150.000	41.500000	39.5	9.7	4.05	1.40e-12	1.50
CM002239.1-834	CM002239.1	829014	829164	+	81.3	150.000	40.000000	39.5	6.6	5.97	7.91e-18	1.53
CM002239.1-506	CM002239.1	5900024	5900174	+	81.3	150.000	42.500000	39.5	9.6	4.13	8.22e-13	1.44
CM002240.1-639	CM002240.1	180033	180183	+	81.3	150.000	41.500000	39.5	8.7	4.54	4.64e-14	1.23
CM002241.1-906	CM002241.1	3810023	3810173	+	81.3	150.000	39.500000	39.5	9.2	4.28	2.72e-13	1.38
CM002236.1-1892	CM002236.1	8164909	8165059	+	80.3	150.000	39.000000	39.0	6.1	6.40	5.31e-19	1.57
CM002237.1-1504	CM002237.1	98822	98972	+	80.3	150.000	37.500000	39.0	9.6	4.07	8.22e-13	1.23
CM002237.1-1076	CM002237.1	1426068	1426218	+	80.3	150.000	39.500000	39.0	8.9	4.39	8.49e-14	1.57
CM002238.1-1010	CM002238.1	1114880	1115030	+	80.3	150.000	39.000000	39.0	8.7	4.48	4.64e-14	1.53
CM002238.1-594	CM002238.1	3485286	3485436	+	80.3	150.000	41.500000	39.0	9.7	4.00	1.40e-12	1.11
CM002238.1-843	CM002238.1	4183524	4183674	+	80.3	150.000	40.000000	39.0	5.7	6.79	7.51e-20	1.60
CM002239.1-1077	CM002239.1	4164993	4165143	+	80.3	150.000	39.000000	39.0	6.4	6.05	3.31e-18	1.30
CM002240.1-1049	CM002240.1	586357	586507	+	80.3	150.000	39.000000	39.0	7.8	4.98	1.77e-15	1.23
CM002240.1-606	CM002240.1	2109483	2109633	+	80.3	150.000	42.000000	39.0	9.1	4.31	1.53e-13	1.81
CM002241.1-910	CM002241.1	4055598	4055748	+	80.3	150.000	39.500000	39.0	8.4	4.67	1.32e-14	1.72
CM002236.1-1952	CM002236.1	2412697	2412847	+	79.2	150.000	38.500000	38.5	8.0	4.81	1.73e-14	1.25
CM002236.1-1546	CM002236.1	6914131	6914281	+	79.2	150.000	40.000000	38.5	8.5	4.51	1.15e-13	1.53
CM002238.1-811	CM002238.1	1983553	1983703	+	79.2	150.000	40.000000	38.5	8.7	4.42	2.09e-13	1.57
CM002238.1-850	CM002238.1	4996327	4996477	+	79.2	150.000	40.000000	38.5	9.1	4.25	6.64e-13	1.50
CM002239.1-879	CM002239.1	3993161	3993311	+	79.2	150.000	40.000000	38.5	6.3	6.14	8.41e-18	1.18
CM002239.1-785	CM002239.1	4218736	4218886	+	79.2	150.000	40.500000	38.5	6.8	5.67	1.06e-16	1.40
CM002240.1-1274	CM002240.1	5868561	5868711	+	79.2	150.000	38.500000	38.5	8.7	4.42	2.09e-13	1.25
CM002241.1-743	CM002241.1	193617	193767	+	79.2	150.000	40.000000	38.5	8.7	4.42	2.09e-13	1.43
CM002241.1-649	CM002241.1	2633807	2633957	+	79.2	150.000	41.000000	38.5	9.6	4.02	3.37e-12	1.32
CM002242.1-614	CM002242.1	1207804	1207954	+	79.2	150.000	41.000000	38.5	8.9	4.34	3.75e-13	1.37
CM002242.1-834	CM002242.1	1781315	1781465	+	79.2	150.000	39.500000	38.5	9.4	4.10	1.99e-12	1.50
CM002242.1-955	CM002242.1	2917080	2917230	+	79.2	150.000	39.000000	38.5	9.6	4.02	3.37e-12	1.27
KI440765.1-313	KI440765.1	137462	137612	+	79.2	150.000	38.500000	38.5	8.9	4.34	3.75e-13	1.43
CM002236.1-1926	CM002236.1	575140	575290	+	78.2	150.000	38.500000	38.0	9.1	4.20	6.64e-13	1.57
CM002236.1-1175	CM002236.1	2907236	2907386	+	78.2	150.000	41.000000	38.0	8.7	4.37	2.09e-13	1.77
CM002236.1-2090	CM002236.1	8875462	8875612	+	78.2	150.000	38.500000	38.0	8.9	4.28	3.75e-13	1.46
CM002237.1-1080	CM002237.1	1646067	1646217	+	78.2	150.000	39.500000	38.0	7.3	5.20	1.07e-15	1.35
CM002237.1-1414	CM002237.1	1780470	1780620	+	78.2	150.000	38.000000	38.0	7.0	5.46	2.35e-16	1.16
CM002237.1-1098	CM002237.1	2549767	2549917	+	78.2	150.000	39.500000	38.0	8.5	4.45	1.15e-13	1.37
CM002237.1-1021	CM002237.1	3745676	3745826	+	78.2	150.000	40.000000	38.0	7.5	5.08	2.21e-15	1.40
CM002238.1-622	CM002238.1	240406	240556	+	78.2	150.000	41.000000	38.0	7.0	5.46	2.35e-16	1.29
CM002238.1-666	CM002238.1	3599706	3599856	+	78.2	150.000	41.000000	38.0	7.7	4.96	4.47e-15	1.40
CM002239.1-1112	CM002239.1	132635	132785	+	78.2	150.000	38.500000	38.0	9.2	4.12	1.16e-12	1.53
CM002239.1-828	CM002239.1	279216	279366	+	78.2	150.000	40.000000	38.0	7.8	4.85	8.87e-15	1.16
