# HOMER Peaks
# Peak finding parameters:
# tag directory = /scratch/evt82290/Run129/homer/tag/129-41_ChIP_cac-3_K27me3_AbC_Rep_1
#
# total peaks = 448
# peak size = 150
# peaks found using tags on both strands
# minimum distance between peaks = 530
# fragment length = 178
# genome size = 41233650
# Total tags = 4021831.0
# Total tags in peaks = 1197834.0
# Approximate IP efficiency = 29.78%
# tags per bp = 0.097511
# expected tags per peak = 14.627
# maximum tags considered per bp = 9.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 29.0
# number of putative peaks = 49442
#
# input tag directory = /scratch/evt82290/Run129/homer/tag/129-46_ChIP_cac-3_input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 101
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /scratch/evt82290/Run129/homer/tag/129-41_ChIP_cac-3_K27me3_AbC_Rep_1 -style histone -region -size 150 -minDist 530 -o /scratch/evt82290/Run129/Peaks/129-41_ChIP_cac-3_K27me3_AbC_Rep_1_peaks.txt -i /scratch/evt82290/Run129/homer/tag/129-46_ChIP_cac-3_input
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
CM002238.1-7188	CM002238.1	413475	417374	+	8968.6	3899.000	47.000000	3607.0	321.7	11.21	0.00e+00	0.79
CM002242.1-2255	CM002242.1	4106126	4111266	+	8886.5	5140.000	57.500000	3574.0	389.9	9.17	0.00e+00	0.78
CM002241.1-3092	CM002241.1	427815	433397	+	8804.4	5582.000	58.500000	3541.0	401.3	8.82	0.00e+00	0.85
CM002240.1-3567	CM002240.1	5943346	5949507	+	8337.0	6161.000	67.500000	3353.0	433.5	7.74	0.00e+00	0.80
CM002236.1-4013	CM002236.1	8077253	8082006	+	8150.5	4753.000	49.000000	3278.0	404.1	8.11	0.00e+00	0.76
CM002236.1-3397	CM002236.1	479398	487736	+	8044.8	8338.000	60.000000	3235.5	583.8	5.54	0.00e+00	0.95
CM002241.1-3026	CM002241.1	3493417	3499931	+	8036.1	6514.000	60.000000	3232.0	510.3	6.33	0.00e+00	0.89
CM002242.1-3387	CM002242.1	863486	869637	+	7979.0	6151.000	33.000000	3209.0	425.0	7.55	0.00e+00	0.88
CM002241.1-3782	CM002241.1	3867727	3872191	+	7720.4	4464.000	45.500000	3105.0	400.3	7.76	0.00e+00	0.84
CM002238.1-7662	CM002238.1	340911	345944	+	7691.8	5033.000	40.500000	3093.5	345.1	8.96	0.00e+00	0.91
CM002238.1-8741	CM002238.1	261153	266382	+	7454.3	5229.000	31.500000	2998.0	387.4	7.74	0.00e+00	0.88
CM002239.1-7514	CM002239.1	3435071	3440910	+	7279.0	5839.000	53.000000	2927.5	483.3	6.06	0.00e+00	0.98
CM002238.1-6108	CM002238.1	4573177	4578604	+	7046.5	5427.000	65.000000	2834.0	423.0	6.70	0.00e+00	0.97
CM002238.1-5855	CM002238.1	601066	605413	+	7044.1	4347.000	69.000000	2833.0	367.0	7.72	0.00e+00	0.85
CM002239.1-10405	CM002239.1	222523	227304	+	6984.4	4781.000	31.000000	2809.0	388.8	7.22	0.00e+00	0.86
CM002240.1-4015	CM002240.1	127054	133866	+	6901.1	6812.000	58.500000	2775.5	469.3	5.91	0.00e+00	0.97
CM002237.1-1710	CM002237.1	1734397	1739546	+	6866.3	5149.000	68.000000	2761.5	425.0	6.50	0.00e+00	0.90
CM002236.1-3552	CM002236.1	1997264	2000858	+	6625.1	3594.000	57.000000	2664.5	327.3	8.14	0.00e+00	0.81
CM002236.1-3365	CM002236.1	586593	592029	+	6566.7	5436.000	60.500000	2641.0	471.5	5.60	0.00e+00	0.87
CM002238.1-6890	CM002238.1	594938	600655	+	6555.5	5717.000	52.000000	2636.5	426.3	6.18	0.00e+00	1.08
CM002239.1-7728	CM002239.1	4971957	4977977	+	6489.6	6020.000	50.500000	2610.0	417.5	6.25	0.00e+00	0.89
CM002242.1-2522	CM002242.1	956688	961359	+	6380.2	4671.000	48.000000	2566.0	365.9	7.01	0.00e+00	0.80
CM002239.1-9220	CM002239.1	249326	256268	+	6372.7	6942.000	37.000000	2563.0	480.2	5.34	0.00e+00	0.98
CM002237.1-1920	CM002237.1	695778	700335	+	6310.6	4557.000	59.000000	2538.0	381.6	6.65	0.00e+00	0.90
CM002238.1-6464	CM002238.1	279927	284885	+	6238.5	4958.000	59.000000	2509.0	319.2	7.86	0.00e+00	0.92
CM002242.1-1951	CM002242.1	250313	254670	+	6191.2	4357.000	70.500000	2490.0	316.4	7.87	0.00e+00	0.84
CM002240.1-4930	CM002240.1	238352	246051	+	5997.3	7699.000	45.500000	2412.0	573.6	4.21	0.00e+00	1.00
CM002240.1-4461	CM002240.1	5954236	5958499	+	5977.4	4263.000	51.500000	2404.0	323.6	7.43	0.00e+00	0.89
CM002241.1-4266	CM002241.1	3742000	3747146	+	5963.7	5146.000	39.500000	2398.5	386.8	6.20	0.00e+00	0.87
CM002240.1-4533	CM002240.1	1705952	1711410	+	5933.9	5458.000	50.500000	2386.5	402.5	5.93	0.00e+00	0.96
CM002239.1-9555	CM002239.1	109207	113704	+	5855.5	4497.000	35.000000	2355.0	336.4	7.00	0.00e+00	0.86
CM002239.1-6913	CM002239.1	386084	391442	+	5782.2	5358.000	61.000000	2325.5	373.6	6.23	0.00e+00	0.92
CM002241.1-3522	CM002241.1	1316953	1323978	+	5451.5	7025.000	49.500000	2192.5	533.9	4.11	0.00e+00	1.12
CM002236.1-5004	CM002236.1	359248	364174	+	5364.5	4926.000	37.500000	2157.5	365.6	5.90	0.00e+00	0.94
CM002236.1-4362	CM002236.1	328744	333810	+	5360.7	5066.000	44.000000	2156.0	349.3	6.17	0.00e+00	0.92
CM002239.1-7429	CM002239.1	613409	619072	+	5298.6	5663.000	54.000000	2131.0	387.8	5.50	0.00e+00	0.95
CM002241.1-3476	CM002241.1	3886806	3891672	+	5291.1	4866.000	50.500000	2128.0	343.2	6.20	0.00e+00	0.99
CM002237.1-2403	CM002237.1	1703491	1708088	+	5233.9	4597.000	42.500000	2105.0	300.6	7.00	0.00e+00	0.88
CM002241.1-4858	CM002241.1	183571	189501	+	5222.7	5930.000	34.000000	2100.5	389.9	5.39	0.00e+00	0.94
CM002237.1-2055	CM002237.1	679834	683844	+	5137.0	4010.000	53.500000	2066.0	277.4	7.45	0.00e+00	0.90
CM002239.1-7335	CM002239.1	5052741	5056371	+	4854.8	3630.000	55.500000	1952.5	288.0	6.78	0.00e+00	0.91
CM002239.1-9700	CM002239.1	3647815	3652965	+	4847.3	5150.000	34.500000	1949.5	399.4	4.88	0.00e+00	0.93
CM002239.1-9163	CM002239.1	742178	746608	+	4703.1	4430.000	37.500000	1891.5	304.4	6.21	0.00e+00	1.02
CM002238.1-7328	CM002238.1	4872691	4878135	+	4629.7	5444.000	45.000000	1862.0	398.5	4.67	0.00e+00	0.93
CM002239.1-9152	CM002239.1	186950	191417	+	4282.9	4467.000	37.500000	1722.5	295.4	5.83	0.00e+00	0.93
CM002236.1-4207	CM002236.1	396643	401583	+	4235.6	4940.000	46.000000	1703.5	338.5	5.03	0.00e+00	0.95
CM002237.1-1680	CM002237.1	688549	691978	+	4233.1	3429.000	69.000000	1702.5	255.8	6.66	0.00e+00	0.90
CM002241.1-4231	CM002241.1	3875906	3879510	+	4172.2	3604.000	40.000000	1678.0	262.0	6.41	0.00e+00	0.94
CM002237.1-2213	CM002237.1	4038858	4043548	+	4026.8	4690.000	48.000000	1619.5	368.3	4.40	0.00e+00	0.91
CM002239.1-5613	CM002239.1	5269510	5272547	+	4016.8	3037.000	80.500000	1615.5	244.0	6.62	0.00e+00	0.88
CM002239.1-8383	CM002239.1	762425	765782	+	3871.4	3357.000	43.500000	1557.0	263.1	5.92	0.00e+00	0.90
CM002236.1-3272	CM002236.1	7337825	7341619	+	3641.4	3794.000	63.000000	1464.5	298.8	4.90	0.00e+00	0.99
CM002238.1-6894	CM002238.1	4690951	4694458	+	3587.9	3507.000	52.000000	1443.0	266.1	5.42	0.00e+00	0.88
CM002240.1-5982	CM002240.1	527394	531584	+	3570.5	4190.000	36.000000	1436.0	300.0	4.79	0.00e+00	0.96
CM002242.1-2589	CM002242.1	4030653	4034635	+	3524.5	3982.000	46.500000	1417.5	299.1	4.74	0.00e+00	0.95
CM002241.1-5287	CM002241.1	476236	480328	+	3447.4	4092.000	31.500000	1386.5	305.0	4.55	0.00e+00	0.91
CM002240.1-5092	CM002240.1	6154434	6158626	+	3382.8	4192.000	44.000000	1360.5	314.7	4.32	0.00e+00	0.93
CM002239.1-7689	CM002239.1	5275362	5279643	+	3287.1	4281.000	51.000000	1322.0	309.7	4.27	0.00e+00	1.01
CM002239.1-8163	CM002239.1	2991470	2995080	+	3256.0	3610.000	45.500000	1309.5	242.1	5.41	0.00e+00	0.95
CM002241.1-5777	CM002241.1	240020	243499	+	3213.7	3479.000	29.000000	1292.5	270.5	4.78	0.00e+00	0.95
CM002240.1-3384	CM002240.1	6151748	6153987	+	3173.9	2239.000	71.500000	1276.5	177.5	7.19	0.00e+00	0.88
CM002240.1-6408	CM002240.1	395416	399109	+	3091.9	3693.000	33.000000	1243.5	272.5	4.56	0.00e+00	0.92
CM002241.1-4082	CM002241.1	3815252	3817738	+	3029.7	2486.000	41.500000	1218.5	186.3	6.54	0.00e+00	0.97
CM002241.1-3372	CM002241.1	3709484	3712627	+	2983.7	3143.000	52.500000	1200.0	238.2	5.04	0.00e+00	0.98
CM002237.1-2852	CM002237.1	611999	614853	+	2794.7	2854.000	34.000000	1124.0	207.2	5.42	0.00e+00	0.93
CM002240.1-5384	CM002240.1	123371	126556	+	2792.3	3185.000	41.000000	1123.0	207.9	5.40	0.00e+00	1.06
CM002239.1-6702	CM002239.1	673297	676134	+	2758.7	2837.000	64.000000	1109.5	199.4	5.56	0.00e+00	0.93
CM002241.1-3935	CM002241.1	127273	130877	+	2742.5	3604.000	43.000000	1103.0	246.5	4.47	0.00e+00	1.00
CM002236.1-4377	CM002236.1	6981058	6983857	+	2661.7	2799.000	44.000000	1070.5	206.2	5.19	0.00e+00	0.94
CM002236.1-4479	CM002236.1	8187095	8189329	+	2602.0	2234.000	43.000000	1046.5	192.9	5.42	0.00e+00	0.96
CM002242.1-3819	CM002242.1	1591957	1595051	+	2590.9	3094.000	29.500000	1042.0	249.0	4.18	7.67e-306	0.97
CM002236.1-3701	CM002236.1	1370427	1373336	+	2500.1	2909.000	54.000000	1005.5	229.5	4.38	2.72e-310	0.98
CM002237.1-2578	CM002237.1	417323	419836	+	2348.4	2513.000	38.500000	944.5	202.6	4.66	2.30e-311	0.98
CM002239.1-7128	CM002239.1	696207	698853	+	2240.3	2646.000	58.000000	901.0	220.1	4.09	2.94e-258	0.92
CM002239.1-8088	CM002239.1	5286698	5289948	+	2229.1	3250.000	46.500000	896.5	202.3	4.43	3.01e-280	0.99
CM002241.1-4436	CM002241.1	3300793	3303244	+	2224.1	2451.000	38.000000	894.5	205.7	4.35	5.42e-274	0.95
CM002236.1-4510	CM002236.1	7248792	7251797	+	2164.4	3005.000	42.500000	870.5	212.5	4.10	1.56e-249	0.93
CM002236.1-2635	CM002236.1	1282776	1285265	+	2157.0	2489.000	79.500000	867.5	192.8	4.50	9.33e-276	1.08
CM002236.1-4022	CM002236.1	393412	396094	+	2081.1	2682.000	48.500000	837.0	175.9	4.76	2.21e-282	0.98
CM002237.1-2436	CM002237.1	540040	542802	+	2052.5	2762.000	41.500000	825.5	194.7	4.24	4.60e-246	1.11
CM002237.1-1882	CM002237.1	470992	472783	+	2042.6	1791.000	60.500000	821.5	156.8	5.24	2.78e-304	0.90
CM002238.1-9141	CM002238.1	216696	219151	+	2024.0	2455.000	29.500000	814.0	177.5	4.59	2.12e-264	1.03
CM002238.1-7036	CM002238.1	4993225	4995518	+	1964.3	2293.000	50.000000	790.0	192.4	4.11	1.42e-227	1.00
CM002240.1-5272	CM002240.1	399490	401846	+	1950.6	2356.000	42.000000	784.5	165.9	4.73	9.09e-263	1.00
CM002240.1-4984	CM002240.1	266947	269126	+	1782.8	2179.000	45.000000	717.0	173.7	4.13	6.19e-208	0.94
CM002242.1-2602	CM002242.1	1353653	1355874	+	1780.3	2221.000	46.000000	716.0	163.4	4.38	7.89e-222	0.92
CM002241.1-4450	CM002241.1	3760040	3762101	+	1760.4	2061.000	38.000000	708.0	113.7	6.23	8.03e-307	0.91
CM002238.1-6967	CM002238.1	4930429	4932569	+	1752.9	2140.000	51.000000	705.0	136.7	5.16	6.90e-258	1.00
CM002236.1-3711	CM002236.1	7245384	7247004	+	1709.4	1620.000	54.000000	687.5	124.1	5.54	1.34e-268	0.88
CM002239.1-8772	CM002239.1	759754	761654	+	1709.4	1900.000	40.000000	687.5	134.5	5.11	4.77e-249	0.92
CM002241.1-3235	CM002241.1	3703380	3705318	+	1654.7	1938.000	55.500000	665.5	129.5	5.14	2.27e-242	1.01
CM002236.1-2987	CM002236.1	442405	443764	+	1588.8	1359.000	69.500000	639.0	126.7	5.04	6.07e-229	1.01
CM002236.1-3840	CM002236.1	1350329	1352258	+	1520.5	1929.000	51.500000	611.5	147.0	4.16	6.06e-179	0.97
CM002240.1-5832	CM002240.1	120674	122817	+	1508.0	2143.000	37.000000	606.5	135.4	4.48	1.82e-192	1.03
CM002239.1-7695	CM002239.1	141644	142991	+	1504.3	1347.000	50.500000	605.0	77.5	7.80	3.31e-313	0.99
CM002238.1-6905	CM002238.1	4977313	4979081	+	1467.0	1768.000	52.000000	590.0	115.6	5.11	4.14e-214	0.96
CM002238.1-6001	CM002238.1	327640	328793	+	1453.3	1153.000	66.500000	584.5	86.3	6.77	3.86e-271	0.92
CM002240.1-4114	CM002240.1	6057146	6058986	+	1429.7	1840.000	57.000000	575.0	117.9	4.88	1.48e-199	1.07
CM002242.1-2451	CM002242.1	972637	974603	+	1409.8	1966.000	50.000000	567.0	135.2	4.19	8.10e-168	1.00
CM002237.1-2177	CM002237.1	1693850	1695653	+	1227.1	1803.000	49.000000	493.5	118.6	4.16	9.74e-145	1.08
CM002238.1-7840	CM002238.1	268580	269907	+	1202.2	1327.000	38.500000	483.5	103.2	4.68	4.12e-161	0.93
CM002240.1-5855	CM002240.1	425507	426668	+	1186.0	1161.000	37.000000	477.0	86.0	5.54	2.27e-187	0.87
CM002241.1-3398	CM002241.1	181391	182930	+	1179.8	1539.000	51.500000	474.5	115.1	4.12	8.20e-138	1.02
