# HOMER Peaks
# Peak finding parameters:
# tag directory = /scratch/evt82290/Run129/homer/tag/129-39_ChIP_cac-1_K27me3_AbC_Rep_1
#
# total peaks = 516
# peak size = 150
# peaks found using tags on both strands
# minimum distance between peaks = 530
# fragment length = 154
# genome size = 41233656
# Total tags = 3732647.0
# Total tags in peaks = 1043269.0
# Approximate IP efficiency = 27.95%
# tags per bp = 0.090524
# expected tags per peak = 13.579
# maximum tags considered per bp = 9.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 27.0
# number of putative peaks = 53064
#
# input tag directory = /scratch/evt82290/Run129/homer/tag/129-44_ChIP_cac-1_input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 115
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /scratch/evt82290/Run129/homer/tag/129-39_ChIP_cac-1_K27me3_AbC_Rep_1 -style histone -region -size 150 -minDist 530 -o /scratch/evt82290/Run129/Peaks/129-39_ChIP_cac-1_K27me3_AbC_Rep_1_peaks.txt -i /scratch/evt82290/Run129/homer/tag/129-44_ChIP_cac-1_input
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
CM002238.1-8921	CM002238.1	260927	275870	+	44449.7	14943.000	61.000000	16591.5	1151.7	14.41	0.00e+00	0.75
CM002238.1-7765	CM002238.1	380732	401519	+	40969.6	20787.000	74.000000	15292.5	1477.9	10.35	0.00e+00	0.73
CM002241.1-4300	CM002241.1	3793781	3812374	+	39446.5	18593.000	63.500000	14724.0	1306.4	11.27	0.00e+00	0.78
CM002239.1-4782	CM002239.1	373366	398064	+	38234.3	24698.000	64.500000	14271.5	1676.8	8.51	0.00e+00	0.84
CM002238.1-6910	CM002238.1	4856382	4880192	+	38148.5	23810.000	82.500000	14239.5	1620.2	8.79	0.00e+00	0.83
CM002238.1-760	CM002238.1	179	17141	+	37628.8	16962.000	171.500000	14045.5	1550.4	9.06	0.00e+00	0.72
CM002237.1-1982	CM002237.1	4462630	4478543	+	34791.7	15913.000	37.500000	12986.5	1278.7	10.16	0.00e+00	0.59
CM002239.1-8274	CM002239.1	172703	191508	+	31828.6	18805.000	33.000000	11880.5	1311.5	9.06	0.00e+00	0.81
CM002241.1-5479	CM002241.1	3758201	3773277	+	31350.4	15076.000	51.000000	11702.0	1041.0	11.24	0.00e+00	0.71
CM002240.1-4257	CM002240.1	6190483	6204460	+	30802.5	13977.000	55.500000	11497.5	1043.6	11.02	0.00e+00	0.77
CM002238.1-8530	CM002238.1	5013883	5032620	+	30459.6	18737.000	66.000000	11369.5	1350.4	8.42	0.00e+00	0.85
CM002240.1-5669	CM002240.1	642508	664069	+	29970.7	21561.000	34.000000	11187.0	1549.6	7.22	0.00e+00	0.83
CM002239.1-6271	CM002239.1	716822	738610	+	29385.3	21788.000	47.500000	10968.5	1536.7	7.14	0.00e+00	0.89
CM002241.1-7907	CM002241.1	450677	474214	+	28454.3	23537.000	36.000000	10621.0	1609.9	6.60	0.00e+00	0.80
CM002236.1-1345	CM002236.1	288166	304698	+	27969.4	16532.000	70.000000	10440.0	1135.9	9.19	0.00e+00	0.80
CM002241.1-2974	CM002241.1	3492229	3507568	+	27832.8	15339.000	82.500000	10389.0	1135.7	9.15	0.00e+00	0.84
CM002242.1-1312	CM002242.1	4243457	4255166	+	27544.8	11709.000	59.000000	10281.5	1142.4	9.00	0.00e+00	0.76
CM002238.1-13049	CM002238.1	4672013	4687236	+	27488.5	15223.000	29.500000	10260.5	1055.1	9.72	0.00e+00	0.73
CM002239.1-5960	CM002239.1	197903	211288	+	27388.1	13385.000	51.000000	10223.0	960.1	10.65	0.00e+00	0.81
CM002239.1-6793	CM002239.1	639871	656576	+	26111.5	16705.000	42.500000	9746.5	1226.8	7.94	0.00e+00	0.81
CM002239.1-7092	CM002239.1	344946	364508	+	24167.8	19562.000	40.000000	9021.0	1335.3	6.76	0.00e+00	0.89
CM002240.1-3580	CM002240.1	6114839	6126123	+	24056.7	11284.000	69.000000	8979.5	851.8	10.54	0.00e+00	0.82
CM002240.1-4356	CM002240.1	6057113	6068467	+	23490.0	11354.000	53.500000	8768.0	820.0	10.69	0.00e+00	0.64
CM002239.1-6761	CM002239.1	5936980	5952235	+	21388.3	15255.000	43.000000	7983.5	1077.6	7.41	0.00e+00	0.89
CM002240.1-5215	CM002240.1	6080533	6090762	+	20498.9	10229.000	39.500000	7651.5	774.4	9.88	0.00e+00	0.75
CM002238.1-9853	CM002238.1	5088060	5099615	+	20271.1	11555.000	50.500000	7566.5	845.4	8.95	0.00e+00	0.82
CM002236.1-2953	CM002236.1	9790397	9798751	+	19233.0	8354.000	38.500000	7179.0	833.0	8.62	0.00e+00	0.82
CM002236.1-1354	CM002236.1	200	8714	+	18801.7	8514.000	69.500000	7018.0	647.1	10.85	0.00e+00	0.85
CM002236.1-2944	CM002236.1	9767153	9775914	+	18765.5	8761.000	38.500000	7004.5	655.1	10.69	0.00e+00	0.72
CM002238.1-10611	CM002238.1	448231	462217	+	16997.3	13986.000	43.500000	6344.5	1007.4	6.30	0.00e+00	0.87
CM002240.1-4681	CM002240.1	6170713	6178971	+	16934.4	8258.000	47.500000	6321.0	619.6	10.20	0.00e+00	0.72
CM002242.1-178	CM002242.1	174	5095	+	16181.5	4921.000	168.500000	6040.0	419.2	14.41	0.00e+00	0.68
CM002241.1-5132	CM002241.1	4157709	4164059	+	16133.3	6350.000	54.000000	6022.0	503.1	11.97	0.00e+00	0.72
CM002241.1-6957	CM002241.1	3774251	3782692	+	16067.7	8441.000	41.000000	5997.5	619.8	9.68	0.00e+00	0.77
CM002238.1-10103	CM002238.1	4991061	5001205	+	15572.1	10144.000	48.000000	5812.5	733.4	7.92	0.00e+00	0.83
CM002242.1-1997	CM002242.1	4231819	4240423	+	15537.2	8604.000	38.500000	5799.5	726.2	7.99	0.00e+00	0.73
CM002236.1-3612	CM002236.1	255467	267484	+	15335.0	12017.000	31.500000	5724.0	846.5	6.76	0.00e+00	0.83
CM002238.1-11248	CM002238.1	5054732	5063758	+	15325.6	9026.000	39.000000	5720.5	664.6	8.61	0.00e+00	0.83
CM002239.1-4641	CM002239.1	5994470	6000657	+	15124.7	6187.000	66.500000	5645.5	604.7	9.34	0.00e+00	0.76
CM002236.1-2925	CM002236.1	208331	223516	+	14709.4	15185.000	38.500000	5490.5	1024.2	5.36	0.00e+00	0.92
CM002236.1-1188	CM002236.1	34694	46974	+	14398.6	12280.000	75.000000	5374.5	816.2	6.58	0.00e+00	0.92
CM002241.1-3604	CM002241.1	151	5817	+	14374.5	5666.000	72.500000	5365.5	402.3	13.34	0.00e+00	0.74
CM002241.1-6477	CM002241.1	3825486	3835593	+	14337.0	10107.000	44.000000	5351.5	720.5	7.43	0.00e+00	0.83
CM002240.1-4334	CM002240.1	6151557	6159924	+	14290.1	8367.000	54.000000	5334.0	618.5	8.62	0.00e+00	0.76
CM002240.1-5398	CM002240.1	6095484	6103165	+	14176.3	7681.000	37.000000	5291.5	556.5	9.51	0.00e+00	0.72
CM002242.1-1656	CM002242.1	919222	930054	+	13722.2	10832.000	46.500000	5122.0	758.2	6.76	0.00e+00	0.86
CM002239.1-8822	CM002239.1	5846911	5854986	+	13340.4	8075.000	31.000000	4979.5	632.2	7.88	0.00e+00	0.78
CM002239.1-6484	CM002239.1	5864480	5872225	+	13064.5	7745.000	45.500000	4876.5	548.5	8.89	0.00e+00	0.84
CM002242.1-1237	CM002242.1	909126	918636	+	13024.3	9510.000	61.500000	4861.5	690.4	7.04	0.00e+00	0.83
CM002240.1-4843	CM002240.1	5968911	5980446	+	12976.0	11535.000	44.500000	4843.5	762.4	6.35	0.00e+00	0.88
CM002236.1-1501	CM002236.1	9757986	9764191	+	12434.9	6205.000	65.500000	4641.5	450.9	10.29	0.00e+00	0.76
CM002241.1-4476	CM002241.1	22998	30896	+	12053.1	7898.000	61.000000	4499.0	549.8	8.18	0.00e+00	0.79
CM002239.1-5378	CM002239.1	5878332	5886482	+	11144.9	8150.000	58.000000	4160.0	539.0	7.72	0.00e+00	0.87
CM002237.1-1357	CM002237.1	4445875	4454428	+	11086.0	8553.000	57.000000	4138.0	590.6	7.01	0.00e+00	0.82
CM002241.1-4475	CM002241.1	4213150	4218251	+	11005.6	5101.000	61.500000	4108.0	554.0	7.41	0.00e+00	0.80
CM002241.1-8475	CM002241.1	409993	422412	+	10831.5	12419.000	33.500000	4043.0	832.0	4.86	0.00e+00	0.89
CM002239.1-7788	CM002239.1	107957	114679	+	10785.9	6722.000	35.500000	4026.0	490.7	8.20	0.00e+00	0.79
CM002241.1-9760	CM002241.1	14321	21928	+	10492.6	7607.000	29.000000	3916.5	520.3	7.53	0.00e+00	0.76
KI440766.1-1	KI440766.1	191	4805	+	10163.0	4614.000	275.000000	3793.5	432.2	8.78	0.00e+00	0.84
CM002241.1-7036	CM002241.1	3701682	3708749	+	9887.1	7067.000	40.500000	3690.5	434.3	8.50	0.00e+00	0.80
CM002236.1-2234	CM002236.1	11341	16660	+	9860.3	5319.000	48.500000	3680.5	378.1	9.74	0.00e+00	0.75
CM002242.1-1397	CM002242.1	884808	891674	+	9623.2	6866.000	55.500000	3592.0	518.4	6.93	0.00e+00	0.81
CM002238.1-10431	CM002238.1	4571210	4578865	+	9463.8	7655.000	45.000000	3532.5	536.3	6.59	0.00e+00	0.83
CM002238.1-10333	CM002238.1	5224310	5231016	+	9293.7	6706.000	46.000000	3469.0	476.2	7.28	0.00e+00	0.84
CM002242.1-1951	CM002242.1	4196448	4203631	+	9154.4	7183.000	39.500000	3417.0	502.2	6.80	0.00e+00	0.82
CM002238.1-9664	CM002238.1	4688257	4695946	+	9000.3	7689.000	52.500000	3359.5	518.4	6.48	0.00e+00	0.84
CM002240.1-5074	CM002240.1	6162380	6169927	+	8875.7	7547.000	41.500000	3313.0	505.4	6.55	0.00e+00	0.79
CM002237.1-1665	CM002237.1	31375	38025	+	8740.4	6650.000	45.500000	3262.5	456.8	7.14	0.00e+00	0.77
CM002238.1-10296	CM002238.1	553859	561140	+	8732.4	7281.000	46.000000	3259.5	563.0	5.79	0.00e+00	0.76
CM002241.1-4458	CM002241.1	3469492	3474661	+	8731.1	5169.000	61.500000	3259.0	373.7	8.72	0.00e+00	0.74
CM002239.1-5802	CM002239.1	706112	713121	+	8674.8	7009.000	53.000000	3238.0	496.5	6.52	0.00e+00	0.84
CM002239.1-6230	CM002239.1	657553	665082	+	8558.3	7529.000	48.000000	3194.5	566.0	5.64	0.00e+00	0.91
CM002238.1-9643	CM002238.1	341560	347647	+	8248.8	6087.000	52.500000	3079.0	406.9	7.57	0.00e+00	0.79
CM002238.1-10835	CM002238.1	26592	34247	+	7999.7	7655.000	41.500000	2986.0	536.7	5.56	0.00e+00	0.86
CM002239.1-6718	CM002239.1	249070	256553	+	7861.7	7483.000	43.000000	2934.5	495.1	5.93	0.00e+00	0.87
CM002236.1-2588	CM002236.1	9686512	9693735	+	7808.1	7223.000	43.000000	2914.5	507.7	5.74	0.00e+00	0.82
CM002239.1-5075	CM002239.1	5887251	5893138	+	7506.7	5887.000	61.500000	2802.0	421.3	6.65	0.00e+00	0.89
CM002237.1-2335	CM002237.1	70757	79026	+	7481.3	8269.000	31.000000	2792.5	541.5	5.16	0.00e+00	0.94
CM002241.1-4069	CM002241.1	444318	450054	+	7481.3	5736.000	66.500000	2792.5	368.3	7.58	0.00e+00	0.85
CM002239.1-6234	CM002239.1	758779	765680	+	7443.8	6901.000	48.000000	2778.5	498.4	5.58	0.00e+00	0.87
CM002241.1-6150	CM002241.1	3545680	3551322	+	7376.8	5642.000	46.000000	2753.5	425.9	6.46	0.00e+00	0.77
CM002241.1-6224	CM002241.1	3645760	3650617	+	7094.2	4857.000	45.500000	2648.0	409.5	6.47	0.00e+00	0.82
CM002238.1-9831	CM002238.1	424611	430919	+	7001.7	6308.000	50.500000	2613.5	442.1	5.91	0.00e+00	0.89
CM002240.1-4105	CM002240.1	772563	778656	+	6779.4	6093.000	58.000000	2530.5	453.0	5.59	0.00e+00	0.85
CM002241.1-6600	CM002241.1	474946	481798	+	6753.9	6852.000	43.000000	2521.0	487.5	5.17	0.00e+00	0.87
CM002239.1-7122	CM002239.1	611944	618727	+	6685.6	6783.000	40.000000	2495.5	468.2	5.33	0.00e+00	0.83
CM002241.1-4990	CM002241.1	151615	159164	+	6681.6	7549.000	55.000000	2494.0	509.6	4.89	0.00e+00	0.90
CM002239.1-6393	CM002239.1	101491	106704	+	6673.5	5213.000	46.000000	2491.0	399.6	6.23	0.00e+00	0.84
CM002242.1-1410	CM002242.1	5538	10109	+	6551.7	4571.000	55.000000	2445.5	315.5	7.75	0.00e+00	0.75
CM002237.1-1782	CM002237.1	50641	57871	+	6404.3	7230.000	42.000000	2390.5	508.5	4.70	0.00e+00	0.88
CM002238.1-12197	CM002238.1	413280	417050	+	6175.2	3770.000	33.000000	2305.0	304.7	7.57	0.00e+00	0.78
CM002241.1-7315	CM002241.1	3551941	3558352	+	6080.1	6411.000	39.000000	2269.5	446.3	5.08	0.00e+00	0.89
CM002241.1-7400	CM002241.1	427760	433107	+	5839.0	5347.000	38.500000	2179.5	338.8	6.43	0.00e+00	0.85
CM002239.1-4995	CM002239.1	140979	144126	+	5788.1	3147.000	62.000000	2160.5	203.4	10.62	0.00e+00	0.79
CM002240.1-5112	CM002240.1	6378241	6386213	+	5713.1	7972.000	41.000000	2132.5	490.5	4.35	0.00e+00	0.92
CM002239.1-8480	CM002239.1	66937	73084	+	5585.8	6147.000	32.000000	2085.0	403.4	5.17	0.00e+00	0.86
CM002239.1-4029	CM002239.1	5927963	5930817	+	5576.5	2854.000	74.000000	2081.5	229.4	9.08	0.00e+00	0.73
CM002238.1-9786	CM002238.1	571281	576776	+	5505.5	5495.000	51.000000	2055.0	407.0	5.05	0.00e+00	0.87
CM002241.1-4152	CM002241.1	3485411	3489930	+	5496.1	4519.000	65.500000	2051.5	339.7	6.04	0.00e+00	0.89
CM002238.1-8360	CM002238.1	5129404	5134197	+	5419.7	4793.000	68.000000	2023.0	309.8	6.53	0.00e+00	0.90
CM002240.1-4076	CM002240.1	569089	574727	+	5407.7	5638.000	58.500000	2018.5	369.3	5.47	0.00e+00	0.93
CM002239.1-5995	CM002239.1	223209	227894	+	5386.3	4685.000	50.500000	2010.5	344.7	5.83	0.00e+00	0.83
CM002242.1-2144	CM002242.1	943569	948200	+	5347.4	4631.000	35.000000	1996.0	354.2	5.63	0.00e+00	0.86
CM002238.1-11106	CM002238.1	5115161	5120023	+	5340.7	4862.000	40.000000	1993.5	334.6	5.96	0.00e+00	0.91
CM002239.1-7160	CM002239.1	305408	312116	+	5324.6	6708.000	39.500000	1987.5	424.4	4.68	0.00e+00	0.89
CM002241.1-6170	CM002241.1	3813384	3818728	+	5194.7	5344.000	46.000000	1939.0	378.3	5.13	0.00e+00	0.82
CM002237.1-1881	CM002237.1	25803	29697	+	5130.4	3894.000	39.500000	1915.0	316.7	6.05	0.00e+00	0.86
CM002241.1-4876	CM002241.1	8974	11919	+	5072.8	2945.000	56.000000	1893.5	206.9	9.15	0.00e+00	0.73
CM002241.1-4016	CM002241.1	3672355	3675867	+	5070.1	3512.000	67.500000	1892.5	221.0	8.56	0.00e+00	0.82
CM002240.1-2820	CM002240.1	6386620	6389140	+	4936.2	2520.000	89.000000	1842.5	199.6	9.23	0.00e+00	0.75
CM002241.1-5145	CM002241.1	190130	193970	+	4924.1	3840.000	53.500000	1838.0	272.4	6.75	0.00e+00	0.88
CM002241.1-7599	CM002241.1	3538001	3542292	+	4910.7	4291.000	37.500000	1833.0	285.6	6.42	0.00e+00	0.84
CM002236.1-2145	CM002236.1	89970	94925	+	4733.9	4955.000	50.500000	1767.0	334.8	5.28	0.00e+00	0.86
CM002238.1-12990	CM002238.1	195757	200572	+	4468.7	4815.000	29.500000	1668.0	331.4	5.03	0.00e+00	0.91
CM002238.1-8960	CM002238.1	326939	329223	+	3924.8	2284.000	60.500000	1465.0	183.8	7.97	0.00e+00	0.75
CM002238.1-10108	CM002238.1	5203643	5207247	+	3844.5	3604.000	48.000000	1435.0	257.2	5.58	0.00e+00	0.85
CM002241.1-3862	CM002241.1	390388	393589	+	3705.1	3201.000	69.000000	1383.0	256.6	5.39	0.00e+00	0.85
CM002242.1-1991	CM002242.1	4215750	4218792	+	3669.0	3042.000	38.500000	1369.5	224.2	6.11	0.00e+00	0.88
CM002237.1-1540	CM002237.1	4159043	4162638	+	3492.2	3595.000	50.000000	1303.5	271.1	4.81	0.00e+00	0.89
CM002239.1-6270	CM002239.1	695990	699133	+	3481.4	3143.000	47.500000	1299.5	251.1	5.18	0.00e+00	0.85
CM002238.1-10039	CM002238.1	5143404	5146897	+	3469.4	3493.000	48.500000	1295.0	256.8	5.04	0.00e+00	0.86
CM002237.1-1476	CM002237.1	105762	108675	+	3339.5	2913.000	52.500000	1246.5	234.3	5.32	0.00e+00	0.86
CM002239.1-6596	CM002239.1	5912144	5914767	+	3339.5	2623.000	44.500000	1246.5	183.6	6.79	0.00e+00	0.79
CM002240.1-5429	CM002240.1	5954235	5957758	+	3324.7	3523.000	36.500000	1241.0	241.9	5.13	0.00e+00	0.86
CM002239.1-8763	CM002239.1	584145	588004	+	3248.4	3859.000	31.000000	1212.5	253.4	4.79	0.00e+00	0.90
CM002238.1-8161	CM002238.1	165380	168698	+	3243.0	3318.000	69.500000	1210.5	230.5	5.25	0.00e+00	0.94
CM002239.1-6688	CM002239.1	672770	676073	+	3181.4	3303.000	43.500000	1187.5	225.2	5.27	0.00e+00	0.90
CM002241.1-6610	CM002241.1	3475759	3478659	+	3105.0	2900.000	43.000000	1159.0	185.1	6.26	0.00e+00	0.87
CM002239.1-8081	CM002239.1	192485	196964	+	3032.7	4479.000	34.000000	1132.0	245.4	4.61	0.00e+00	0.88
CM002241.1-7146	CM002241.1	4144504	4147546	+	2888.0	3042.000	40.000000	1078.0	205.0	5.26	0.00e+00	0.84
CM002241.1-6016	CM002241.1	3465351	3468627	+	2872.0	3276.000	47.000000	1072.0	220.2	4.87	0.00e+00	0.92
CM002237.1-1504	CM002237.1	39304	42622	+	2818.4	3318.000	51.000000	1052.0	223.4	4.71	0.00e+00	0.83
CM002242.1-1347	CM002242.1	3441207	3444355	+	2809.0	3148.000	57.500000	1048.5	215.8	4.86	0.00e+00	0.87
CM002240.1-6149	CM002240.1	5944125	5947570	+	2791.6	3445.000	29.500000	1042.0	239.3	4.35	1.02e-319	0.91
KI440765.1-236	KI440765.1	88248	90695	+	2743.4	2447.000	46.000000	1024.0	205.7	4.98	0.00e+00	0.93
CM002241.1-8193	CM002241.1	35741	39148	+	2691.1	3407.000	34.500000	1004.5	215.4	4.66	0.00e+00	0.87
CM002242.1-1584	CM002242.1	1353196	1355666	+	2637.5	2470.000	49.000000	984.5	178.6	5.51	0.00e+00	0.86
CM002238.1-11447	CM002238.1	4596439	4599221	+	2616.1	2782.000	37.500000	976.5	189.9	5.14	0.00e+00	0.86
CM002238.1-10166	CM002238.1	5219312	5221871	+	2571.9	2559.000	47.500000	960.0	196.4	4.89	0.00e+00	0.88
CM002241.1-8579	CM002241.1	126671	130185	+	2444.6	3514.000	33.000000	912.5	223.8	4.08	5.20e-260	0.88
CM002239.1-7803	CM002239.1	292315	295627	+	2432.6	3312.000	35.500000	908.0	210.7	4.31	9.41e-276	0.93
CM002241.1-5421	CM002241.1	3877123	3879350	+	2387.0	2227.000	51.500000	891.0	161.7	5.51	0.00e+00	0.84
CM002242.1-2211	CM002242.1	4220367	4223774	+	2356.2	3407.000	34.000000	879.5	205.9	4.27	3.25e-264	0.89
CM002238.1-10642	CM002238.1	4977070	4979226	+	2274.5	2156.000	43.500000	849.0	149.1	5.69	0.00e+00	0.84
CM002239.1-3450	CM002239.1	277212	279300	+	2254.4	2088.000	80.500000	841.5	171.4	4.91	1.21e-292	0.91
CM002241.1-6832	CM002241.1	358780	361534	+	2254.4	2754.000	41.500000	841.5	184.7	4.55	4.83e-271	1.00
CM002236.1-2350	CM002236.1	9695393	9697607	+	2241.0	2214.000	47.000000	836.5	137.3	6.09	0.00e+00	0.91
CM002236.1-1550	CM002236.1	17425	19433	+	2199.5	2008.000	63.500000	821.0	158.8	5.17	1.18e-300	0.91
CM002241.1-3448	CM002241.1	3870314	3872577	+	2196.8	2263.000	75.500000	820.0	162.8	5.04	8.27e-293	0.87
CM002238.1-9099	CM002238.1	5231890	5235053	+	2191.5	3163.000	59.000000	818.0	180.2	4.54	5.88e-263	0.90
CM002241.1-9393	CM002241.1	3868178	3869920	+	2191.5	1742.000	30.500000	818.0	178.8	4.57	5.09e-265	0.86
CM002242.1-2371	CM002242.1	1349976	1352486	+	2079.0	2510.000	31.000000	776.0	174.4	4.45	3.28e-244	0.92
CM002241.1-6951	CM002241.1	3669930	3671975	+	2070.9	2045.000	41.000000	773.0	173.9	4.45	4.02e-243	0.92
CM002238.1-10121	CM002238.1	161833	164208	+	1975.8	2375.000	47.500000	737.5	182.6	4.04	3.35e-208	0.88
CM002239.1-7112	CM002239.1	588412	590849	+	1864.6	2437.000	40.000000	696.0	168.2	4.14	1.51e-202	0.89
CM002241.1-6312	CM002241.1	3889072	3890984	+	1831.1	1912.000	45.000000	683.5	124.7	5.48	1.90e-264	0.88
CM002241.1-7141	CM002241.1	4056189	4058147	+	1828.5	1958.000	40.000000	682.5	133.6	5.11	4.89e-247	0.93
CM002239.1-6029	CM002239.1	274960	276808	+	1816.4	1848.000	50.000000	678.0	158.8	4.27	2.56e-204	0.92
CM002236.1-1502	CM002236.1	9784010	9785814	+	1799.0	1804.000	65.500000	671.5	150.8	4.45	1.60e-211	0.87
CM002241.1-5912	CM002241.1	163379	165535	+	1788.3	2156.000	47.500000	667.5	143.0	4.67	5.80e-221	0.88
CM002236.1-1794	CM002236.1	197345	199147	+	1729.3	1802.000	58.000000	645.5	126.4	5.11	9.57e-234	0.87
CM002242.1-1805	CM002242.1	250639	252743	+	1699.9	2104.000	42.500000	634.5	130.6	4.86	7.98e-219	0.94
CM002241.1-5770	CM002241.1	121715	124083	+	1690.5	2368.000	48.500000	631.0	141.1	4.47	3.79e-200	0.89
CM002239.1-5914	CM002239.1	32168	34433	+	1681.1	2265.000	51.500000	627.5	153.7	4.08	9.72e-180	0.89
CM002242.1-1285	CM002242.1	51224	52288	+	1671.7	1064.000	59.500000	624.0	98.8	6.32	6.39e-274	0.79
CM002241.1-5630	CM002241.1	4147930	4149639	+	1670.4	1709.000	50.000000	623.5	135.2	4.61	5.60e-204	0.85
CM002238.1-10492	CM002238.1	4514789	4516365	+	1651.6	1576.000	44.500000	616.5	135.2	4.56	2.40e-199	0.90
CM002240.1-4135	CM002240.1	779791	781138	+	1574.0	1347.000	57.500000	587.5	98.4	5.97	1.38e-245	0.82
CM002236.1-1591	CM002236.1	9700825	9702567	+	1512.3	1742.000	63.000000	564.5	105.0	5.37	9.53e-215	0.89
CM002241.1-5996	CM002241.1	307873	309173	+	1494.9	1300.000	47.000000	558.0	105.2	5.30	5.06e-210	0.84
CM002238.1-8820	CM002238.1	4961150	4962621	+	1464.1	1471.000	62.500000	546.5	94.6	5.78	4.07e-222	0.95
CM002238.1-13829	CM002238.1	4927049	4929687	+	1425.3	2638.000	27.000000	532.0	130.8	4.07	2.71e-152	0.95
CM002241.1-6844	CM002241.1	487984	489578	+	1414.5	1594.000	41.500000	528.0	121.8	4.33	2.98e-162	0.88
CM002240.1-4943	CM002240.1	797029	798548	+	1386.4	1519.000	43.000000	517.5	124.5	4.16	1.40e-151	0.89
KI440766.1-186	KI440766.1	5309	6697	+	1379.7	1388.000	35.000000	515.0	121.1	4.25	4.15e-155	0.87
CM002239.1-5289	CM002239.1	5249563	5251094	+	1339.5	1531.000	59.000000	500.0	117.3	4.26	4.64e-151	0.86
CM002238.1-13568	CM002238.1	178905	180938	+	1338.2	2033.000	27.500000	499.5	117.4	4.25	3.68e-150	0.90
CM002240.1-4121	CM002240.1	6264505	6265806	+	1338.2	1301.000	58.000000	499.5	85.2	5.86	1.06e-205	0.89
CM002239.1-8872	CM002239.1	315230	317562	+	1330.2	2332.000	30.500000	496.5	112.9	4.40	7.42e-155	0.99
