# HOMER Peaks
# Peak finding parameters:
# tag directory = /scratch/evt82290/Run129/homer/tag/129-34_ChIP_cac-1_K27me3_AM_Rep_2
#
# total peaks = 851
# peak size = 150
# peaks found using tags on both strands
# minimum distance between peaks = 530
# fragment length = 148
# genome size = 41233741
# Total tags = 1146276.5
# Total tags in peaks = 193125.5
# Approximate IP efficiency = 16.85%
# tags per bp = 0.027734
# expected tags per peak = 4.160
# maximum tags considered per bp = 2.0
# effective number of tags used for normalization = 10000000.0
# Individual peaks have been stitched together into variable length regions
# Poisson p-value threshold = 1.000000e-03
# Poisson tag threshold = 13.0
# number of putative peaks = 32626
#
# input tag directory = /scratch/evt82290/Run129/homer/tag/129-44_ChIP_cac-1_input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 125
#
# size of region used for local filtering = 10000
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 0
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 0
#
# cmd = findPeaks /scratch/evt82290/Run129/homer/tag/129-34_ChIP_cac-1_K27me3_AM_Rep_2 -style histone -region -size 150 -minDist 530 -o /scratch/evt82290/Run129/Peaks/129-34_ChIP_cac-1_K27me3_AM_Rep_2_peaks.txt -i /scratch/evt82290/Run129/homer/tag/129-44_ChIP_cac-1_input
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	region size	findPeaks Score	Total Tags	Control Tags (normalized to IP Experiment)	Fold Change vs Control	p-value vs Control	Clonal Fold Change
CM002238.1-7529	CM002238.1	555924	558440	+	3192.9	2516.000	13.500000	366.0	58.7	6.23	9.90e-160	0.93
CM002241.1-2339	CM002241.1	3672386	3674416	+	3179.9	2030.000	19.000000	364.5	45.0	8.10	3.30e-194	0.91
CM002238.1-6613	CM002238.1	4767409	4770970	+	2948.7	3561.000	15.000000	338.0	65.0	5.20	9.15e-126	0.92
CM002239.1-4784	CM002239.1	26751	29110	+	2948.7	2359.000	13.500000	338.0	56.5	5.98	1.22e-142	1.06
CM002238.1-5899	CM002238.1	4571408	4574980	+	2940.0	3572.000	16.000000	337.0	77.6	4.34	1.70e-104	1.09
CM002238.1-2837	CM002238.1	4771561	4773914	+	2931.2	2353.000	23.000000	336.0	43.7	7.69	4.24e-173	1.02
CM002239.1-4202	CM002239.1	103278	106024	+	2905.1	2746.000	14.500000	333.0	62.9	5.29	6.07e-126	0.99
CM002239.1-4342	CM002239.1	762563	765783	+	2892.0	3220.000	14.500000	331.5	74.8	4.43	8.98e-105	0.96
CM002238.1-8014	CM002238.1	4660327	4662745	+	2878.9	2418.000	13.000000	330.0	49.1	6.72	2.55e-153	1.02
CM002238.1-8047	CM002238.1	4763373	4766725	+	2852.7	3352.000	13.000000	327.0	62.5	5.23	2.27e-122	1.01
CM002239.1-4266	CM002239.1	361651	364526	+	2839.6	2875.000	14.500000	325.5	57.7	5.64	3.93e-130	0.95
CM002241.1-4176	CM002241.1	3487957	3489840	+	2730.6	1883.000	14.000000	313.0	45.8	6.84	1.49e-147	0.95
CM002239.1-2385	CM002239.1	5912590	5914898	+	2665.2	2308.000	19.500000	305.5	52.7	5.80	2.76e-125	0.96
CM002241.1-4700	CM002241.1	428756	432242	+	2652.1	3486.000	13.000000	304.0	68.3	4.45	5.52e-97	0.96
CM002237.1-783	CM002237.1	106221	109162	+	2647.7	2941.000	20.500000	303.5	73.4	4.13	4.46e-89	1.00
CM002238.1-7510	CM002238.1	428423	431108	+	2647.7	2685.000	13.500000	303.5	60.6	5.01	8.66e-109	0.97
CM002238.1-6996	CM002238.1	5020428	5023433	+	2647.7	3005.000	14.500000	303.5	64.5	4.71	2.52e-102	0.94
CM002236.1-2635	CM002236.1	9696290	9699352	+	2630.3	3062.000	13.500000	301.5	69.9	4.31	9.77e-93	0.93
CM002239.1-4922	CM002239.1	695929	698752	+	2560.5	2823.000	13.500000	293.5	71.3	4.12	7.43e-86	0.95
CM002241.1-3077	CM002241.1	3538748	3542149	+	2516.8	3401.000	16.500000	288.5	65.1	4.43	2.00e-91	0.92
CM002241.1-2330	CM002241.1	3547579	3549847	+	2508.1	2268.000	19.000000	287.5	51.4	5.59	2.64e-114	0.96
CM002242.1-1141	CM002242.1	4215843	4218728	+	2495.0	2885.000	17.000000	286.0	65.1	4.39	3.91e-90	1.09
CM002239.1-1261	CM002239.1	352725	356161	+	2490.7	3436.000	24.000000	285.5	64.9	4.40	7.77e-90	0.96
CM002240.1-2010	CM002240.1	775616	778303	+	2490.7	2687.000	19.500000	285.5	59.4	4.81	1.98e-98	0.98
CM002237.1-1090	CM002237.1	4465143	4468160	+	2473.2	3017.000	17.000000	283.5	60.4	4.70	1.87e-95	0.96
CM002239.1-4765	CM002239.1	5990995	5993357	+	2451.4	2362.000	14.000000	281.0	64.7	4.34	1.58e-87	0.97
CM002238.1-6182	CM002238.1	573192	575418	+	2438.3	2226.000	15.500000	279.5	54.0	5.18	1.47e-103	0.95
CM002241.1-3582	CM002241.1	151771	154579	+	2399.1	2808.000	15.000000	275.0	57.6	4.77	1.65e-94	0.93
CM002238.1-6907	CM002238.1	4724275	4727006	+	2364.2	2731.000	14.500000	271.0	55.8	4.86	8.74e-95	0.99
CM002241.1-2416	CM002241.1	190109	192057	+	2259.5	1948.000	18.500000	259.0	47.8	5.42	1.22e-100	0.99
CM002236.1-2689	CM002236.1	20272	22761	+	2246.4	2489.000	13.000000	257.5	64.2	4.01	2.96e-73	1.04
CM002237.1-1085	CM002237.1	4451623	4453992	+	2181.0	2369.000	17.000000	250.0	50.3	4.97	1.33e-89	0.95
CM002236.1-2427	CM002236.1	90182	93065	+	2176.6	2883.000	13.500000	249.5	60.6	4.12	3.33e-73	0.95
CM002239.1-1519	CM002239.1	67495	70168	+	2150.4	2673.000	22.500000	246.5	56.0	4.40	9.17e-78	0.97
CM002242.1-1126	CM002242.1	1353082	1355432	+	2141.7	2350.000	17.000000	245.5	52.2	4.71	4.69e-83	0.97
CM002241.1-1748	CM002241.1	390486	392554	+	2119.9	2068.000	21.500000	243.0	51.0	4.77	1.33e-83	0.97
CM002240.1-1259	CM002240.1	6235153	6237338	+	2085.0	2185.000	24.500000	239.0	53.6	4.46	8.28e-77	0.96
CM002240.1-3842	CM002240.1	6240016	6242387	+	1976.0	2371.000	13.500000	226.5	56.6	4.00	1.48e-64	0.92
CM002238.1-5726	CM002238.1	4875428	4877644	+	1967.2	2216.000	16.500000	225.5	46.3	4.87	4.64e-79	1.02
CM002240.1-1552	CM002240.1	6165022	6166943	+	1967.2	1921.000	22.500000	225.5	40.4	5.58	7.45e-90	0.92
CM002240.1-3292	CM002240.1	772668	775060	+	1958.5	2392.000	14.500000	224.5	54.1	4.15	1.29e-66	0.92
CM002241.1-2445	CM002241.1	3475965	3478232	+	1945.4	2267.000	18.500000	223.0	44.8	4.97	3.64e-80	1.01
CM002239.1-2351	CM002239.1	759277	761729	+	1941.1	2452.000	19.500000	222.5	43.3	5.14	3.85e-82	0.92
CM002237.1-1406	CM002237.1	27060	29065	+	1936.7	2005.000	14.500000	222.0	50.9	4.36	6.57e-70	1.02
CM002239.1-3547	CM002239.1	662591	664547	+	1928.0	1956.000	16.000000	221.0	41.5	5.33	7.28e-85	0.92
CM002239.1-3794	CM002239.1	654833	656528	+	1884.4	1695.000	15.500000	216.0	39.4	5.48	4.05e-85	0.98
CM002240.1-2686	CM002240.1	6035891	6038447	+	1818.9	2556.000	16.500000	208.5	47.7	4.37	1.48e-65	0.97
CM002241.1-1107	CM002241.1	478778	480527	+	1814.6	1749.000	25.500000	208.0	44.8	4.64	6.43e-70	0.95
CM002236.1-1615	CM002236.1	9689275	9691199	+	1784.0	1924.000	16.000000	204.5	41.5	4.93	1.13e-72	0.92
CM002240.1-2203	CM002240.1	779552	781302	+	1757.9	1750.000	18.500000	201.5	40.6	4.97	3.42e-72	0.92
CM002238.1-6141	CM002238.1	341681	344019	+	1740.4	2338.000	15.500000	199.5	40.8	4.89	2.08e-70	0.92
CM002239.1-2932	CM002239.1	224991	226791	+	1736.1	1800.000	17.500000	199.0	39.6	5.03	1.61e-72	0.99
CM002238.1-7406	CM002238.1	5117623	5119629	+	1731.7	2006.000	14.000000	198.5	45.6	4.36	2.60e-62	0.97
CM002238.1-6867	CM002238.1	4514731	4516383	+	1692.4	1652.000	14.500000	194.0	43.4	4.47	6.12e-63	1.03
CM002240.1-3221	CM002240.1	6171667	6173205	+	1661.9	1538.000	15.000000	190.5	35.8	5.32	7.13e-73	1.00
CM002238.1-2903	CM002238.1	5129677	5131442	+	1648.8	1765.000	23.000000	189.0	31.1	6.08	9.37e-82	0.95
CM002241.1-1745	CM002241.1	360508	362236	+	1622.6	1728.000	21.500000	186.0	41.0	4.54	2.34e-61	0.97
CM002241.1-1914	CM002241.1	3868747	3869786	+	1609.6	1039.000	21.000000	184.5	35.0	5.28	3.67e-70	0.94
CM002238.1-4609	CM002238.1	4729912	4731543	+	1605.2	1631.000	18.500000	184.0	32.9	5.59	4.18e-74	0.95
CM002238.1-7415	CM002238.1	5144711	5146373	+	1561.6	1662.000	14.000000	179.0	38.2	4.68	5.09e-61	0.97
CM002241.1-3639	CM002241.1	469380	471248	+	1557.2	1868.000	15.000000	178.5	42.2	4.23	1.72e-54	0.96
CM002242.1-658	CM002242.1	51245	52285	+	1557.2	1040.000	22.000000	178.5	29.6	6.03	2.37e-76	0.95
CM002236.1-1142	CM002236.1	266369	267495	+	1535.4	1126.000	18.500000	176.0	28.5	6.19	2.25e-77	1.04
CM002241.1-2162	CM002241.1	307758	309167	+	1483.1	1409.000	19.500000	170.0	36.5	4.65	1.09e-57	0.93
